fold,site,mean,sd,q05,q50,q95,p_positive,prior_mean,prior_sd,prior_p_positive,contraction,p_below_0p02,prior_p_below_0p02
10,ha.σ_γ,0.03336790999447847,0.024819753465479783,0.0026907783742935645,0.02815260464216616,0.0813773308284765,1.0,0.03989422804014327,0.030140513749454357,1.0,0.17653183778497794,0.366,0.31084348322064836
11,turf_asym.w,0.06464251146267727,0.043362169811611756,-0.007491083530643016,0.06474480465905673,0.13697939682343968,0.929,0.05,0.05,0.841344746068543,0.13275660376776488,NaN,NaN
11,turf_gen.w,-0.018221045787031313,0.039887341728996085,-0.08327703147097806,-0.018252365272899508,0.047461278350352895,0.32625,0.0,0.05,0.5,0.20225316542007832,NaN,NaN
11,turf_pace.w,0.017268883719115728,0.03755115167083654,-0.04470112062840979,0.016978549250229496,0.07848117444645618,0.67575,0.0,0.05,0.5,0.2489769665832693,NaN,NaN
11,ha.γ_base,0.12389603617791364,0.03636018210098311,0.06328615508535025,0.12411913854835495,0.18347690324699664,1.0,0.15,0.05,0.9986501019683699,0.27279635798033786,NaN,NaN
11,ha.σ_γ,0.03433664781281226,0.02547633665259399,0.002839120446218394,0.0291516571276981,0.08329258724242282,1.0,0.03989422804014327,0.030140513749454357,1.0,0.15474776361251652,0.35375,0.31084348322064836
12,turf_asym.w,0.0535319296958791,0.04407252907651326,-0.01905581302668448,0.05383628320858572,0.12552392812746252,0.88475,0.05,0.05,0.841344746068543,0.11854941846973488,NaN,NaN
12,turf_gen.w,-0.01473684513013057,0.04051671306948282,-0.08071539566235822,-0.01466926061948843,0.051777607125900696,0.35575,0.0,0.05,0.5,0.18966573861034364,NaN,NaN
12,turf_pace.w,0.01210059350084256,0.03710037339387802,-0.0497221513589821,0.011823729314546281,0.07317351236532463,0.62675,0.0,0.05,0.5,0.25799253212243967,NaN,NaN
12,ha.γ_base,0.13411103196443974,0.034486660628252785,0.07750025440213638,0.13349800462126438,0.19308046779913857,1.0,0.15,0.05,0.9986501019683699,0.3102667874349443,NaN,NaN
12,ha.σ_γ,0.033738813097645017,0.02510722737286516,0.0028871162114281796,0.028732790008496416,0.08250533491843155,1.0,0.03989422804014327,0.030140513749454357,1.0,0.1669940472292153,0.35825,0.31084348322064836
13,turf_asym.w,0.05779563030099644,0.04297546409827711,-0.013090531114926524,0.0585971127860793,0.1279560947811066,0.909,0.05,0.05,0.841344746068543,0.1404907180344579,NaN,NaN
13,turf_gen.w,-0.01230265185902792,0.04022532338015676,-0.07812905491488231,-0.011831936126392963,0.05384158537929628,0.3765,0.0,0.05,0.5,0.19549353239686484,NaN,NaN
13,turf_pace.w,0.004746727052333963,0.03674276734093403,-0.05523032566564692,0.004779303304191743,0.06499862803206594,0.553,0.0,0.05,0.5,0.2651446531813195,NaN,NaN
13,ha.γ_base,0.1393782970126562,0.03559073873282346,0.08136151870887783,0.139045575512654,0.19678951646390952,1.0,0.15,0.05,0.9986501019683699,0.28818522534353086,NaN,NaN
13,ha.σ_γ,0.03167853986011942,0.0240542974015745,0.0022723154840864255,0.026909888162023297,0.07811186158887698,1.0,0.03989422804014327,0.030140513749454357,1.0,0.20192808916503746,0.3835,0.31084348322064836
14,turf_asym.w,0.05906401262496474,0.04263919520221516,-0.010091104446813187,0.058155966866044004,0.1287041835189847,0.91825,0.05,0.05,0.841344746068543,0.14721609595569685,NaN,NaN
14,turf_gen.w,-0.021449069889100274,0.03887529123590395,-0.0845660908962099,-0.02182271872598356,0.04262210440373708,0.29125,0.0,0.05,0.5,0.22249417528192106,NaN,NaN
14,turf_pace.w,0.005948230436895986,0.03654545604364082,-0.05359638252498564,0.006154536225838974,0.0664477753488107,0.56475,0.0,0.05,0.5,0.26909087912718366,NaN,NaN
14,ha.γ_base,0.14352457205861816,0.03542685306100954,0.0861133065411711,0.14323118513993371,0.20223699664434813,1.0,0.15,0.05,0.9986501019683699,0.2914629387798092,NaN,NaN
14,ha.σ_γ,0.03601199300410403,0.025888321287967652,0.0030140991554122925,0.031102296724502845,0.08576995727159753,1.0,0.03989422804014327,0.030140513749454357,1.0,0.14107896424173205,0.33275,0.31084348322064836
15,turf_asym.w,0.06383288105374209,0.04360181824062134,-0.005898510788480142,0.06345851437373859,0.13467390865808823,0.93125,0.05,0.05,0.841344746068543,0.12796363518757314,NaN,NaN
15,turf_gen.w,-0.028772824834987613,0.039730081258229084,-0.09387212529078058,-0.028337319337800794,0.0363104105031293,0.23275,0.0,0.05,0.5,0.20539837483541834,NaN,NaN
15,turf_pace.w,0.012810120739359903,0.03649789562485579,-0.04710481303091461,0.012342881684222422,0.07313902037093294,0.63875,0.0,0.05,0.5,0.2700420875028843,NaN,NaN
15,ha.γ_base,0.1485309810458955,0.03596120267612145,0.08907431209403888,0.1485528502834262,0.208013343416728,1.0,0.15,0.05,0.9986501019683699,0.2807759464775711,NaN,NaN
15,ha.σ_γ,0.036928925449248536,0.0265880514682347,0.003027051335709072,0.0321245606900631,0.08668090713685565,1.0,0.03989422804014327,0.030140513749454357,1.0,0.11786336194365532,0.31775,0.31084348322064836
16,turf_asym.w,0.05785286214715319,0.042527702232563004,-0.013195914200143289,0.05818681725157107,0.12680572150969022,0.911,0.05,0.05,0.841344746068543,0.14944595534873995,NaN,NaN
