site,max_rhat,min_ess_bulk,min_ess_tail,worst_rhat_fold
ha.γ_base,1.002650279529114,3106.4943705125415,2725.5746957681795,11
ha.γ_team_raw[10],1.0029074797415216,4096.780857551147,2408.7179831586604,11
ha.γ_team_raw[11],1.0040107193546701,4091.768211615668,2480.006653593482,18
ha.γ_team_raw[12],1.006062724141752,4856.966184485809,2378.3383418316434,32
ha.γ_team_raw[13],1.0031365898750906,4128.462350350364,2558.9812309697095,21
ha.γ_team_raw[14],1.0028082309813977,4164.389918925648,2335.0657404728145,37
ha.γ_team_raw[15],1.0034112936876265,3568.5827621124736,2416.3511482754056,17
ha.γ_team_raw[16],1.005077258829202,2785.696325432243,2441.295309594391,18
ha.γ_team_raw[17],1.0043966053677833,4192.028335896379,2424.9925670655393,17
ha.γ_team_raw[18],1.0032948456025752,3741.3858570574175,2509.8661601609883,21
ha.γ_team_raw[19],1.002910192160489,4050.3391413304034,2425.455507681456,3
ha.γ_team_raw[1],1.003772018649487,4409.94603118302,2347.3861817850902,8
ha.γ_team_raw[20],1.0047501465489421,4285.384094174829,2214.5189471460035,12
ha.γ_team_raw[21],1.004724311590104,4485.346309917096,2326.3807523534865,30
ha.γ_team_raw[22],1.0032844783698736,3973.478810774142,2337.792858521989,11
ha.γ_team_raw[23],1.0042524680916094,4452.75347494748,2370.7867135686524,11
ha.γ_team_raw[24],1.0032987380873393,4155.4829379628545,2334.33494171118,11
ha.γ_team_raw[25],1.0035981497771225,3915.826748300765,2715.557090183939,19
ha.γ_team_raw[2],1.0039237626123378,4136.072676812114,2468.6653888762153,13
ha.γ_team_raw[3],1.0033268582762296,4031.040189080566,2321.2140832210976,11
ha.γ_team_raw[4],1.0059455347425748,4477.088332581127,2228.406209571983,28
ha.γ_team_raw[5],1.0046745577158143,4100.689576888376,2538.601740685,15
ha.γ_team_raw[6],1.003685753588375,4299.860847021438,2560.3215233845,28
ha.γ_team_raw[7],1.0021855237481072,4330.165024345835,2486.835449781355,32
ha.γ_team_raw[8],1.003768418001548,4688.334557475021,2477.6728968806174,22
ha.γ_team_raw[9],1.0042751209433787,4240.835978243014,2038.7860800097344,33
ha.σ_γ,1.0033122996304296,1472.0400948417232,1457.2412382452576,27
turf_asym.w,1.0046764934882575,4067.6420187113004,2500.0948405586746,19
turf_gen.w,1.003330508335912,3204.398990940583,2836.1628112648436,38
turf_pace.w,1.0028332086574159,2793.6527248309935,2566.4024742062147,14
