fold,site,mean,sd,q05,q50,q95,p_positive,prior_mean,prior_sd,prior_p_positive,contraction,p_below_0p02,prior_p_below_0p02
17,rest_diff.w,-0.0007726680406095845,0.008894971445972618,-0.015404420748808418,-0.0007506517716245548,0.014048352509481202,0.46625,0.02,0.02,0.841344746068543,0.5552514277013691,NaN,NaN
17,ha.γ_base,0.1443016638048849,0.034029199712179915,0.08929283619893764,0.14400777402461606,0.2004840846588236,1.0,0.15,0.05,0.9986501019683699,0.3194160057564017,NaN,NaN
17,ha.σ_γ,0.027420311617434464,0.020949102179988254,0.0016997578916544487,0.02304869678911872,0.06724060447900324,1.0,0.03989422804014327,0.030140513749454357,1.0,0.30495205376625334,0.4335,0.31084348322064836
18,turf_asym.w,0.056668388099314466,0.042583523737262284,-0.013533709150115045,0.05592126756009016,0.12856933125858627,0.906,0.05,0.05,0.841344746068543,0.1483295252547544,NaN,NaN
18,turf_gen.w,-0.03312548434093602,0.038910048633403936,-0.09687626836950182,-0.03297349812855477,0.03029366215785312,0.2015,0.0,0.05,0.5,0.22179902733192136,NaN,NaN
18,turf_pace.w,0.013931887600069186,0.03520100465416521,-0.043360971926312546,0.01413445835453863,0.07167602237905897,0.64375,0.0,0.05,0.5,0.29597990691669585,NaN,NaN
18,midweek.w,0.029439520524785615,0.04516216736353392,-0.04444310661689167,0.02944642017764733,0.10326797684462093,0.74,0.05,0.05,0.841344746068543,0.09675665272932166,NaN,NaN
18,rest_diff.w,-7.988339498060011e-5,0.009154281424720023,-0.014996372344773481,-0.00019470778632995072,0.014954161409736738,0.49,0.02,0.02,0.841344746068543,0.5422859287639988,NaN,NaN
18,ha.γ_base,0.14104349258423796,0.03456437472339711,0.08404299231097048,0.14085127368929637,0.19825290855618916,1.0,0.15,0.05,0.9986501019683699,0.30871250553205787,NaN,NaN
18,ha.σ_γ,0.030533348101473054,0.02277209849574528,0.002137886394218957,0.02622842621534563,0.07389436386927785,1.0,0.03989422804014327,0.030140513749454357,1.0,0.24446880086250922,0.39725,0.31084348322064836
19,turf_asym.w,0.048236638358440005,0.042647697665844135,-0.021641098257809945,0.0477398682994304,0.11955673145560065,0.875,0.05,0.05,0.841344746068543,0.14704604668311738,NaN,NaN
19,turf_gen.w,-0.0369779529529473,0.03854197742241414,-0.10086942398501067,-0.03638873566512345,0.024999625074711818,0.17675,0.0,0.05,0.5,0.22916045155171716,NaN,NaN
19,turf_pace.w,0.01964123215931266,0.035997207813957245,-0.03997580393678901,0.01946935957551827,0.0783987386752181,0.70825,0.0,0.05,0.5,0.2800558437208551,NaN,NaN
19,midweek.w,0.03159358803543956,0.046443619220842544,-0.04560500042530745,0.03185948958771381,0.10685590904863526,0.75075,0.05,0.05,0.841344746068543,0.07112761558314917,NaN,NaN
19,rest_diff.w,-0.00023401753299393202,0.009329400928581033,-0.01564429777522238,-0.00035629721412651697,0.014927271524056472,0.48625,0.02,0.02,0.841344746068543,0.5335299535709483,NaN,NaN
19,ha.γ_base,0.133280296000795,0.034048323652315596,0.07673957858823291,0.13295404973186845,0.1904862572901343,1.0,0.15,0.05,0.9986501019683699,0.31903352695368814,NaN,NaN
19,ha.σ_γ,0.03189165300062182,0.02357789758612767,0.002658811816713471,0.0273303516224112,0.07806031635677523,1.0,0.03989422804014327,0.030140513749454357,1.0,0.21773405118038147,0.37975,0.31084348322064836
20,turf_asym.w,0.05315533493746919,0.04139292596718013,-0.014487635644534898,0.05279827350914351,0.12217335546115339,0.907,0.05,0.05,0.841344746068543,0.17214148065639745,NaN,NaN
20,turf_gen.w,-0.03438523244429153,0.03936519592282887,-0.097949082980137,-0.03431190849657089,0.03049676235899244,0.188,0.0,0.05,0.5,0.21269608154342268,NaN,NaN
20,turf_pace.w,0.02370907424839526,0.03520894601311053,-0.03443986266968545,0.02412948587021057,0.08185079990322715,0.748,0.0,0.05,0.5,0.29582107973778937,NaN,NaN
20,midweek.w,0.030946152742863577,0.04563342907692216,-0.043648211682267506,0.0305410688164684,0.10630792147234677,0.75125,0.05,0.05,0.841344746068543,0.0873314184615569,NaN,NaN
20,rest_diff.w,-3.253802238035719e-5,0.009503895057689869,-0.015701861867524085,-0.00010011658037449188,0.015644439590898288,0.49625,0.02,0.02,0.841344746068543,0.5248052471155066,NaN,NaN
20,ha.γ_base,0.1443771638366258,0.03395700697757525,0.08684530465917815,0.14396612711874357,0.20086845171136922,1.0,0.15,0.05,0.9986501019683699,0.3208598604484951,NaN,NaN
20,ha.σ_γ,0.03915093153176192,0.026792424797259837,0.0033401977431086758,0.03535670952517507,0.0879925993493817,1.0,0.03989422804014327,0.030140513749454357,1.0,0.1110826769585217,0.289,0.31084348322064836
21,turf_asym.w,0.06301773249849256,0.041354189630754226,-0.004407208930975252,0.062366033905185844,0.13093557256708505,0.93475,0.05,0.05,0.841344746068543,0.17291620738491553,NaN,NaN
21,turf_gen.w,-0.02136048780803361,0.039482770715332884,-0.08573188769260301,-0.021896472861371405,0.0426578102668151,0.294,0.0,0.05,0.5,0.21034458569334236,NaN,NaN
21,turf_pace.w,0.01898576608107039,0.034192754986284324,-0.03746089663123817,0.01853510710576237,0.07454030971884656,0.7165,0.0,0.05,0.5,0.3161449002743135,NaN,NaN
21,midweek.w,0.02861631205153812,0.04440390474726229,-0.04402118006387393,0.028637338761810578,0.1035960049495346,0.74425,0.05,0.05,0.841344746068543,0.1119219050547543,NaN,NaN
