fold,site,mean,sd,q05,q50,q95,p_positive,prior_mean,prior_sd,prior_p_positive,contraction,p_below_0p02,prior_p_below_0p02
37,ha.γ_base,0.10798775938094596,0.03137366938852387,0.05739042227104264,0.10730709136431191,0.16012059612419177,1.0,0.15,0.05,0.9986501019683699,0.37252661222952255,NaN,NaN
37,ha.σ_γ,0.04600225863131944,0.030839733551849817,0.00451497317353214,0.042398982146179605,0.10188476287358549,1.0,0.03989422804014327,0.030140513749454357,1.0,-0.02319866901433021,0.25125,0.31084348322064836
38,turf_asym.w,0.02471218628823608,0.03922948550382891,-0.03976470927490873,0.024647747522922828,0.09057931709285093,0.73875,0.05,0.05,0.841344746068543,0.21541028992342182,NaN,NaN
38,ha.γ_base,0.11686614672031365,0.029789857752357006,0.06768759587309518,0.11730815726315279,0.16468119020531968,1.0,0.15,0.05,0.9986501019683699,0.40420284495285996,NaN,NaN
38,ha.σ_γ,0.0433918510266249,0.02934960113404737,0.0036771085283256815,0.03953194701508643,0.09727295144325256,1.0,0.03989422804014327,0.030140513749454357,1.0,0.026240847186000726,0.25375,0.31084348322064836
39,turf_asym.w,0.031084452045656064,0.040638390740267476,-0.03490350116884148,0.03099150617888165,0.09963603330814125,0.77675,0.05,0.05,0.841344746068543,0.18723218519465057,NaN,NaN
39,ha.γ_base,0.12157430197008631,0.030971662859939894,0.07068129803503005,0.12136956829134572,0.1728021337983845,1.0,0.15,0.05,0.9986501019683699,0.3805667428012022,NaN,NaN
39,ha.σ_γ,0.0385094020845181,0.026924329499963446,0.0033675485466408326,0.03401137321347686,0.08840035699212438,1.0,0.03989422804014327,0.030140513749454357,1.0,0.1067063513324863,0.30125,0.31084348322064836
40,turf_asym.w,0.033438823346352335,0.04102999347087051,-0.03304827888543907,0.03249407609632353,0.10225227033130578,0.7985,0.05,0.05,0.841344746068543,0.17940013058258986,NaN,NaN
40,ha.γ_base,0.12483696551050184,0.030135332801753702,0.0753761642407418,0.12479424280837875,0.17361899921861995,1.0,0.15,0.05,0.9986501019683699,0.397293343964926,NaN,NaN
40,ha.σ_γ,0.030695027898555445,0.0227368322696618,0.0022451395770832446,0.026466600989955597,0.07414139469215902,1.0,0.03989422804014327,0.030140513749454357,1.0,0.2456388614121281,0.391,0.31084348322064836
