fold,match_id,home_team,away_team,match_date,turf_home,turf_away,turf_asym,midweek,rest_diff,unmapped
29,14035550,cove-rangers,alloa-athletic,2025-11-22,1.0,1.0,0.0,0.0,-7.0,
29,14035556,peterhead,stenhousemuir,2025-11-22,0.0,1.0,0.0,0.0,0.0,
29,14035552,inverness-caledonian-thistle,queen-of-the-south,2025-11-22,0.0,1.0,0.0,0.0,7.0,
29,15017622,alloa-athletic,inverness-caledonian-thistle,2025-11-25,1.0,0.0,1.0,1.0,0.0,
29,14035727,dumbarton,forfar-athletic,2025-11-22,0.0,1.0,0.0,0.0,0.0,
29,14035729,east-kilbride,edinburgh-city-fc,2025-11-22,1.0,1.0,0.0,0.0,0.0,
29,14035726,clyde-fc,annan-athletic,2025-11-22,1.0,1.0,0.0,0.0,0.0,
29,14035730,the-spartans-fc,stranraer,2025-11-22,1.0,0.0,1.0,0.0,0.0,
29,14035728,stirling-albion,elgin-city,2025-11-22,0.0,0.0,0.0,0.0,0.0,
30,14035553,queen-of-the-south,cove-rangers,2025-12-06,1.0,1.0,0.0,0.0,0.0,
30,14035562,stenhousemuir,hamilton-academical,2025-12-06,1.0,1.0,0.0,0.0,0.0,
30,14035558,kelty-hearts-fc,montrose,2025-12-06,1.0,1.0,0.0,0.0,0.0,
30,14035560,alloa-athletic,peterhead,2025-12-06,1.0,0.0,1.0,0.0,-3.0,
30,14035563,cove-rangers,east-fife,2025-12-13,1.0,1.0,0.0,0.0,-7.0,
30,14035564,inverness-caledonian-thistle,hamilton-academical,2025-12-13,0.0,1.0,0.0,0.0,7.0,
30,14035561,alloa-athletic,queen-of-the-south,2025-12-13,1.0,1.0,0.0,0.0,0.0,
30,14035565,montrose,stenhousemuir,2025-12-13,1.0,1.0,0.0,0.0,0.0,
30,14035566,peterhead,kelty-hearts-fc,2025-12-13,0.0,1.0,0.0,0.0,0.0,
30,14035731,annan-athletic,the-spartans-fc,2025-12-06,1.0,1.0,0.0,0.0,0.0,
30,14035732,edinburgh-city-fc,dumbarton,2025-12-06,1.0,0.0,1.0,0.0,0.0,
30,14035736,stranraer,stirling-albion,2025-12-06,0.0,0.0,0.0,0.0,0.0,
30,14035733,elgin-city,clyde-fc,2025-12-06,0.0,1.0,0.0,0.0,0.0,
30,14035734,forfar-athletic,east-kilbride,2025-12-06,1.0,1.0,0.0,0.0,0.0,
30,14035739,dumbarton,east-kilbride,2025-12-13,0.0,1.0,0.0,0.0,0.0,
30,14035740,edinburgh-city-fc,clyde-fc,2025-12-13,1.0,1.0,0.0,0.0,0.0,
30,14035737,annan-athletic,forfar-athletic,2025-12-13,1.0,1.0,0.0,0.0,0.0,
30,14035738,stirling-albion,the-spartans-fc,2025-12-13,0.0,1.0,0.0,0.0,0.0,
30,14035741,elgin-city,stranraer,2025-12-13,0.0,0.0,0.0,0.0,0.0,
31,14035568,hamilton-academical,alloa-athletic,2025-12-20,1.0,1.0,0.0,0.0,0.0,
31,14035569,kelty-hearts-fc,cove-rangers,2025-12-20,1.0,1.0,0.0,0.0,0.0,
31,14035572,stenhousemuir,inverness-caledonian-thistle,2025-12-20,1.0,0.0,1.0,0.0,0.0,
31,14035570,queen-of-the-south,montrose,2025-12-20,1.0,1.0,0.0,0.0,0.0,
31,14035567,east-fife,peterhead,2025-12-20,1.0,0.0,1.0,0.0,0.0,
31,14035574,queen-of-the-south,hamilton-academical,2025-12-27,1.0,1.0,0.0,0.0,0.0,
31,14035575,montrose,inverness-caledonian-thistle,2025-12-27,1.0,0.0,1.0,0.0,0.0,
31,14035571,alloa-athletic,stenhousemuir,2025-12-27,1.0,1.0,0.0,0.0,0.0,
31,14035576,east-fife,kelty-hearts-fc,2025-12-27,1.0,1.0,0.0,0.0,0.0,
31,14035573,peterhead,cove-rangers,2025-12-27,0.0,1.0,0.0,0.0,0.0,
31,14035742,east-kilbride,annan-athletic,2025-12-20,1.0,1.0,0.0,0.0,0.0,
31,14035745,stranraer,dumbarton,2025-12-20,0.0,0.0,0.0,0.0,0.0,
31,14035747,the-spartans-fc,elgin-city,2025-12-20,1.0,0.0,1.0,0.0,0.0,
31,14035744,forfar-athletic,edinburgh-city-fc,2025-12-20,1.0,1.0,0.0,0.0,0.0,
31,14035743,clyde-fc,stirling-albion,2025-12-20,1.0,0.0,1.0,0.0,0.0,
31,14035750,edinburgh-city-fc,the-spartans-fc,2025-12-27,1.0,1.0,0.0,0.0,0.0,
31,14035751,forfar-athletic,elgin-city,2025-12-27,1.0,0.0,1.0,0.0,0.0,
31,14035749,east-kilbride,clyde-fc,2025-12-27,1.0,1.0,0.0,0.0,0.0,
31,14035748,dumbarton,stirling-albion,2025-12-27,0.0,0.0,0.0,0.0,0.0,
31,14035746,annan-athletic,stranraer,2025-12-27,1.0,0.0,1.0,0.0,0.0,
32,14035582,stenhousemuir,queen-of-the-south,2026-01-03,1.0,1.0,0.0,0.0,0.0,
32,14035580,kelty-hearts-fc,alloa-athletic,2026-01-03,1.0,1.0,0.0,0.0,0.0,
32,14035586,cove-rangers,inverness-caledonian-thistle,2026-01-10,1.0,0.0,1.0,0.0,0.0,
32,14035585,stenhousemuir,east-fife,2026-01-10,1.0,1.0,0.0,0.0,-7.0,
32,14035583,queen-of-the-south,kelty-hearts-fc,2026-01-10,1.0,1.0,0.0,0.0,0.0,
32,14035755,the-spartans-fc,dumbarton,2026-01-03,1.0,0.0,1.0,0.0,0.0,
32,14035756,stranraer,edinburgh-city-fc,2026-01-03,0.0,1.0,0.0,0.0,0.0,
32,14035752,clyde-fc,forfar-athletic,2026-01-03,1.0,1.0,0.0,0.0,0.0,
32,14035760,edinburgh-city-fc,stirling-albion,2026-01-10,1.0,0.0,1.0,0.0,-7.0,
32,14035761,forfar-athletic,stranraer,2026-01-10,1.0,0.0,1.0,0.0,0.0,
33,15363335,peterhead,hamilton-academical,2026-01-17,0.0,1.0,0.0,0.0,0.0,
33,15305942,east-fife,inverness-caledonian-thistle,2026-01-20,1.0,0.0,1.0,1.0,0.0,
33,15374710,alloa-athletic,montrose,2026-01-20,1.0,1.0,0.0,1.0,0.0,
33,14035591,hamilton-academical,cove-rangers,2026-01-24,1.0,1.0,0.0,0.0,-7.0,
33,14035588,inverness-caledonian-thistle,alloa-athletic,2026-01-24,0.0,1.0,0.0,0.0,0.0,
33,14035587,east-fife,queen-of-the-south,2026-01-24,1.0,1.0,0.0,0.0,-10.0,
33,14035590,kelty-hearts-fc,stenhousemuir,2026-01-24,1.0,1.0,0.0,0.0,0.0,
33,14035767,stirling-albion,east-kilbride,2026-01-17,0.0,1.0,0.0,0.0,-7.0,
33,14035771,edinburgh-city-fc,annan-athletic,2026-01-24,1.0,1.0,0.0,0.0,0.0,
33,14035768,dumbarton,elgin-city,2026-01-24,0.0,0.0,0.0,0.0,0.0,
33,14035766,clyde-fc,the-spartans-fc,2026-01-24,1.0,1.0,0.0,0.0,0.0,
33,14035769,east-kilbride,stranraer,2026-01-24,1.0,0.0,1.0,0.0,-7.0,
33,14035770,forfar-athletic,stirling-albion,2026-01-24,1.0,0.0,1.0,0.0,7.0,
34,14035592,alloa-athletic,cove-rangers,2026-01-31,1.0,1.0,0.0,0.0,0.0,
34,14035594,queen-of-the-south,inverness-caledonian-thistle,2026-01-31,1.0,0.0,1.0,0.0,0.0,
34,14035595,kelty-hearts-fc,hamilton-academical,2026-01-31,1.0,1.0,0.0,0.0,0.0,
34,14035593,east-fife,montrose,2026-01-31,1.0,1.0,0.0,0.0,-4.0,
34,14035597,stenhousemuir,peterhead,2026-01-31,1.0,0.0,1.0,0.0,-7.0,
34,14035598,inverness-caledonian-thistle,east-fife,2026-02-07,0.0,1.0,0.0,0.0,0.0,
34,14035596,cove-rangers,queen-of-the-south,2026-02-07,1.0,1.0,0.0,0.0,0.0,
34,15399014,east-kilbride,the-spartans-fc,2026-01-27,1.0,1.0,0.0,1.0,0.0,
34,14035774,dumbarton,edinburgh-city-fc,2026-01-31,0.0,1.0,0.0,0.0,0.0,
34,14035773,elgin-city,the-spartans-fc,2026-01-31,0.0,1.0,0.0,0.0,3.0,
34,14035772,annan-athletic,clyde-fc,2026-01-31,1.0,1.0,0.0,0.0,0.0,
34,14035775,east-kilbride,forfar-athletic,2026-01-31,1.0,1.0,0.0,0.0,-3.0,
34,14035776,stirling-albion,stranraer,2026-01-31,0.0,0.0,0.0,0.0,0.0,
34,14035782,edinburgh-city-fc,east-kilbride,2026-02-07,1.0,1.0,0.0,0.0,0.0,
34,14035777,forfar-athletic,dumbarton,2026-02-07,1.0,0.0,1.0,0.0,0.0,
34,14035781,stranraer,annan-athletic,2026-02-07,0.0,1.0,0.0,0.0,0.0,
35,15456958,montrose,peterhead,2026-02-10,1.0,0.0,1.0,1.0,0.0,
35,14035602,east-fife,cove-rangers,2026-02-14,1.0,1.0,0.0,0.0,0.0,
35,14035606,queen-of-the-south,alloa-athletic,2026-02-14,1.0,1.0,0.0,0.0,-7.0,
35,14035603,hamilton-academical,inverness-caledonian-thistle,2026-02-14,1.0,0.0,1.0,0.0,7.0,
35,14035604,stenhousemuir,montrose,2026-02-14,1.0,1.0,0.0,0.0,10.0,
35,14035605,kelty-hearts-fc,peterhead,2026-02-14,1.0,0.0,1.0,0.0,10.0,
35,15332289,cove-rangers,montrose,2026-02-17,1.0,1.0,0.0,1.0,0.0,
35,15368752,hamilton-academical,east-fife,2026-02-17,1.0,1.0,0.0,1.0,0.0,
35,14035607,cove-rangers,kelty-hearts-fc,2026-02-21,1.0,1.0,0.0,0.0,-3.0,
35,14035608,inverness-caledonian-thistle,stenhousemuir,2026-02-21,0.0,1.0,0.0,0.0,0.0,
35,14035610,montrose,queen-of-the-south,2026-02-21,1.0,1.0,0.0,0.0,-3.0,
35,14035609,alloa-athletic,hamilton-academical,2026-02-21,1.0,1.0,0.0,0.0,3.0,
35,14035611,peterhead,east-fife,2026-02-21,0.0,1.0,0.0,0.0,3.0,
35,15336943,annan-athletic,dumbarton,2026-02-10,1.0,0.0,1.0,1.0,0.0,
35,15416466,clyde-fc,elgin-city,2026-02-10,1.0,0.0,1.0,1.0,0.0,
35,14035787,the-spartans-fc,edinburgh-city-fc,2026-02-14,1.0,1.0,0.0,0.0,7.0,
35,14035778,annan-athletic,east-kilbride,2026-02-14,1.0,1.0,0.0,0.0,-3.0,
35,15366428,elgin-city,east-kilbride,2026-02-17,0.0,1.0,0.0,1.0,4.0,
35,15547533,stirling-albion,clyde-fc,2026-02-17,0.0,1.0,0.0,1.0,7.0,
35,14035786,east-kilbride,dumbarton,2026-02-21,1.0,0.0,1.0,0.0,-7.0,
35,14035788,clyde-fc,edinburgh-city-fc,2026-02-21,1.0,1.0,0.0,0.0,-3.0,
35,14035789,elgin-city,stirling-albion,2026-02-21,0.0,0.0,0.0,0.0,0.0,
35,14035790,forfar-athletic,annan-athletic,2026-02-21,1.0,1.0,0.0,0.0,7.0,
35,14035792,stranraer,the-spartans-fc,2026-02-21,0.0,1.0,0.0,0.0,7.0,
36,14035614,kelty-hearts-fc,inverness-caledonian-thistle,2026-02-28,1.0,0.0,1.0,0.0,0.0,
36,14035616,stenhousemuir,cove-rangers,2026-02-28,1.0,1.0,0.0,0.0,0.0,
36,14035613,hamilton-academical,montrose,2026-02-28,1.0,1.0,0.0,0.0,0.0,
36,14035612,east-fife,alloa-athletic,2026-02-28,1.0,1.0,0.0,0.0,0.0,
36,14035615,queen-of-the-south,peterhead,2026-02-28,1.0,0.0,1.0,0.0,0.0,
36,15490658,montrose,kelty-hearts-fc,2026-03-03,1.0,1.0,0.0,1.0,0.0,
36,15490775,hamilton-academical,stenhousemuir,2026-03-03,1.0,1.0,0.0,1.0,0.0,
36,14035620,inverness-caledonian-thistle,montrose,2026-03-07,0.0,1.0,0.0,0.0,3.0,
36,14035618,cove-rangers,peterhead,2026-03-07,1.0,0.0,1.0,0.0,0.0,
36,14035619,east-fife,hamilton-academical,2026-03-07,1.0,1.0,0.0,0.0,3.0,
36,14035617,alloa-athletic,kelty-hearts-fc,2026-03-07,1.0,1.0,0.0,0.0,3.0,
36,14035621,queen-of-the-south,stenhousemuir,2026-03-07,1.0,1.0,0.0,0.0,3.0,
36,15399013,dumbarton,clyde-fc,2026-02-24,0.0,1.0,0.0,1.0,0.0,
36,15416481,elgin-city,edinburgh-city-fc,2026-02-24,0.0,1.0,0.0,1.0,0.0,
36,15395623,stirling-albion,annan-athletic,2026-02-24,0.0,1.0,0.0,1.0,0.0,
36,14035796,the-spartans-fc,annan-athletic,2026-02-28,1.0,1.0,0.0,0.0,3.0,
36,14035794,stirling-albion,dumbarton,2026-02-28,0.0,0.0,0.0,0.0,0.0,
36,14035791,clyde-fc,east-kilbride,2026-02-28,1.0,1.0,0.0,0.0,-3.0,
36,14035793,edinburgh-city-fc,forfar-athletic,2026-02-28,1.0,1.0,0.0,0.0,-3.0,
36,14035795,stranraer,elgin-city,2026-02-28,0.0,0.0,0.0,0.0,3.0,
36,15458714,the-spartans-fc,stirling-albion,2026-03-03,1.0,0.0,1.0,1.0,0.0,
36,14035801,forfar-athletic,clyde-fc,2026-03-07,1.0,1.0,0.0,0.0,0.0,
36,14035798,dumbarton,the-spartans-fc,2026-03-07,0.0,1.0,0.0,0.0,3.0,
36,14035799,east-kilbride,elgin-city,2026-03-07,1.0,0.0,1.0,0.0,0.0,
36,14035800,edinburgh-city-fc,stranraer,2026-03-07,1.0,0.0,1.0,0.0,0.0,
36,14035797,annan-athletic,stirling-albion,2026-03-07,1.0,0.0,1.0,0.0,3.0,
37,15530801,peterhead,alloa-athletic,2026-03-10,0.0,1.0,0.0,1.0,0.0,
37,14035622,hamilton-academical,queen-of-the-south,2026-03-14,1.0,1.0,0.0,0.0,0.0,
37,14035624,inverness-caledonian-thistle,cove-rangers,2026-03-14,0.0,1.0,0.0,0.0,0.0,
37,14035626,peterhead,stenhousemuir,2026-03-14,0.0,1.0,0.0,0.0,-3.0,
37,14035627,kelty-hearts-fc,east-fife,2026-03-14,1.0,1.0,0.0,0.0,0.0,
37,14035623,montrose,alloa-athletic,2026-03-14,1.0,1.0,0.0,0.0,3.0,
37,15457468,inverness-caledonian-thistle,peterhead,2026-03-17,0.0,0.0,0.0,1.0,0.0,
37,14035625,cove-rangers,hamilton-academical,2026-03-21,1.0,1.0,0.0,0.0,0.0,
37,14035628,alloa-athletic,inverness-caledonian-thistle,2026-03-21,1.0,0.0,1.0,0.0,3.0,
37,14035631,stenhousemuir,kelty-hearts-fc,2026-03-21,1.0,1.0,0.0,0.0,0.0,
37,14035629,queen-of-the-south,east-fife,2026-03-21,1.0,1.0,0.0,0.0,0.0,
37,14035632,peterhead,montrose,2026-03-21,0.0,1.0,0.0,0.0,-3.0,
37,15422405,annan-athletic,elgin-city,2026-03-10,1.0,0.0,1.0,1.0,0.0,
37,15588942,dumbarton,stranraer,2026-03-10,0.0,0.0,0.0,1.0,0.0,
37,14035804,annan-athletic,edinburgh-city-fc,2026-03-14,1.0,1.0,0.0,0.0,-3.0,
37,14035803,elgin-city,dumbarton,2026-03-14,0.0,0.0,0.0,0.0,0.0,
37,14035805,stranraer,east-kilbride,2026-03-14,0.0,1.0,0.0,0.0,-3.0,
37,14035806,the-spartans-fc,clyde-fc,2026-03-14,1.0,1.0,0.0,0.0,0.0,
37,14035802,stirling-albion,forfar-athletic,2026-03-14,0.0,1.0,0.0,0.0,0.0,
37,15588903,the-spartans-fc,forfar-athletic,2026-03-17,1.0,1.0,0.0,1.0,0.0,
37,14035808,dumbarton,annan-athletic,2026-03-21,0.0,1.0,0.0,0.0,0.0,
37,14035811,east-kilbride,stirling-albion,2026-03-21,1.0,0.0,1.0,0.0,0.0,
37,14035810,forfar-athletic,the-spartans-fc,2026-03-21,1.0,1.0,0.0,0.0,0.0,
37,14035809,edinburgh-city-fc,elgin-city,2026-03-21,1.0,0.0,1.0,0.0,0.0,
37,14035807,clyde-fc,stranraer,2026-03-21,1.0,0.0,1.0,0.0,0.0,
38,14035637,inverness-caledonian-thistle,queen-of-the-south,2026-03-27,0.0,1.0,0.0,1.0,0.0,
38,14035633,hamilton-academical,kelty-hearts-fc,2026-03-28,1.0,1.0,0.0,0.0,0.0,
38,14035635,east-fife,stenhousemuir,2026-03-28,1.0,1.0,0.0,0.0,0.0,
38,14035630,alloa-athletic,peterhead,2026-03-28,1.0,0.0,1.0,0.0,0.0,
38,14035638,stenhousemuir,hamilton-academical,2026-04-04,1.0,1.0,0.0,0.0,0.0,
38,14035636,cove-rangers,alloa-athletic,2026-04-04,1.0,1.0,0.0,0.0,7.0,
38,14035634,kelty-hearts-fc,queen-of-the-south,2026-04-04,1.0,1.0,0.0,0.0,-1.0,
38,14035645,montrose,east-fife,2026-04-04,1.0,1.0,0.0,0.0,7.0,
38,15588896,elgin-city,forfar-athletic,2026-03-24,0.0,1.0,0.0,1.0,0.0,
38,15588927,stranraer,clyde-fc,2026-03-24,0.0,1.0,0.0,1.0,0.0,
38,14035814,dumbarton,forfar-athletic,2026-03-28,0.0,1.0,0.0,0.0,3.0,
38,14035816,the-spartans-fc,east-kilbride,2026-03-28,1.0,1.0,0.0,0.0,0.0,
38,14035815,elgin-city,clyde-fc,2026-03-28,0.0,1.0,0.0,0.0,0.0,
38,14035813,stirling-albion,edinburgh-city-fc,2026-03-28,0.0,1.0,0.0,0.0,0.0,
38,14035812,annan-athletic,stranraer,2026-03-28,1.0,0.0,1.0,0.0,3.0,
38,14035819,edinburgh-city-fc,the-spartans-fc,2026-04-04,1.0,1.0,0.0,0.0,0.0,
38,14035818,east-kilbride,annan-athletic,2026-04-04,1.0,1.0,0.0,0.0,0.0,
38,14035827,forfar-athletic,elgin-city,2026-04-04,1.0,0.0,1.0,0.0,0.0,
38,14035820,stranraer,dumbarton,2026-04-04,0.0,0.0,0.0,0.0,0.0,
38,14035817,clyde-fc,stirling-albion,2026-04-04,1.0,0.0,1.0,0.0,0.0,
39,15881894,montrose,cove-rangers,2026-04-07,1.0,1.0,0.0,1.0,0.0,
39,14035640,hamilton-academical,alloa-athletic,2026-04-11,1.0,1.0,0.0,0.0,0.0,
39,14035642,east-fife,peterhead,2026-04-11,1.0,0.0,1.0,0.0,-7.0,
39,14035643,kelty-hearts-fc,montrose,2026-04-11,1.0,1.0,0.0,0.0,3.0,
39,14035641,stenhousemuir,inverness-caledonian-thistle,2026-04-11,1.0,0.0,1.0,0.0,-7.0,
39,14035644,queen-of-the-south,cove-rangers,2026-04-11,1.0,1.0,0.0,0.0,3.0,
39,15680573,peterhead,inverness-caledonian-thistle,2026-04-14,0.0,0.0,0.0,1.0,0.0,
39,14035650,montrose,hamilton-academical,2026-04-18,1.0,1.0,0.0,0.0,0.0,
39,14035647,cove-rangers,stenhousemuir,2026-04-18,1.0,1.0,0.0,0.0,0.0,
39,14035646,alloa-athletic,east-fife,2026-04-18,1.0,1.0,0.0,0.0,0.0,
39,14035648,inverness-caledonian-thistle,kelty-hearts-fc,2026-04-18,0.0,1.0,0.0,0.0,-3.0,
39,14035651,peterhead,queen-of-the-south,2026-04-18,0.0,1.0,0.0,0.0,-3.0,
39,14035821,dumbarton,stirling-albion,2026-04-11,0.0,0.0,0.0,0.0,0.0,
39,14035823,forfar-athletic,east-kilbride,2026-04-11,1.0,1.0,0.0,0.0,0.0,
39,14035822,the-spartans-fc,stranraer,2026-04-11,1.0,0.0,1.0,0.0,0.0,
39,14035826,edinburgh-city-fc,clyde-fc,2026-04-11,1.0,1.0,0.0,0.0,0.0,
39,14035824,elgin-city,annan-athletic,2026-04-11,0.0,1.0,0.0,0.0,0.0,
39,14032717,stirling-albion,elgin-city,2026-04-18,0.0,0.0,0.0,0.0,0.0,
39,14032707,east-kilbride,edinburgh-city-fc,2026-04-18,1.0,1.0,0.0,0.0,0.0,
39,14032715,clyde-fc,dumbarton,2026-04-18,1.0,0.0,1.0,0.0,0.0,
39,14032721,annan-athletic,the-spartans-fc,2026-04-18,1.0,1.0,0.0,0.0,0.0,
39,14032718,stranraer,forfar-athletic,2026-04-18,0.0,1.0,0.0,0.0,0.0,
40,14035653,kelty-hearts-fc,cove-rangers,2026-04-25,1.0,1.0,0.0,0.0,0.0,
40,14035652,east-fife,inverness-caledonian-thistle,2026-04-25,1.0,0.0,1.0,0.0,0.0,
40,14035654,queen-of-the-south,montrose,2026-04-25,1.0,1.0,0.0,0.0,0.0,
40,14035655,hamilton-academical,peterhead,2026-04-25,1.0,0.0,1.0,0.0,0.0,
40,14035656,stenhousemuir,alloa-athletic,2026-04-25,1.0,1.0,0.0,0.0,0.0,
40,14032710,clyde-fc,annan-athletic,2026-04-25,1.0,1.0,0.0,0.0,0.0,
40,14032708,dumbarton,east-kilbride,2026-04-25,0.0,1.0,0.0,0.0,0.0,
40,14032714,the-spartans-fc,elgin-city,2026-04-25,1.0,0.0,1.0,0.0,0.0,
40,14032719,forfar-athletic,edinburgh-city-fc,2026-04-25,1.0,1.0,0.0,0.0,0.0,
40,14032720,stranraer,stirling-albion,2026-04-25,0.0,0.0,0.0,0.0,0.0,
