window,spec,team,fs,season,cat,n,a,d,theta,old_firm
primary,main σc=1.0 σs=0.20,deveronvale-fc,2023,23/24,T5,2,0.03883075099911718,0.3076536142080494,-0.2688228632089322,false
primary,main σc=1.0 σs=0.20,deveronvale-fc,2024,24/25,T5,1,0.05971889659007504,0.3911840772271009,-0.3314651806370259,false
primary,main σc=1.0 σs=0.20,deveronvale-fc,2025,25/26,T5,2,0.12797991716032875,0.2418256925311194,-0.11384577537079066,false
primary,main σc=1.0 σs=0.20,drumchapel-united,2022,22/23,T5,4,0.344787221328214,-0.4074988871087308,0.7522861084369448,false
primary,main σc=1.0 σs=0.20,dumbarton,2021,21/22,T3,39,0.3035780027848038,-0.15527001984690608,0.4588480226317099,false
primary,main σc=1.0 σs=0.20,dumbarton,2022,22/23,T4,40,0.16094399830322123,-0.33784988412379935,0.4987938824270206,false
primary,main σc=1.0 σs=0.20,dumbarton,2023,23/24,T4,41,0.3089247636327829,-0.27376395584167756,0.5826887194744604,false
primary,main σc=1.0 σs=0.20,dumbarton,2024,24/25,T3,40,0.34196026781785305,-0.15121505984023187,0.4931753276580849,false
primary,main σc=1.0 σs=0.20,dumbarton,2025,25/26,T4,43,0.13213034471407709,-0.19756013458873625,0.32969047930281337,false
primary,main σc=1.0 σs=0.20,dumbarton,2026,26/27,T4,12,0.09705130998984787,-0.09615918078353652,0.1932104907733844,false
primary,main σc=1.0 σs=0.20,dunbar-united,2021,21/22,T5,3,-0.260588548511872,0.29584760188169423,-0.5564361503935662,false
primary,main σc=1.0 σs=0.20,dunbar-united,2022,22/23,T5,2,-0.22503184706334528,0.37265471206730766,-0.5976865591306529,false
primary,main σc=1.0 σs=0.20,dunbar-united,2023,23/24,T5,3,-0.200708280277146,0.24625343908144404,-0.44696171935859,false
primary,main σc=1.0 σs=0.20,dunbar-united,2024,24/25,T5,1,-0.28873509249416146,0.4160925494180473,-0.7048276419122088,false
primary,main σc=1.0 σs=0.20,dundee-b,2021,21/22,B,1,-0.2349831007224781,0.02884412716730143,-0.2638272278897795,false
primary,main σc=1.0 σs=0.20,dundee-b,2023,23/24,B,2,-0.1791096280332361,-0.08585273291329845,-0.09325689511993765,false
primary,main σc=1.0 σs=0.20,dundee-b,2024,24/25,B,2,-0.2650401041596294,-0.06795728627601931,-0.1970828178836101,false
primary,main σc=1.0 σs=0.20,dundee-b,2025,25/26,B,6,-0.2721861889714357,0.17103171448816495,-0.44321790345960066,false
primary,main σc=1.0 σs=0.20,dundee-b,2026,26/27,B,4,-0.23791055251406557,0.09168815064966626,-0.32959870316373185,false
primary,main σc=1.0 σs=0.20,dundee-fc,2021,21/22,T1,38,0.6752612487079089,-0.8728144306204493,1.5480756793283583,false
primary,main σc=1.0 σs=0.20,dundee-fc,2022,22/23,T2,44,0.919491548787135,-0.9561605651022541,1.8756521138893891,false
primary,main σc=1.0 σs=0.20,dundee-fc,2023,23/24,T1,34,0.9111795549535335,-0.871952472370179,1.7831320273237126,false
primary,main σc=1.0 σs=0.20,dundee-fc,2024,24/25,T1,38,1.0450167862029147,-0.7456884429731572,1.7907052291760719,false
primary,main σc=1.0 σs=0.20,dundee-fc,2025,25/26,T1,35,0.7784645213402491,-0.9447320325878931,1.7231965539281422,false
primary,main σc=1.0 σs=0.20,dundee-fc,2026,26/27,T1,8,0.8471325615757426,-0.9940145864914,1.8411471480671424,false
primary,main σc=1.0 σs=0.20,dundee-north-end-fc,2024,24/25,T5,3,-0.42576103199804216,-0.22124845255766604,-0.20451257944037612,false
primary,main σc=1.0 σs=0.20,dundee-north-end-fc,2025,25/26,T5,2,-0.6045652682464129,-0.10614262370218422,-0.4984226445442287,false
primary,main σc=1.0 σs=0.20,dundee-united,2021,21/22,T1,38,0.6910326225538616,-1.1623047844144687,1.8533374069683304,false
primary,main σc=1.0 σs=0.20,dundee-united,2022,22/23,T1,37,0.7432991445414983,-0.9279649504917518,1.67126409503325,false
primary,main σc=1.0 σs=0.20,dundee-united,2023,23/24,T2,40,0.9284593160426456,-1.2151120919398106,2.1435714079824564,false
primary,main σc=1.0 σs=0.20,dundee-united,2024,24/25,T1,36,0.7936177758875932,-1.2054738516044765,1.9990916274920698,false
primary,main σc=1.0 σs=0.20,dundee-united,2025,25/26,T1,37,0.8934278520184451,-0.9510527816948365,1.8444806337132817,false
primary,main σc=1.0 σs=0.20,dundee-united,2026,26/27,T1,8,0.803328881003766,-0.9873592000774822,1.7906880810812482,false
primary,main σc=1.0 σs=0.20,dundee-united-b,2021,21/22,B,1,-0.5184583692240774,0.09936720111518343,-0.6178255703392608,false
primary,main σc=1.0 σs=0.20,dundee-united-b,2022,22/23,B,1,-0.5267996352994038,0.028925050252657618,-0.5557246855520613,false
primary,main σc=1.0 σs=0.20,dundee-united-b,2024,24/25,B,3,-0.47793770649029216,0.0382783007194556,-0.5162160072097478,false
primary,main σc=1.0 σs=0.20,dundee-united-b,2025,25/26,B,6,-0.45479152572238335,0.12469670991521821,-0.5794882356376015,false
primary,main σc=1.0 σs=0.20,dundee-united-b,2026,26/27,B,4,-0.5132626200138177,0.07978206073863353,-0.5930446807524512,false
primary,main σc=1.0 σs=0.20,dundonald-bluebell,2022,22/23,T5,1,-0.10377253322685503,0.7865157090832747,-0.8902882423101297,false
primary,main σc=1.0 σs=0.20,dundonald-bluebell,2023,23/24,T5,1,-0.12670962871857222,0.7293444743318337,-0.8560541030504059,false
primary,main σc=1.0 σs=0.20,dundonald-bluebell,2024,24/25,T5,1,-0.16084598550289306,0.7207584557488652,-0.8816044412517583,false
primary,main σc=1.0 σs=0.20,dundonald-bluebell,2025,25/26,T5,2,-0.12619200866679897,0.6820504493822588,-0.8082424580490577,false
primary,main σc=1.0 σs=0.20,dunfermline-athletic,2021,21/22,T2,38,0.37481089654240707,-0.6836571862597771,1.0584680828021842,false
primary,main σc=1.0 σs=0.20,dunfermline-athletic,2022,22/23,T3,41,0.5464821970907622,-1.0589465672830436,1.6054287643738059,false
primary,main σc=1.0 σs=0.20,dunfermline-athletic,2023,23/24,T2,38,0.4326769425195259,-0.7795988823367573,1.2122758248562833,false
primary,main σc=1.0 σs=0.20,dunfermline-athletic,2024,24/25,T2,43,0.26289158738094354,-0.902838472172074,1.1657300595530176,false
primary,main σc=1.0 σs=0.20,dunfermline-athletic,2025,25/26,T2,41,0.647856483158705,-0.889353786628541,1.537210269787246,false
primary,main σc=1.0 σs=0.20,dunfermline-athletic,2026,26/27,T2,8,0.3745483017856975,-0.9645181407404348,1.3390664425261323,false
primary,main σc=1.0 σs=0.20,dunipace-fc,2021,21/22,T5,2,0.0042033398206039645,0.36786227576218056,-0.3636589359415766,false
primary,main σc=1.0 σs=0.20,dunipace-fc,2022,22/23,T5,3,0.05739475038874431,0.5228368177589882,-0.46544206737024385,false
primary,main σc=1.0 σs=0.20,dunipace-fc,2023,23/24,T5,1,-0.04114405348983089,0.3990418835564669,-0.4401859370462978,false
primary,main σc=1.0 σs=0.20,east-fife,2021,21/22,T3,40,0.016122378409905103,-0.21229221319565256,0.22841459160555766,false
primary,main σc=1.0 σs=0.20,east-fife,2022,22/23,T4,39,0.2288172717615843,-0.25745227666847326,0.48626954843005754,false
primary,main σc=1.0 σs=0.20,east-fife,2023,23/24,T4,39,0.08949833369015475,-0.3199134670039432,0.40941180069409794,false
primary,main σc=1.0 σs=0.20,east-fife,2024,24/25,T4,39,0.2830875239720545,-0.382387485061652,0.6654750090337065,false
primary,main σc=1.0 σs=0.20,east-fife,2025,25/26,T3,42,0.15062100258046135,-0.26296995303888454,0.4135909556193459,false
primary,main σc=1.0 σs=0.20,east-fife,2026,26/27,T3,12,0.22895315428968194,-0.362982839747535,0.5919359940372169,false
primary,main σc=1.0 σs=0.20,east-kilbride,2021,21/22,T5,5,0.5420581107670248,-0.20888116873718068,0.7509392795042055,false
primary,main σc=1.0 σs=0.20,east-kilbride,2022,22/23,T5,5,0.521272048290845,-0.18183952988961513,0.7031115781804601,false
primary,main σc=1.0 σs=0.20,east-kilbride,2023,23/24,T5,6,0.6297487006575113,-0.09616174450586765,0.725910445163379,false
primary,main σc=1.0 σs=0.20,east-kilbride,2024,24/25,T5,9,0.5904748378492771,-0.3222010400744681,0.9126758779237452,false
primary,main σc=1.0 σs=0.20,east-kilbride,2025,25/26,T4,42,0.5305987438548634,-0.2748544459958369,0.8054531898507002,false
primary,main σc=1.0 σs=0.20,east-kilbride,2026,26/27,T3,12,0.6181127289832329,-0.24436798926407516,0.862480718247308,false
primary,main σc=1.0 σs=0.20,east-stirlingshire,2021,21/22,T5,2,-0.4880110331883622,0.10868234880764871,-0.596693381996011,false
primary,main σc=1.0 σs=0.20,east-stirlingshire,2022,22/23,T5,3,-0.46831959879844653,0.1406898176016084,-0.6090094164000549,false
primary,main σc=1.0 σs=0.20,east-stirlingshire,2023,23/24,T5,1,-0.5211166273595746,0.08863452506228403,-0.6097511524218586,false
primary,main σc=1.0 σs=0.20,east-stirlingshire,2024,24/25,T5,3,-0.48003006855853964,0.06245739227102548,-0.5424874608295651,false
primary,main σc=1.0 σs=0.20,east-stirlingshire,2025,25/26,T5,2,-0.3884090706426582,0.12129953483364403,-0.5097086054763023,false
primary,main σc=1.0 σs=0.20,edinburgh-city-fc,2021,21/22,T4,39,0.04362125781726717,-0.20940991306508788,0.25303117088235505,false
primary,main σc=1.0 σs=0.20,edinburgh-city-fc,2022,22/23,T3,39,0.37478034475835975,-0.28966156654671005,0.6644419113050698,false
primary,main σc=1.0 σs=0.20,edinburgh-city-fc,2023,23/24,T3,38,0.061840599390461035,0.12915649933875162,-0.06731589994829058,false
primary,main σc=1.0 σs=0.20,edinburgh-city-fc,2024,24/25,T4,39,0.155785143324766,-0.23245642367669928,0.3882415670014653,false
primary,main σc=1.0 σs=0.20,edinburgh-city-fc,2025,25/26,T4,43,0.05809018908739684,-0.03947562490040066,0.0975658139877975,false
primary,main σc=1.0 σs=0.20,edinburgh-city-fc,2026,26/27,T4,12,0.2923043921521558,-0.18331816325270034,0.47562255540485615,false
primary,main σc=1.0 σs=0.20,edinburgh-university-afc,2021,21/22,T5,2,-0.36057803931180255,0.5832684793297467,-0.9438465186415492,false
primary,main σc=1.0 σs=0.20,edinburgh-university-afc,2022,22/23,T5,1,-0.3406860925041793,0.6096026640573997,-0.950288756561579,false
primary,main σc=1.0 σs=0.20,edinburgh-university-afc,2023,23/24,T5,1,-0.3144446667740591,0.6369564194715697,-0.9514010862456288,false
primary,main σc=1.0 σs=0.20,elgin-city,2021,21/22,T4,40,-0.05930654330950194,-0.19332569028370147,0.13401914697419953,false
primary,main σc=1.0 σs=0.20,elgin-city,2022,22/23,T4,44,0.1144508441974571,-0.17021977175747197,0.28467061595492904,false
primary,main σc=1.0 σs=0.20,elgin-city,2023,23/24,T4,40,-0.0832137864909745,-0.10070747687335849,0.017493690382383992,false
primary,main σc=1.0 σs=0.20,elgin-city,2024,24/25,T4,41,0.10325866672196178,-0.30004810198183274,0.4033067687037945,false
primary,main σc=1.0 σs=0.20,elgin-city,2025,25/26,T4,45,0.1965137494066894,-0.20514193943256942,0.40165568883925884,false
primary,main σc=1.0 σs=0.20,elgin-city,2026,26/27,T4,12,0.35447212520389776,-0.25834814325919936,0.6128202684630971,false
primary,main σc=1.0 σs=0.20,falkirk-fc,2021,21/22,T3,39,0.4582938838980848,-0.5459144845688078,1.0042083684668925,false
primary,main σc=1.0 σs=0.20,falkirk-fc,2022,22/23,T3,44,0.6789343900029752,-0.7459602161940124,1.4248946061969876,false
primary,main σc=1.0 σs=0.20,falkirk-fc,2023,23/24,T3,42,0.8009468757431181,-0.943511430517414,1.744458306260532,false
primary,main σc=1.0 σs=0.20,falkirk-fc,2024,24/25,T2,40,0.9628030934898891,-0.9988658249951281,1.9616689184850173,false
primary,main σc=1.0 σs=0.20,falkirk-fc,2025,25/26,T1,38,0.8592289431847451,-0.9898778563802005,1.8491067995649457,false
primary,main σc=1.0 σs=0.20,falkirk-fc,2026,26/27,T1,7,0.7147959206072919,-0.9715899034088363,1.6863858240161282,false
primary,main σc=1.0 σs=0.20,forfar-athletic,2021,21/22,T4,40,0.13398222072201021,-0.4993057506822741,0.6332879714042843,false
primary,main σc=1.0 σs=0.20,forfar-athletic,2022,22/23,T4,39,-0.11823582027033891,-0.37181547000908977,0.25357964973875086,false
primary,main σc=1.0 σs=0.20,forfar-athletic,2023,23/24,T4,40,-0.1262441733553028,-0.4165239581506443,0.2902797847953415,false
primary,main σc=1.0 σs=0.20,forfar-athletic,2024,24/25,T4,40,-0.28466688687806835,-0.3732668361045989,0.08859994922653053,false
primary,main σc=1.0 σs=0.20,forfar-athletic,2025,25/26,T4,43,0.08489668704115326,-0.3953413549153234,0.4802380419564767,false
primary,main σc=1.0 σs=0.20,forfar-athletic,2026,26/27,T4,11,-0.20645385000303826,-0.29445279560163995,0.08799894559860169,false
primary,main σc=1.0 σs=0.20,formartine-united-fc,2021,21/22,T5,4,0.02439217626903683,0.05489722187603471,-0.030505045606997884,false
primary,main σc=1.0 σs=0.20,formartine-united-fc,2022,22/23,T5,3,0.04819374625202083,0.11131193692687018,-0.06311819067484935,false
primary,main σc=1.0 σs=0.20,formartine-united-fc,2023,23/24,T5,4,0.03316448360165984,-0.008033333325005249,0.04119781692666509,false
primary,main σc=1.0 σs=0.20,formartine-united-fc,2024,24/25,T5,3,-0.05858163580292244,0.08917467560718548,-0.14775631141010792,false
primary,main σc=1.0 σs=0.20,formartine-united-fc,2025,25/26,T5,2,-0.05939856077298462,0.09889150088637984,-0.15829006165936446,false
primary,main σc=1.0 σs=0.20,formartine-united-fc,2026,26/27,T5,3,0.13940752357262434,0.11856305269591143,0.020844470876712914,false
primary,main σc=1.0 σs=0.20,forres-mechanics-fc,2021,21/22,T5,1,-1.0207090113102826,0.36709428200480665,-1.3878032933150892,false
primary,main σc=1.0 σs=0.20,forres-mechanics-fc,2022,22/23,T5,1,-0.9818146070247321,0.4259199911801672,-1.4077345982048994,false
primary,main σc=1.0 σs=0.20,forres-mechanics-fc,2023,23/24,T5,2,-1.0211739382702145,0.3379794556128776,-1.3591533938830922,false
primary,main σc=1.0 σs=0.20,forres-mechanics-fc,2024,24/25,T5,1,-0.9905527411086843,0.35424731336401305,-1.3448000544726972,false
primary,main σc=1.0 σs=0.20,forres-mechanics-fc,2025,25/26,T5,1,-1.0294504085470677,0.3652045638718838,-1.3946549724189516,false
primary,main σc=1.0 σs=0.20,fort-william-fc,2021,21/22,T5,1,-0.14403658866912675,1.0070178127044052,-1.151054401373532,false
primary,main σc=1.0 σs=0.20,fort-william-fc,2023,23/24,T5,1,-0.041646404402970336,1.023899649918284,-1.0655460543212543,false
primary,main σc=1.0 σs=0.20,fraserburgh-fc,2021,21/22,T5,2,-0.2851158074054396,0.0972219006676249,-0.38233770807306455,false
primary,main σc=1.0 σs=0.20,fraserburgh-fc,2022,22/23,T5,5,-0.1863487496453619,0.10751815930033462,-0.29386690894569656,false
primary,main σc=1.0 σs=0.20,fraserburgh-fc,2023,23/24,T5,2,-0.20342899219772723,0.03787510578112658,-0.2413040979788538,false
primary,main σc=1.0 σs=0.20,fraserburgh-fc,2024,24/25,T5,7,-0.12267786971998104,-0.027256687200514385,-0.09542118251946666,false
primary,main σc=1.0 σs=0.20,fraserburgh-fc,2025,25/26,T5,2,-0.24150589492360686,0.07958220317344898,-0.32108809809705585,false
primary,main σc=1.0 σs=0.20,fraserburgh-fc,2026,26/27,T5,4,-0.3298680323954563,0.20604520357431635,-0.5359132359697727,false
primary,main σc=1.0 σs=0.20,gala-fairydean-rovers-fc,2021,21/22,T5,3,-0.27728935274742167,0.02698541281080613,-0.3042747655582278,false
primary,main σc=1.0 σs=0.20,gala-fairydean-rovers-fc,2022,22/23,T5,1,-0.31001450140124737,0.27142428691243264,-0.58143878831368,false
primary,main σc=1.0 σs=0.20,gala-fairydean-rovers-fc,2023,23/24,T5,2,-0.17658596205363827,0.28357963234124534,-0.4601655943948836,false
primary,main σc=1.0 σs=0.20,gala-fairydean-rovers-fc,2024,24/25,T5,1,-0.3345854716535683,0.15201174923088148,-0.4865972208844498,false
primary,main σc=1.0 σs=0.20,gala-fairydean-rovers-fc,2025,25/26,T5,1,-0.2936583938272925,0.18688708053637001,-0.48054547436366246,false
primary,main σc=1.0 σs=0.20,gala-fairydean-rovers-fc,2026,26/27,T5,4,-0.4241682879868032,0.22371350097512963,-0.6478817889619328,false
primary,main σc=1.0 σs=0.20,girvan-fc,2024,24/25,T5,1,0.07968842130475688,0.2225690260551747,-0.1428806047504178,false
primary,main σc=1.0 σs=0.20,glasgow-university,2021,21/22,T5,1,-0.4104658928000521,1.0590005216721974,-1.4694664144722496,false
primary,main σc=1.0 σs=0.20,glasgow-university,2022,22/23,T5,2,-0.3171902727780087,0.9259851194326891,-1.2431753922106978,false
primary,main σc=1.0 σs=0.20,glasgow-university,2025,25/26,T5,1,-0.4250616485865257,1.0843683125430816,-1.5094299611296074,false
primary,main σc=1.0 σs=0.20,glenafton-athletic,2025,25/26,T5,2,-0.19337902953774946,0.6084356258555542,-0.8018146553933037,false
primary,main σc=1.0 σs=0.20,golspie-sutherland,2021,21/22,T5,1,-0.9267349270276255,0.6169012912864026,-1.543636218314028,false
primary,main σc=1.0 σs=0.20,golspie-sutherland,2023,23/24,T5,1,-0.8858777010448985,0.6008708349699791,-1.4867485360148776,false
primary,main σc=1.0 σs=0.20,greenock-morton,2021,21/22,T2,42,0.3606791982245332,-0.7495608076742384,1.1102400058987716,false
primary,main σc=1.0 σs=0.20,greenock-morton,2022,22/23,T2,40,0.5943385664293965,-0.8262629064731698,1.4206014729025664,false
primary,main σc=1.0 σs=0.20,greenock-morton,2023,23/24,T2,43,0.5117886881435703,-0.8258880104393984,1.3376766985829687,false
primary,main σc=1.0 σs=0.20,greenock-morton,2024,24/25,T2,40,0.4533900538269268,-0.7668357075088909,1.2202257613358176,false
primary,main σc=1.0 σs=0.20,greenock-morton,2025,25/26,T2,38,0.377820347754441,-0.5884522678622213,0.9662726156166623,false
primary,main σc=1.0 σs=0.20,greenock-morton,2026,26/27,T2,7,0.32496878005863405,-0.5721607090435167,0.8971294891021507,false
primary,main σc=1.0 σs=0.20,gretna-fc-2008,2021,21/22,T5,1,-0.08905605051609415,0.1278897817643354,-0.21694583228042957,false
primary,main σc=1.0 σs=0.20,gretna-fc-2008,2022,22/23,T5,2,-0.056321020422866054,0.17573291021582096,-0.232053930638687,false
primary,main σc=1.0 σs=0.20,gretna-fc-2008,2023,23/24,T5,1,-0.070216882598063,0.09519772702279843,-0.1654146096208614,false
primary,main σc=1.0 σs=0.20,gretna-fc-2008,2024,24/25,T5,1,-0.09941803538465825,0.06974432393165939,-0.16916235931631762,false
primary,main σc=1.0 σs=0.20,gretna-fc-2008,2025,25/26,T5,2,-0.004469547339376795,0.10969937879031479,-0.11416892612969158,false
primary,main σc=1.0 σs=0.20,haddington-athletic-fc,2021,21/22,T5,3,-0.24373404763625442,0.010555575898495437,-0.2542896235347499,false
primary,main σc=1.0 σs=0.20,hamilton-academical,2021,21/22,T2,39,0.3877185950231947,-0.6094139703600978,0.9971325653832925,false
primary,main σc=1.0 σs=0.20,hamilton-academical,2022,22/23,T2,44,0.3155154059363529,-0.6451210858796453,0.9606364918159982,false
primary,main σc=1.0 σs=0.20,hamilton-academical,2023,23/24,T3,40,0.5495385969165718,-0.7827945111932637,1.3323331081098355,false
primary,main σc=1.0 σs=0.20,hamilton-academical,2024,24/25,T2,41,0.4412372333721095,-0.5506532330843747,0.9918904664564843,false
primary,main σc=1.0 σs=0.20,hamilton-academical,2025,25/26,T3,42,0.3940632438526708,-0.5822284592487871,0.9762917031014579,false
primary,main σc=1.0 σs=0.20,hamilton-academical,2026,26/27,T3,11,0.4603279818651064,-0.87446430852429,1.3347922903893963,false
primary,main σc=1.0 σs=0.20,heart-of-midlothian,2021,21/22,T1,39,1.128730382633571,-1.304723261515011,2.433453644148582,false
primary,main σc=1.0 σs=0.20,heart-of-midlothian,2022,22/23,T1,37,1.1125769209929368,-1.1083620612801677,2.2209389822731045,false
primary,main σc=1.0 σs=0.20,heart-of-midlothian,2023,23/24,T1,40,1.0384534350097474,-1.2760153183536207,2.314468753363368,false
primary,main σc=1.0 σs=0.20,heart-of-midlothian,2024,24/25,T1,38,0.9635425345011822,-1.1760692818535363,2.1396118163547184,false
primary,main σc=1.0 σs=0.20,heart-of-midlothian,2025,25/26,T1,35,1.143013606037334,-1.398684016415807,2.5416976224531407,false
primary,main σc=1.0 σs=0.20,heart-of-midlothian,2026,26/27,T1,9,1.2603578895039285,-1.1929822017015856,2.453340091205514,false
primary,main σc=1.0 σs=0.20,heart-of-midlothian-b-u21,2021,21/22,B,2,0.3699953124404919,0.02816855987518188,0.34182675256531003,false
primary,main σc=1.0 σs=0.20,heart-of-midlothian-b-u21,2022,22/23,B,1,0.34282876666736206,0.15141296509442537,0.1914158015729367,false
