match_id,post_index,event_type,zone,body,ctx,pen,parsed,side_home,xg
11395307,6,attempt_blocked,box_side,right_foot,open_play,false,true,0,0.08670259930296692
11395307,13,attempt_blocked,box_side,left_foot,open_play,false,true,0,0.07560495660099256
11395307,48,attempt_blocked,box_centre,right_foot,open_play,false,true,1,0.1725900564041895
11395308,57,attempt_blocked,outside_box,right_foot,open_play,false,true,1,0.040736353432870714
11395308,63,attempt_blocked,outside_box,left_foot,open_play,false,true,1,0.0450074094592394
11395308,76,attempt_blocked,outside_box,right_foot,open_play,false,true,1,0.040736353432870714
11395309,15,attempt_blocked,outside_box,right_foot,open_play,false,true,1,0.040736353432870714
11395309,21,attempt_blocked,box_centre,left_foot,open_play,false,true,0,0.1763945779963611
11395309,23,attempt_blocked,box_centre,header,open_play,false,true,0,0.07587844621900272
11395309,41,attempt_blocked,outside_box,right_foot,open_play,false,true,1,0.040736353432870714
11395309,46,attempt_blocked,outside_box,right_foot,open_play,false,true,0,0.040736353432870714
11395309,58,attempt_blocked,box_centre,right_foot,open_play,false,true,0,0.1725900564041895
11395309,80,attempt_blocked,outside_box,left_foot,open_play,false,true,0,0.0450074094592394
11395310,7,attempt_blocked,outside_box,right_foot,open_play,false,true,1,0.040736353432870714
11395310,32,attempt_blocked,box_side,right_foot,open_play,false,true,1,0.08670259930296692
11395310,36,attempt_blocked,outside_box,right_foot,open_play,false,true,1,0.040736353432870714
11395310,55,attempt_blocked,box_side,right_foot,open_play,false,true,1,0.08670259930296692
11395310,69,attempt_blocked,box_centre,right_foot,open_play,false,true,1,0.1725900564041895
11395311,5,attempt_blocked,box_centre,right_foot,open_play,false,true,0,0.1725900564041895
11395311,15,attempt_blocked,box_side,left_foot,open_play,false,true,1,0.07560495660099256
11395311,47,attempt_blocked,box_centre,left_foot,open_play,false,true,1,0.1763945779963611
11395311,75,attempt_blocked,box_centre,right_foot,open_play,false,true,1,0.1725900564041895
11395312,41,attempt_blocked,outside_box,right_foot,open_play,false,true,0,0.040736353432870714
11395314,6,attempt_blocked,box_centre,right_foot,open_play,false,true,0,0.1725900564041895
11395314,18,attempt_blocked,outside_box,left_foot,open_play,false,true,0,0.0450074094592394
11395314,22,attempt_blocked,box_centre,left_foot,open_play,false,true,1,0.1763945779963611
11395314,67,attempt_blocked,box_centre,right_foot,open_play,false,true,0,0.1725900564041895
11395315,6,attempt_blocked,outside_box,right_foot,open_play,false,true,0,0.040736353432870714
11395315,26,attempt_blocked,box_side,right_foot,open_play,false,true,1,0.08670259930296692
11395315,33,attempt_blocked,outside_box,right_foot,open_play,false,true,1,0.040736353432870714
11395315,69,attempt_blocked,box_side,right_foot,open_play,false,true,1,0.08670259930296692
11395315,89,attempt_blocked,outside_box,right_foot,open_play,false,true,1,0.040736353432870714
11395315,91,attempt_blocked,box_centre,left_foot,open_play,false,true,1,0.1763945779963611
11395316,26,attempt_blocked,box_centre,right_foot,open_play,false,true,1,0.1725900564041895
11395316,69,attempt_blocked,box_side,left_foot,open_play,false,true,0,0.07560495660099256
11395318,13,attempt_blocked,outside_box,right_foot,open_play,false,true,1,0.040736353432870714
11395318,21,attempt_blocked,box_side,right_foot,open_play,false,true,0,0.08670259930296692
11395318,44,attempt_blocked,box_side,right_foot,open_play,false,true,0,0.08670259930296692
11395320,77,attempt_blocked,box_centre,left_foot,open_play,false,true,1,0.1763945779963611
11395321,20,attempt_blocked,difficult_angle,left_foot,open_play,false,true,0,0.10976667317701176
11395321,35,attempt_blocked,very_long_range,right_foot,open_play,false,true,0,0.04004939194915202
11395321,47,attempt_blocked,box_centre,header,open_play,false,true,1,0.07587844621900272
11395321,80,attempt_blocked,outside_box,right_foot,open_play,false,true,1,0.040736353432870714
11395321,99,attempt_blocked,outside_box,left_foot,open_play,false,true,1,0.0450074094592394
11395322,17,attempt_blocked,outside_box,right_foot,open_play,false,true,1,0.040736353432870714
11395322,20,attempt_blocked,box_centre,header,open_play,false,true,1,0.07587844621900272
11395322,21,attempt_blocked,outside_box,right_foot,open_play,false,true,1,0.040736353432870714
11395322,26,attempt_blocked,box_centre,right_foot,open_play,false,true,0,0.1725900564041895
11395322,39,attempt_blocked,very_long_range,right_foot,open_play,false,true,1,0.04004939194915202
11395323,9,attempt_blocked,outside_box,left_foot,open_play,false,true,0,0.0450074094592394
11395323,23,attempt_blocked,box_centre,left_foot,open_play,false,true,0,0.1763945779963611
11395323,48,attempt_blocked,six_yard_side,right_foot,open_play,false,true,0,0.2174015092682954
11395323,57,attempt_blocked,outside_box,right_foot,open_play,false,true,0,0.040736353432870714
11395323,60,attempt_blocked,box_centre,header,open_play,false,true,0,0.07587844621900272
11395324,50,attempt_blocked,outside_box,left_foot,open_play,false,true,1,0.0450074094592394
