match_id,tournament_id,competition,fs,match_date,round_name,hi_tier,lo_tier,hi_team,lo_team,venue,gap,goals_hi,goals_lo,shots_hi,shots_lo,sot_hi,sot_lo,pxg_hi,pxg_lo,p_mkt_hi,p_mkt_lo,odds_hi,odds_lo,lam_mkt_hi,lam_mkt_lo,bf_p_hi,bf_p_lo,p_draw_mkt,odds_draw,bf_p_draw,gd_hi,res_hi,sup_mkt_hi,err_hi,pbin,sup_tier_hi,ptier_hi,ptier_d,ptier_lo,sup_dc_hi,pdc_hi,pdc_d,pdc_lo
9724803,1520,Challenge Cup,2021,2021-09-04,Round 2,2,4,partick-thistle,stranraer,lo_home,2,2,0,17,5,5,2,,,0.6761355598190029,0.14062139383675065,1.4,6.0,2.290881142808568,0.9446609958866852,,,0.18324304634424649,4.75,,2,1,1.3462201469218826,0.6537798530781174,4,1.0516899825726027,0.6174690306376038,0.20890551202679525,0.17362545733560092,1.4569947668936,0.702004919592272,0.17295790080669926,0.12503717960102875
9724805,1520,Challenge Cup,2021,2021-09-04,Round 2,2,5,inverness-caledonian-thistle,buckie-thistle-fc,hi_home,3,4,0,10,8,6,3,,,0.7360532579636979,0.1002797309249439,1.29,8.0,2.396366473825172,0.763244667977689,,,0.16366701111135812,5.25,,4,1,1.633121805847483,2.366878194152517,5,2.8168600026144923,0.881899612786117,0.08021489567881611,0.037885491535067074,2.6893880943825064,0.8562661921845525,0.08839645537108543,0.05533735244436219
9724808,1520,Challenge Cup,2021,2021-09-04,Round 2,2,4,raith-rovers,forfar-athletic,hi_home,2,1,0,17,3,5,0,,,0.6233690207231726,0.15948729569850417,1.5,5.25,1.8956898694313709,0.8362640496828406,,,0.21714368357832317,4.0,,1,1,1.0594258197485302,-0.05942581974853023,4,1.630219836961898,0.7330002535432143,0.16283644998687966,0.104163296469906,1.2380392091590515,0.6592793224412098,0.1908071999777592,0.14991347758103107
9724809,1520,Challenge Cup,2021,2021-09-04,Round 2,2,3,kilmarnock,falkirk-fc,hi_home,1,3,1,20,7,10,3,,,0.6275392364824037,0.13934948557508925,1.5,6.0,1.7062121233619123,0.6561749032893169,,,0.23311127794250708,3.8,,2,1,1.0500372200725954,0.9499627799274046,4,1.2041292540125572,0.6497142390103343,0.1967716458211866,0.15351411516847902,0.47686015329407583,0.4807038360940574,0.2778969771320282,0.2413991867739143
9724811,1520,Challenge Cup,2021,2021-09-04,Round 2,3,4,montrose,stirling-albion,hi_home,1,1,0,7,11,4,5,,,0.5480573043535477,0.20668874219371255,1.7,4.2,1.6469300147997472,0.9068884111930675,,,0.2452539534527396,3.6,,1,1,0.7400416036066797,0.2599583963933203,3,0.6896449313654771,0.534969472546317,0.22682993742794916,0.23820059002573385,0.6418309718769408,0.5263499621820359,0.22573209566350774,0.24791794215445645
9724812,1520,Challenge Cup,2021,2021-09-04,Round 2,3,4,alloa-athletic,cowdenbeath,lo_home,1,2,0,,,,,,,0.6233690207231726,0.1594872956985042,1.5,5.25,1.8956896591895145,0.8362639206079685,,,0.21714368357832328,4.0,,2,1,1.059425738581546,0.940574261418454,4,0.13506880279713984,0.40747568016111874,0.244890864847668,0.34763345499121323,0.6650469581369188,0.531996428568526,0.23896543106731588,0.2290381403641581
9724813,1520,Challenge Cup,2021,2021-09-04,Round 2,3,4,cove-rangers,stenhousemuir,hi_home,1,0,0,20,12,3,4,,,0.7111301087158169,0.10708140046139457,1.33,7.5,2.1703742451887766,0.7035497415104961,,,0.18178849082278845,4.75,,0,0,1.4668245036782805,-1.4668245036782805,5,0.6896449313654771,0.534969472546317,0.22682993742794916,0.23820059002573385,1.6727389176593357,0.7258015673467094,0.15031616929613253,0.12388226335715796
9724804,1520,Challenge Cup,2021,2021-09-05,Round 2,2,5,queen-of-the-south,broomhill-fc,hi_home,3,3,0,,,,,,,0.8326718521988898,0.07442247192107276,1.13,9.5,4.010074536058293,1.3256790258840871,,,0.0929056758800373,8.0,,3,1,2.6843955101742063,0.3156044898257937,6,2.8168600026144923,0.881899612786117,0.08021489567881611,0.037885491535067074,2.4905179203335206,0.8414992783928259,0.09839716668736183,0.060103554919812195
9723454,982,League Cup,2021,2021-09-23,Quarterfinals,1,2,celtic,raith-rovers,hi_home,1,3,0,19,5,8,1,,,0.889058349655674,0.03330753696215735,1.08,19.0,3.444053684611143,0.6038985478999014,,,0.07763411338216879,10.0,,3,1,2.8401551367112416,0.15984486328875835,6,2.2555587974088502,0.8274764512554346,0.11417526432716095,0.05834828441740458,3.5827499894460484,0.9386148796113251,0.044514908879676005,0.016870211508999016
9779724,1520,Challenge Cup,2021,2021-10-08,Round of 16,2,3,kilmarnock,queens-park-fc,hi_home,1,3,1,18,10,8,4,,,0.6745771530367255,0.11651814023576598,1.4,7.0,1.8906485302790674,0.6325161343406333,,,0.20890470672750863,4.2,,2,1,1.2581323959384343,0.7418676040615657,4,1.2041292540125572,0.6497142390103343,0.1967716458211866,0.15351411516847902,1.1457676742751652,0.6572040842762671,0.22842022508326837,0.11437569064046457
9779737,1520,Challenge Cup,2021,2021-10-09,Round of 16,3,4,cove-rangers,albion-rovers,hi_home,1,4,1,12,4,9,2,,,0.7760581300169251,0.0790423306652715,1.22,9.5,2.5532211246560035,0.6922949444205327,,,0.14489953931780328,5.75,,3,1,1.8609261802354706,1.1390738197645294,5,0.6896449313654771,0.534969472546317,0.22682993742794916,0.23820059002573385,1.3363959369037661,0.675812170713315,0.18046994592879645,0.14371788335788854
9779755,1520,Challenge Cup,2021,2021-10-09,Round of 16,2,4,inverness-caledonian-thistle,elgin-city,lo_home,2,4,2,13,7,7,4,,,0.7749060386297105,0.07337562537063852,1.22,10.0,2.3945704747947363,0.5921038415030756,,,0.15171833599965084,5.5,,2,1,1.8024666332916608,0.1975333667083392,5,1.0516899825726027,0.6174690306376038,0.20890551202679525,0.17362545733560092,1.6929488976553406,0.7537184443562457,0.15748659080129296,0.08879496484246141
9779770,1520,Challenge Cup,2021,2021-10-09,Round of 16,2,3,raith-rovers,east-fife,hi_home,1,3,1,15,4,9,1,,,0.7167855885701206,0.11953629530574582,1.3,6.5,2.515391921204911,0.9369442821605011,,,0.1636781161241337,5.0,,2,1,1.57844763904441,0.42155236095559,5,1.2041292540125572,0.6497142390103343,0.1967716458211866,0.15351411516847902,1.6760754690178468,0.745393772712427,0.15706096339752204,0.09754526389005092
9779774,1520,Challenge Cup,2021,2021-10-09,Round of 16,2,3,greenock-morton,montrose,lo_home,1,0,0,11,10,5,4,,,0.3789547851001727,0.3434700112473737,2.4,2.63,1.227822216666042,1.154882702535323,,,0.27757520365245364,3.2,,0,0,0.07293951413071897,-0.07293951413071897,2,0.650225058145381,0.5259775010592768,0.23376226770049444,0.24026023124022883,0.3875592114846398,0.4632902276685162,0.25473411406486784,0.28197565826661597
9813633,73,Scottish Cup,2021,2021-10-23,Round 2,4,5,stenhousemuir,huntly-fc,hi_home,1,4,1,17,3,7,1,,,0.8108619507032143,0.07412071460155505,1.17,10.0,3.1693312703026315,0.9187187698628693,,,0.1150173346952306,7.0,,3,1,2.2506125004397624,0.7493874995602376,6,1.2093902685250544,0.6422809724978049,0.18560072536314667,0.1721183021390483,1.4214351462590864,0.6995895400039465,0.17927925312450887,0.1211312068715447
9813637,73,Scottish Cup,2021,2021-10-23,Round 2,4,5,albion-rovers,brora-rangers-fc,lo_home,1,0,0,9,9,2,3,,,0.3361108487470595,0.4578488044214401,2.75,2.05,1.8200870648456935,2.1350341989664643,,,0.20604034683150044,4.333333333333334,,0,0,-0.3149471341207708,0.3149471341207708,1,0.5702707347329534,0.5083270438474587,0.21896656348856844,0.2727063926639728,-1.1014302552488042,0.18137662210177494,0.19334764361869158,0.6252757342795335
9813639,73,Scottish Cup,2021,2021-10-23,Round 2,4,5,cowdenbeath,civil-service-strollers-fc,hi_home,1,2,4,6,11,3,8,,,0.48825863760148674,0.3023136637011589,1.9100000000000001,3.0,2.1048696917441143,1.6341401838756124,,,0.20942769869735442,4.2,,-2,-1,0.4707295078685019,-2.470729507868502,2,1.2093902685250544,0.6422809724978049,0.18560072536314667,0.1721183021390483,1.6765201973355612,0.7474656269286006,0.1577326189409636,0.09480175413043566
9813640,73,Scottish Cup,2021,2021-10-23,Round 2,4,5,annan-athletic,jeanfield-swifts,hi_home,1,3,1,14,8,5,1,,,0.615423276343261,0.2021358005364229,1.53,4.333333333333334,2.517385936724467,1.4122008357358589,,,0.18244092312031598,4.75,,2,1,1.105185100988608,0.894814899011392,4,1.2093902685250544,0.6422809724978049,0.18560072536314667,0.1721183021390483,-0.088113415533555,0.3566637412174986,0.24683568614039314,0.3965005726421083
9813641,73,Scottish Cup,2021,2021-10-23,Round 2,4,5,stranraer,darvel-fc,hi_home,1,0,1,5,8,1,3,,,0.510565942388627,0.32391450664580124,1.8,2.75,3.1802549527745207,2.600188269740698,,,0.16551955096557178,5.0,,-1,-1,0.5800666830338228,-1.5800666830338228,3,1.2093902685250544,0.6422809724978049,0.18560072536314667,0.1721183021390483,0.8065212456398039,0.5659672902800635,0.23062415824695884,0.20340855147297762
9837625,73,Scottish Cup,2021,2021-10-23,Round 2,4,5,stirling-albion,berwick-rangers,lo_home,1,2,1,9,6,6,3,,,0.6933351610695591,0.14531607132572125,1.3599999999999999,5.75,2.718430196607234,1.2035024608857388,,,0.1613487676047197,5.25,,1,1,1.5149277357214954,-0.5149277357214954,4,0.5702707347329534,0.5083270438474587,0.21896656348856844,0.2727063926639728,0.6371316043396495,0.5251213703632902,0.22800685889543326,0.24687177074127659
9837649,73,Scottish Cup,2021,2021-10-23,Round 2,4,5,kelty-hearts-fc,buckie-thistle-fc,hi_home,1,4,1,12,8,7,3,,,0.8150331447631094,0.07649149007885414,1.17,10.0,3.4164780570902957,1.0543469541667825,,,0.1084753651580363,7.5,,3,1,2.362131102923513,0.637868897076487,6,1.2093902685250544,0.6422809724978049,0.18560072536314667,0.1721183021390483,1.1363074802354,0.6208579576608005,0.17560244227756983,0.20353960006162974
9813645,73,Scottish Cup,2021,2021-10-25,Round 2,4,5,elgin-city,clydebank-fc,lo_home,1,1,1,8,15,2,5,,,0.6075351614766062,0.19623241926169693,1.53,4.333333333333334,2.2511513884073446,1.2145183056270876,,,0.19623241926169693,4.333333333333334,,0,0,1.036633082780257,-1.036633082780257,4,0.5702707347329534,0.5083270438474587,0.21896656348856844,0.2727063926639728,-1.6821391545326678,0.09646779472056234,0.1566932051492234,0.7468390001302143
9912193,73,Scottish Cup,2021,2021-10-30,Round 2,4,5,albion-rovers,brora-rangers-fc,hi_home,1,1,0,8,1,4,1,,,0.45950599507676604,0.29723350857204134,2.0,3.0,1.6321248446875731,1.2668420606935773,,,0.24326049635119262,3.6,,1,1,0.36528278399399583,0.6347172160060042,2,1.2093902685250544,0.6422809724978049,0.18560072536314667,0.1721183021390483,-0.5753239444711749,0.2672418609058498,0.22159365778828344,0.5111644813058668
9916802,73,Scottish Cup,2021,2021-11-27,Round 3,3,5,dumbarton,sauchie-juniors,hi_home,2,3,1,17,6,9,2,,,0.9088430924879614,0.0214361852279369,1.06,26.0,3.3043753876671653,0.401257357826095,,,0.06972072228410175,11.0,,2,1,2.90311802984107,-0.9031180298410701,7,1.726549656782536,0.7357191973620456,0.15032209997904802,0.11395870265890636,0.3877020963743969,0.47089649116016685,0.21704552476304667,0.31205798407678653
9916803,73,Scottish Cup,2021,2021-11-27,Round 3,3,5,peterhead,civil-service-strollers-fc,lo_home,2,3,0,15,7,5,3,,,0.7062902860701424,0.10404471855646179,1.33,7.5,2.0602971784370756,0.6405634214229159,,,0.18966499537339584,4.5,,3,1,1.4197337570141597,1.5802662429858403,5,1.0526793726038377,0.6104602355553844,0.1946012624334891,0.19493850201112647,2.396075931484413,0.8327726793506537,0.1043337432560043,0.062893577393342
9916804,73,Scottish Cup,2021,2021-11-27,Round 3,3,4,montrose,kelty-hearts-fc,lo_home,1,0,0,15,6,4,3,,,0.3022905568213309,0.4418875617634021,3.0,2.1,1.1885586223036648,1.491633697590167,,,0.2558218814152669,3.5,,0,0,-0.3030750752865021,0.3030750752865021,1,0.13883110068265814,0.40984750301142087,0.24106130806773055,0.3490911889208485,-0.11319417090675166,0.35251066369668904,0.24436697541830849,0.4031223608850024
9916806,73,Scottish Cup,2021,2021-11-27,Round 3,2,3,queen-of-the-south,cove-rangers,lo_home,1,2,2,,,,,,,0.2582997655029119,0.4911581359425298,3.5,1.9100000000000001,1.0776584503036872,1.585302039954309,,,0.2505420985545583,3.6,,0,0,-0.5076435896506217,0.5076435896506217,1,0.6683368671694496,0.5301430744807099,0.22962722956907394,0.24022969595021623,0.015645309648168126,0.38486670990773647,0.23709077090699548,0.3780425191852681
9916807,73,Scottish Cup,2021,2021-11-27,Round 3,4,5,stirling-albion,tranent-juniors-fc,hi_home,1,4,0,9,13,4,5,,,0.6397573516288856,0.17449015299598483,1.45,4.75,2.371042972161037,1.1723323886698374,,,0.18575249537512964,4.5,,4,1,1.1987105834911997,2.8012894165088005,4,1.2093902685250544,0.6422809724978049,0.18560072536314667,0.1721183021390483,0.10321884367711354,0.4113432142822658,0.2196260729239315,0.3690307127938028
9916809,73,Scottish Cup,2021,2021-11-27,Round 3,4,5,annan-athletic,gala-fairydean-rovers-fc,lo_home,1,1,0,12,5,4,2,,,0.5480573043535478,0.24525395345273968,1.7,3.6,2.148118801492907,1.391221998875448,,,0.20668874219371264,4.2,,1,1,0.756896802617459,0.24310319738254105,3,0.5702707347329534,0.5083270438474587,0.21896656348856844,0.2727063926639728,0.4335754994927561,0.4758136420552366,0.24512641579218092,0.2790599421525826
9916810,73,Scottish Cup,2021,2021-11-27,Round 3,3,5,alloa-athletic,bonnyrigg-rose,hi_home,2,5,0,14,0,6,0,,,0.5800773322124608,0.18262373041425975,1.62,4.75,1.7127684932016252,0.8431414234159024,,,0.2372989373732794,3.75,,5,1,0.8696270697857228,4.1303729302142775,3,1.726549656782536,0.7357191973620456,0.15032209997904802,0.11395870265890636,0.23812501186214163,0.42692595141810796,0.2572448137348466,0.31582923484704545
9916812,73,Scottish Cup,2021,2021-11-27,Round 3,2,3,kilmarnock,queens-park-fc,lo_home,1,1,0,15,6,8,1,,,0.5446757091070789,0.20470152765473598,1.73,4.333333333333334,1.5964448639152804,0.8707010989027322,,,0.2506227632381851,3.6,,1,1,0.7257437650125482,0.2742562349874518,3,0.6683368671694496,0.5301430744807099,0.22962722956907394,0.24022969595021623,0.9363004440856518,0.5988237961710812,0.2321352382052773,0.16904096562364151
9916813,73,Scottish Cup,2021,2021-11-27,Round 3,2,5,hamilton-academical,auchinleck-talbot,lo_home,3,0,1,13,7,4,4,,,0.5815181009549532,0.22907695159578778,1.6,3.8,2.4398286132737605,1.5061169153271519,,,0.18940494744925918,4.5,,-1,-1,0.9337116979466087,-1.9337116979466087,3,2.1409939922377488,0.8028316976720847,0.12230467412713296,0.0748636282007823,0.1026781192020838,0.39433487396507094,0.2593782838304235,0.34628684220450556
9916814,73,Scottish Cup,2021,2021-11-27,Round 3,2,3,raith-rovers,falkirk-fc,lo_home,1,2,1,10,13,3,1,,,0.4535296601660715,0.2822052347933363,2.05,3.2,1.43429935712766,1.0723805702377192,,,0.2642651050405922,3.4,,1,1,0.36191878688994095,0.638081213110059,2,0.6683368671694496,0.5301430744807099,0.22962722956907394,0.24022969595021623,0.1528797009386127,0.40467227316737064,0.2630044775186287,0.33232324931400065
9916815,73,Scottish Cup,2021,2021-11-27,Round 3,3,4,airdrieonians,stenhousemuir,lo_home,1,2,0,9,7,4,3,,,0.49405246565412275,0.2529737671729386,1.9100000000000001,3.6,1.5642242162028546,1.0431177726577536,,,0.2529737671729386,3.6,,2,1,0.5211064435451009,1.478893556454899,2,0.13883110068265814,0.40984750301142087,0.24106130806773055,0.3490911889208485,0.5704920342382775,0.5088518000903484,0.23636513228096018,0.25478306762869146
9916816,73,Scottish Cup,2021,2021-11-27,Round 3,3,5,east-fife,banks-odee-fc,lo_home,2,1,2,,,,,,,0.6028273557591778,0.22392932819643085,1.53,3.8,2.787313557764107,1.7141424075872558,,,0.1732433160443914,4.75,,-1,-1,1.0731711501768513,-2.0731711501768513,4,1.0526793726038377,0.6104602355553844,0.1946012624334891,0.19493850201112647,0.0846826565000236,0.4118605034255266,0.20963416831823747,0.3785053282562358
9916817,73,Scottish Cup,2021,2021-11-27,Round 3,2,4,arbroath,forfar-athletic,hi_home,2,3,0,17,3,7,1,,,0.6191347965062372,0.15717102555101747,1.53,5.5,1.8215329321894533,0.7884843722292166,,,0.2236941779427454,4.0,,3,1,1.0330485599602368,1.9669514400397632,4,1.6756290840901449,0.73889945981256,0.15832896424573664,0.10277157594170326,0.9781441491204449,0.6054367872599713,0.21821153122126224,0.1763516815187664
9925265,73,Scottish Cup,2021,2021-11-27,Round 3,3,5,clyde-fc,clydebank-fc,lo_home,2,0,2,6,6,1,2,,,0.59362320695288,0.18972798669890198,1.5699999999999998,4.5,1.9478487998649803,1.0038082867212934,,,0.21664880634821804,4.0,,-2,-1,0.9440405131436869,-2.944040513143687,3,1.0526793726038377,0.6104602355553844,0.1946012624334891,0.19493850201112647,-1.209154218410418,0.14414101827473783,0.1992409818630214,0.6566179998622408
9925275,73,Scottish Cup,2021,2021-11-27,Round 3,2,4,ayr-united,albion-rovers,hi_home,2,2,1,12,9,5,5,,,0.7023945734683373,0.11071202158346871,1.33,7.0,2.1201055909580613,0.7013829751189751,,,0.18689340494819406,4.5,,1,1,1.4187226158390862,-0.4187226158390862,5,1.6756290840901449,0.73889945981256,0.15832896424573664,0.10277157594170326,1.4107367560124398,0.6971427841597998,0.18109676262544433,0.12176045321475588
9925290,73,Scottish Cup,2021,2021-11-27,Round 3,4,5,edinburgh-city-fc,lothian-thistle,lo_home,1,2,1,,,,,,,0.7339665255771621,0.13921326934885572,1.29,6.0,3.6829783895005663,1.7297759206563812,,,0.12682020507398226,6.5,,1,1,1.9532024688441851,-0.9532024688441851,5,0.5702707347329534,0.5083270438474587,0.21896656348856844,0.2727063926639728,0.4497967497931339,0.47945240897502844,0.24597531855515115,0.27457227246982036
9987015,73,Scottish Cup,2021,2021-12-04,Round 3,3,4,montrose,kelty-hearts-fc,hi_home,1,1,1,13,9,4,2,,,0.4605084996209226,0.28766741585533184,2.0,3.1,1.5488841935832816,1.1704430585636283,,,0.25182408452374566,3.5,,0,0,0.37844113501965326,-0.37844113501965326,2,0.7088547682286321,0.539140223646698,0.22280684097397319,0.23805293537932876,0.23878423748768052,0.4222347056229936,0.2714804005100834,0.30628489386692304
9987014,73,Scottish Cup,2021,2021-12-07,Round 3,2,3,queen-of-the-south,cove-rangers,hi_home,1,0,3,,,,,,,0.4113582075746846,0.3323654605396704,2.25,2.75,1.4432691781019529,1.2712572456043918,,,0.2562763318856451,3.5,,-3,-1,0.17201193249756108,-3.1720119324975613,2,1.237669885545852,0.6551798645040493,0.19236572090047,0.15245441459548079,0.28287233977632087,0.4438526356940183,0.23585933141316207,0.32028803289281965
10002712,73,Scottish Cup,2021,2022-01-20,Round 4,1,3,hibernian,cove-rangers,hi_home,2,0,0,17,6,4,3,,,0.6660742245392647,0.1541795218843649,1.44,5.75,2.402642011161486,1.0792172748669375,,,0.17974625357637042,5.0,,0,0,1.3234247362945486,-1.3234247362945486,4,1.5074529471811735,0.710401838877016,0.17283885219283093,0.11675930893015304,1.4049523955661418,0.6908811114977403,0.17750029372285034,0.1316185947794093
10002708,73,Scottish Cup,2021,2022-01-21,Round 4,1,4,rangers,stirling-albion,hi_home,3,4,0,,,,,,,0.9525017526519192,0.011465205491359402,1.02,41.0,4.316792945069348,0.4694469856867111,,,0.03603304185672157,19.0,,4,1,3.8473459593826367,0.15265404061736332,7,4.0945987896553655,0.962949537536368,0.02882677623934241,0.008223686224289557,4.04967254679393,0.9624098004885003,0.02908561149928355,0.008504588012216185
10002699,73,Scottish Cup,2021,2022-01-22,Round 4,1,2,st-mirren,ayr-united,lo_home,1,2,0,12,4,4,0,,,0.5281315798995578,0.20066529642491682,1.8,4.5,1.4272030166375915,0.7642881014087424,,,0.2712031236755253,3.4,,2,1,0.6629149152288492,1.3370850847711508,3,0.018087194473024093,0.37411661127514334,0.260151061194872,0.36573232752998464,0.4006877441906611,0.46658604036268353,0.2528145994858025,0.28059936015151393
10002700,73,Scottish Cup,2021,2022-01-22,Round 4,3,5,peterhead,east-kilbride,hi_home,2,2,2,21,9,9,5,,,0.6765812350703511,0.12847879732170758,1.4,6.5,2.083307614983488,0.7777274856048988,,,0.19493996760794144,4.5,,0,0,1.3055801293785894,-1.3055801293785894,4,1.726549656782536,0.7357191973620456,0.15032209997904802,0.11395870265890636,0.6684455491301453,0.5308203884094651,0.2075315144336079,0.261648097156927
10002702,73,Scottish Cup,2021,2022-01-22,Round 4,2,5,raith-rovers,banks-odee-fc,lo_home,3,3,0,19,2,7,1,,,0.7306300097490489,0.12847082276169816,1.3,6.5,3.099083047712004,1.3058786824028579,,,0.14089916748925294,6.0,,3,1,1.793204365309146,1.206795634690854,5,2.1409939922377488,0.8028316976720847,0.12230467412713296,0.0748636282007823,1.6393002868961446,0.7303867175847113,0.157443185720938,0.11217009669435073
10002703,73,Scottish Cup,2021,2022-01-22,Round 4,4,5,annan-athletic,clydebank-fc,lo_home,1,2,2,20,17,10,5,,,0.5439138113979253,0.22804309430103742,1.75,4.0,1.838709582133809,1.1109692818296906,,,0.22804309430103742,4.0,,0,0,0.7277403003041185,-0.7277403003041185,3,0.5702707347329534,0.5083270438474587,0.21896656348856844,0.2727063926639728,-0.9704517434591081,0.1690659124532048,0.22500376708221212,0.6059303204645831
10002706,73,Scottish Cup,2021,2022-01-22,Round 4,2,3,partick-thistle,airdrieonians,hi_home,1,1,0,13,9,7,5,,,0.5624953654656423,0.18054862319050702,1.7,5.0,1.537342088175683,0.744367721637741,,,0.2569560113438507,3.6,,1,1,0.792974366537942,0.20702563346205805,3,1.237669885545852,0.6551798645040493,0.19236572090047,0.15245441459548079,1.0465985445737696,0.6247272972353353,0.22081204092545462,0.15446066183921014
10002720,73,Scottish Cup,2021,2022-01-22,Round 4,1,3,celtic,alloa-athletic,lo_home,2,2,1,19,7,8,2,,,0.9106712506173829,0.018666115947204697,1.06,29.0,3.1797834800949443,0.33145047341150385,,,0.07066263343541233,11.0,,1,1,2.8483330066834402,-1.8483330066834402,7,2.7021898674280953,0.8792836763772895,0.08471555898215212,0.03600076464055828,3.4008108957465786,0.9332232015304611,0.049444897979038206,0.017331900490500738
