match_id,tournament_id,fs,match_date,home_team,away_team,home_cat,away_cat
16568810,1520,2026,2026-09-08,clyde-fc,east-fife,T4,T3
16568814,1520,2026,2026-09-08,cove-rangers,dumbarton,T3,T4
16568819,1520,2026,2026-09-08,edinburgh-city-fc,queen-of-the-south,T4,T3
16568828,1520,2026,2026-09-08,the-spartans-fc,hamilton-academical,T4,T3
16850729,982,2026,2026-09-11,stenhousemuir,heart-of-midlothian,T2,T1
16850727,982,2026,2026-09-12,ross-county,hibernian,T3,T1
16850730,982,2026,2026-09-12,kilmarnock,aberdeen,T1,T1
16850728,982,2026,2026-09-13,rangers,celtic,T1,T1
16568842,1520,2026,2026-09-22,forfar-athletic,peterhead,T4,T3
16568846,1520,2026,2026-09-22,queen-of-the-south,annan-athletic,T3,T4
