model,fold,mode,kappa_mean,kappa_q05,kappa_q95,nu_mean,sigma_mean,sigma_q05,sigma_q95,p_sigma_gt_005
m02_joint_gamma_poisson,1,shared,1.130707771850378,1.0543756352222922,1.209718614885472,3.9434690301805704,NaN,NaN,NaN,NaN
m02_joint_gamma_poisson,20,shared,1.1154234903323286,1.047940171089452,1.1921215906431033,3.4255579547667008,NaN,NaN,NaN,NaN
m02_joint_gamma_poisson,40,shared,1.1093480746007747,1.0358378598813767,1.1834981671252836,3.825095408359024,NaN,NaN,NaN,NaN
m03_funnel_shared_kappa,1,shared,1.130707771850378,1.0543756352222922,1.209718614885472,3.9434690301805704,NaN,NaN,NaN,NaN
m03_funnel_shared_kappa,20,shared,1.1154234903323286,1.047940171089452,1.1921215906431033,3.4255579547667008,NaN,NaN,NaN,NaN
m03_funnel_shared_kappa,40,shared,1.1093480746007747,1.0358378598813767,1.1834981671252836,3.825095408359024,NaN,NaN,NaN,NaN
m04_funnel_hierarchical_kappa,1,hierarchical,1.128091244402219,1.0526839671178185,1.209695304884264,3.926531659198072,0.044535420146350334,0.0028703991739324835,0.10831152728168238,0.38625
m04_funnel_hierarchical_kappa,20,hierarchical,1.1141181932149555,1.039499758876662,1.1934826144637583,3.412409320598113,0.05214837787515912,0.002815765470069932,0.1263530270093366,0.449375
m04_funnel_hierarchical_kappa,40,hierarchical,1.1087521389821133,1.0387898868954424,1.1795194024939604,3.818622304040231,0.03990515523357475,0.0028704598362825377,0.09849251494364211,0.306875
