model,folds,oos,draws,max_rhat,worst_rhat_fold,min_ess_bulk,min_ess_tail,n_divergent,n_transitions,divergence_rate,treedepth_rate,min_bfmi,passed,strict_rhat_pass,failures,wall_min,run_id,worst_partition,worst_tail,grid_goals,full_grid_worst_tail,full_path,persistence_stride,gate_pass,source,recipe_hash
m01_poisson_time_decay,40,710,800,1.011782683350253,20,1032.3017545002947,978.0214822652126,0,128000,0.0,0.0,0.643326455663838,true,false,,1.751176901658376,33d85b4a-e929-4738-8125-706e0dc26de1,1.6653345369377348e-15,0.0008093328998308724,12,0.0008093328998308724,/root/BF_momentum_grw/experiments/scottish_lower/10_momentum_multiscale_grw/results/production/6869de6297b580cdc7aaf3052ba31c81c1facc0bc826d495e770bfbbb4a73c6f/full_fits/m01_poisson_time_decay_20260921_224439,4,true,6869de6297b580cdc7aaf3052ba31c81c1facc0bc826d495e770bfbbb4a73c6f,3581efb64192b81e178999a2a6a23d0a9c2377b19a5e5855170c006bbc86115a
m02_poisson_grw_1st_order,40,710,800,1.0146939724550499,33,780.232761542879,590.4100437446453,0,128000,0.0,0.0003203125,0.6874045807988225,true,false,,23.139130516846976,f8da493d-db2c-42d5-85e2-0f19d0107b1d,1.887379141862766e-15,0.010016897153085846,12,0.012524465632497095,/root/BF_momentum_grw/experiments/scottish_lower/10_momentum_multiscale_grw/results/production/6869de6297b580cdc7aaf3052ba31c81c1facc0bc826d495e770bfbbb4a73c6f/full_fits/m02_poisson_grw_1st_order_20260921_230804,4,true,6869de6297b580cdc7aaf3052ba31c81c1facc0bc826d495e770bfbbb4a73c6f,d34bbfe4a6d19999d6a2f549d32c518dfd833482a31833cebdd8e44c907fc15b
m03_poisson_momentum_grw,40,710,800,1.0135748347257807,15,831.368343373916,832.4403397290016,0,128000,0.0,0.0059296875,0.6604704992847745,true,false,,53.26804911692937,3e06683b-de96-431f-843d-f98619d9fc13,1.6653345369377348e-15,0.022715568958995958,12,0.05312503092865939,/root/BF_momentum_grw/experiments/scottish_lower/10_momentum_multiscale_grw/results/production/6869de6297b580cdc7aaf3052ba31c81c1facc0bc826d495e770bfbbb4a73c6f/full_fits/m03_poisson_momentum_grw_20260922_000131,4,true,6869de6297b580cdc7aaf3052ba31c81c1facc0bc826d495e770bfbbb4a73c6f,e056815bd235bf895c821145537d0703e390f28c396fefdbd869f4ad90f1917c
