team,mean,sd,q05,q50,q95,p_above_base,fold
stranraer,0.13823070519922562,0.07198892781963226,0.028195802120013227,0.13505808968979,0.26364323068209256,0.56925,6
peterhead,0.13555584473954377,0.07145318054157669,0.023540801225431788,0.13295595967424884,0.2567142029664371,0.5575,6
dumbarton,0.13388778612428284,0.07033046625672526,0.024867252544300947,0.13245528515263394,0.2548729567632326,0.54275,6
airdrieonians,0.13303643866049844,0.08260534828399815,0.0059327550684121775,0.13180575167735492,0.26592265647933194,0.52925,6
hamilton-academical,0.1326699555057425,0.0742192010898774,0.014693985268467314,0.13033342133955364,0.2534079861369812,0.52725,6
bonnyrigg-rose,0.1309287008871476,0.070719049065336,0.021353368231062292,0.1292505235305896,0.24973567462307833,0.5235,6
east-fife,0.1301247935407021,0.0721332554005611,0.01846805049725651,0.12887494616187622,0.24789455354305065,0.5195,6
dunfermline-athletic,0.12871898743831164,0.08199508806298211,-0.0010195174821605213,0.12822563303753023,0.2575885902523365,0.504,6
forfar-athletic,0.1269380670450506,0.0700457666067199,0.013962214487379722,0.12603198162527546,0.24458398587825475,0.50075,6
stenhousemuir,0.12577310043287768,0.06968838821259259,0.01482649488704044,0.12558897293067112,0.23518672188163944,0.49575,6
cove-rangers,0.12424694882282952,0.07218493286813145,0.009253978217257017,0.12527155534276513,0.2365849729464252,0.489,6
albion-rovers,0.12359949656362326,0.07721098212372458,7.443766622409096e-5,0.12540521964983195,0.2478147947706391,0.49275,6
edinburgh-city-fc,0.12209227916547845,0.06967774439213285,0.010051971155317183,0.12310359960435364,0.23288599813945185,0.4725,6
stirling-albion,0.1182393819743271,0.07029161600648708,-0.0019637885219925657,0.12139961872047715,0.22661304488102268,0.4665,6
inverness-caledonian-thistle,0.11464826302156583,0.07567729612794144,-0.013496068143995572,0.11706499559993178,0.22973706524408335,0.4455,6
clyde-fc,0.10496509633002589,0.07353231153908785,-0.028709074471107793,0.11137493892644505,0.21329294303603882,0.36425,6
arbroath,0.10493438634703185,0.07883900215283247,-0.03915135104980745,0.11293062782688149,0.2183954500129226,0.39175,6
alloa-athletic,0.09333160387738858,0.07814484584356648,-0.050760361881087415,0.10050449854348983,0.20522948002373256,0.326,6
the-spartans-fc,0.09310081691047029,0.07951231894103991,-0.05400109404712264,0.1025721434006295,0.2069391463960916,0.33075,6
kelty-hearts-fc,0.09098928616609071,0.07744456101857645,-0.045627664930112125,0.10040386604192042,0.200702464923378,0.3085,6
annan-athletic,0.16613760758657986,0.08074273173126527,0.05429203068701088,0.15553900129199166,0.3205968070227762,0.692,7
falkirk-fc,0.15609423159492275,0.07985301404998783,0.04549484513361068,0.14823079364839564,0.3010098503421947,0.63425,7
queen-of-the-south,0.15065403736925972,0.07444579217604239,0.042774945848106496,0.1446731104591778,0.27834421254086633,0.625,7
elgin-city,0.1482294260422454,0.07358215220398914,0.039026092936123066,0.14288240433893992,0.2823270720681438,0.591,7
montrose,0.1427633593899086,0.07403380725134764,0.030444919763603053,0.13925705734800387,0.26849376434477906,0.566,7
peterhead,0.1381300459474888,0.0701719261474964,0.031360581779871735,0.13534068209566114,0.2547240410405566,0.55375,7
east-fife,0.13720127504437352,0.07256339375730515,0.025412322480711937,0.13388795283324229,0.25833423781137527,0.5395,7
edinburgh-city-fc,0.13685724928384718,0.07158246686963037,0.026051475213194186,0.13485276628880816,0.2567144725678166,0.54,7
airdrieonians,0.13605278915562757,0.0816662732726201,0.012474436461188312,0.13397352548290511,0.2695652155039052,0.53425,7
stranraer,0.13585059094047677,0.07106580094528571,0.02357502395018439,0.13381858348535552,0.25863915021909384,0.53025,7
hamilton-academical,0.13509500059002852,0.07439638961186959,0.018558662570507554,0.13373885216150622,0.25754275704587226,0.52825,7
dumbarton,0.1337808872823819,0.071813822285944,0.02154941117896981,0.13282531725341482,0.24747920296454418,0.53725,7
bonnyrigg-rose,0.13279661708955104,0.06957359357567386,0.020256555393717072,0.13161526837155857,0.24731071483164077,0.5125,7
dunfermline-athletic,0.13107310637250366,0.07960687938165832,0.008582540053149549,0.13012239599812042,0.2610737693483508,0.50425,7
stirling-albion,0.12937584907625083,0.07032854655872235,0.016729890110563497,0.12822761481362493,0.2437907566368852,0.4975,7
albion-rovers,0.12887927823449485,0.08142893940039522,-0.002701233025755333,0.12921235579435222,0.250747738291388,0.50175,7
cove-rangers,0.12675101610372266,0.06901926315892522,0.014552820376278981,0.12628537423181507,0.23821585259369532,0.484,7
forfar-athletic,0.1259494334664021,0.07024126152995308,0.009916371800912833,0.12685513760944933,0.23792304520198723,0.47875,7
stenhousemuir,0.12503236506331286,0.06897924187180676,0.01232585085827822,0.12613425649399812,0.2314604153330974,0.47525,7
inverness-caledonian-thistle,0.11522087344485447,0.07762893538330606,-0.021384464767069504,0.11990788867973165,0.23152079243294363,0.4205,7
clyde-fc,0.10945135876493618,0.07442399064663614,-0.023208513410824888,0.11539200671930713,0.21722368935983574,0.38125,7
the-spartans-fc,0.10650033726470325,0.07452952583557902,-0.02879614909591154,0.1124597084677614,0.21585618123123207,0.368,7
arbroath,0.10412846476534914,0.08103002710078887,-0.042832957158133074,0.11109070009119257,0.21802533296766335,0.3715,7
alloa-athletic,0.10041565594579192,0.0801671691234656,-0.043219597267865374,0.10938888695998886,0.2123041957877058,0.353,7
kelty-hearts-fc,0.08722750857776931,0.08301541575110696,-0.06895462985434468,0.09918577385546662,0.19519416917984883,0.286,7
annan-athletic,0.15793376369883988,0.07390146888458199,0.05148507622846132,0.1501079520075199,0.2937006775562989,0.66425,8
falkirk-fc,0.15194928701635613,0.07368945372418707,0.045425343087775516,0.1455068043070718,0.2800280659089443,0.633,8
peterhead,0.14551343435374153,0.06971926925906904,0.04173571898156297,0.14081940362176454,0.2685615421819148,0.588,8
queen-of-the-south,0.14215698900021,0.06725855537888425,0.03679998576087126,0.1393802580893056,0.2590527703730265,0.575,8
elgin-city,0.13922934976898033,0.06924657990658684,0.03251557356732223,0.13527608652390122,0.2609082942880771,0.55425,8
montrose,0.1386115987187834,0.06711242322368725,0.03559575719764546,0.13630928759672717,0.2526335853211553,0.544,8
east-fife,0.13766568849065428,0.06839697245205015,0.029392467138712842,0.13554539964734463,0.2503131328221062,0.54575,8
