site,max_rhat,min_ess_bulk,min_ess_tail,worst_rhat_fold
ha.γ_base,1.0024281883262451,2871.5814465639155,2423.715197864979,29
ha.γ_team_raw[10],1.004999016363083,3780.1830051124707,2346.6086469166676,14
ha.γ_team_raw[11],1.0048744099641245,3941.6052774026757,2319.3771719501146,7
ha.γ_team_raw[12],1.0052957737112256,4368.820253004124,2414.1305743790786,32
ha.γ_team_raw[13],1.0027860865222091,4100.434768971333,2307.337608695074,4
ha.γ_team_raw[14],1.0034859598691102,3585.950782345098,2487.507869480961,32
ha.γ_team_raw[15],1.0034021133831723,3064.096202271938,2278.2460433802758,12
ha.γ_team_raw[16],1.0037211916823026,3012.6869759200868,2421.9202067938704,8
ha.γ_team_raw[17],1.0033873292875992,3650.8407620445482,2415.301628160057,37
ha.γ_team_raw[18],1.0043831113350483,3067.167201558994,2429.1930356249213,13
ha.γ_team_raw[19],1.0060510450773792,3609.378217838165,2338.236444418367,13
ha.γ_team_raw[1],1.0034291783703906,3661.6256556705916,2296.845740710244,38
ha.γ_team_raw[20],1.0046541930986035,3861.0478358027394,2342.7914175403976,11
ha.γ_team_raw[21],1.003692683671912,3854.0296762147236,2318.7603222682715,20
ha.γ_team_raw[22],1.0046760675553734,3939.824163995748,2201.6107854228867,3
ha.γ_team_raw[23],1.0037463743984067,3083.3152605680875,2329.9704877876097,15
ha.γ_team_raw[24],1.0037651463815678,4859.072317988653,2608.8744347725146,12
ha.γ_team_raw[25],1.0035852554061364,4325.732943979194,2611.345861401018,10
ha.γ_team_raw[2],1.009711416205239,2820.874731881207,1873.9270746190398,1
ha.γ_team_raw[3],1.0060193011744445,4004.530080621342,1914.7110395543496,13
ha.γ_team_raw[4],1.0054206514618333,3753.270108339597,2437.564728048642,2
ha.γ_team_raw[5],1.0029853303605185,3721.9466664864026,2416.3131669094473,37
ha.γ_team_raw[6],1.0045148863171636,3738.3655981876486,2496.9344332946303,23
ha.γ_team_raw[7],1.0030526934065775,3580.480737699143,2436.137135700321,11
ha.γ_team_raw[8],1.0042231487392972,3491.9579226611063,2339.286434689996,6
ha.γ_team_raw[9],1.0038322006493194,4127.7741171295365,2642.2930607084886,9
ha.σ_γ,1.0062022145095264,1091.5752688002442,1188.870642443461,34
