team,mean,sd,q05,q50,q95,p_above_base,fold
albion-rovers,0.12411060629499494,0.06927104231412974,0.015227272975987258,0.12357272159578353,0.23164922317801162,0.50225,8
stirling-albion,0.1214768290791367,0.06060259472591573,0.024181605761234338,0.12238650272380482,0.21928924433340247,0.4755,8
falkirk-fc,0.12089803518572316,0.06380665576568095,0.012667412695224325,0.12282123784686177,0.21775411156955476,0.48725,8
stenhousemuir,0.1206021938003604,0.06051520446795174,0.020270750437491644,0.12142541276807317,0.21464907368505798,0.466,8
forfar-athletic,0.11934983613219595,0.06090960010076911,0.019237708059848466,0.11945201938473746,0.21483757827977695,0.45725,8
clyde-fc,0.1118635557933102,0.06242233887354796,0.0051715924884970805,0.11385524710154489,0.20784611764503072,0.418,8
alloa-athletic,0.11041461497437698,0.06186822762746533,0.0028767824858724946,0.11407533754807356,0.20410784866309212,0.407,8
the-spartans-fc,0.10714928754784896,0.06662780467534926,-0.008010994199588692,0.11314370719180517,0.20367660827024442,0.385,8
kelty-hearts-fc,0.10691707875736398,0.06496212319321419,-0.006560669887522923,0.11239589251037399,0.20049478764494877,0.38,8
inverness-caledonian-thistle,0.10669889313044437,0.06711511438481864,-0.009596196339488968,0.11191126326963924,0.20276921630263703,0.3945,8
arbroath,0.10553745174307196,0.06913439627885842,-0.017746808625360634,0.11059978604051116,0.20389210625580217,0.3865,8
peterhead,0.14053893084805913,0.06583544380910528,0.044617676781107896,0.1357395617311375,0.25712925704207396,0.6505,9
annan-athletic,0.1335948281621145,0.06191315156760642,0.041243107512594454,0.12901774936833707,0.24274592919419669,0.6125,9
montrose,0.1303919836603559,0.062499020545527875,0.03817281665540029,0.1262706274543115,0.23877349737980957,0.5875,9
dumbarton,0.12845243423615904,0.06112183712344421,0.033836054971907524,0.12642205509701893,0.23552985450967956,0.5725,9
elgin-city,0.12809542476322422,0.06154226884878113,0.0342858904237366,0.1252187118595668,0.23087770752219494,0.56325,9
cove-rangers,0.12475493752905559,0.060772319480185584,0.029982589451023327,0.12223241953008346,0.2255126422438188,0.54125,9
airdrieonians,0.1235766729033455,0.06768114813949544,0.021525765211412955,0.1214153176556631,0.23161892946841983,0.529,9
queen-of-the-south,0.12349968367420075,0.060862900658994315,0.027966922894723054,0.12118458814890132,0.2271439824580702,0.53525,9
east-fife,0.12283916690510338,0.06228992759870201,0.026845091363138913,0.1212267065556806,0.22626842323876425,0.528,9
edinburgh-city-fc,0.12144866765710988,0.06103536183689975,0.025539685073248553,0.12069260398440315,0.22147887359443164,0.526,9
bonnyrigg-rose,0.12105814121370338,0.05957300947660519,0.025458938316573435,0.11980445863743328,0.2207822586360091,0.53075,9
hamilton-academical,0.12048823204554653,0.06440121116154791,0.02034932005843266,0.11898322319980723,0.2269697730432174,0.514,9
dunfermline-athletic,0.11939641325499734,0.06688453857270102,0.017029449184584197,0.11911358417548885,0.2262747986211568,0.5055,9
falkirk-fc,0.11768623445179496,0.06097721740532704,0.02116516086904516,0.11812382783826289,0.21755587356045228,0.5095,9
stranraer,0.11669301737346129,0.06058500880726669,0.021343203007059077,0.11600959277537534,0.2153163795418877,0.4855,9
albion-rovers,0.11639234333227116,0.06589609387655852,0.011829924310116067,0.11720768497062457,0.2196149634454728,0.4945,9
stirling-albion,0.11541154352813737,0.06260106423974839,0.013828320089069583,0.11390605869582034,0.21561141257478061,0.483,9
stenhousemuir,0.11195356856017273,0.06138587931994357,0.011844826997188288,0.1118420987854274,0.2093778080310659,0.452,9
clyde-fc,0.11189890466392019,0.06058675047743686,0.010536528668178538,0.1126092663545723,0.2081850274135129,0.4495,9
forfar-athletic,0.10995021254395348,0.0633463869623193,0.010581699495284588,0.11159177567147008,0.20937705122476932,0.44,9
alloa-athletic,0.1076273964129011,0.06206812852013932,0.005302960135724614,0.10999712724279773,0.20499824810467013,0.43,9
kelty-hearts-fc,0.1063695082531007,0.061545632232307024,0.0017792702792268711,0.10804630317428296,0.20367573306483358,0.4155,9
the-spartans-fc,0.10591135587165218,0.06199453194792628,0.001094395657904816,0.10884002042656704,0.1991151483567213,0.411,9
inverness-caledonian-thistle,0.10484910557654924,0.06657319867237668,-0.006115683169744299,0.10793576338505816,0.20314627953562736,0.40375,9
arbroath,0.10119604901697317,0.06634698074066231,-0.00775556019714749,0.1040129833028187,0.20024477216413453,0.367,9
peterhead,0.14303584521177662,0.06533121365191301,0.04764868860449602,0.1375417238387613,0.26063895253570163,0.656,10
annan-athletic,0.1372661131188383,0.06467016877830462,0.03824302526909589,0.13478037339265383,0.2457943948493556,0.61025,10
