team,mean,sd,q05,q50,q95,p_above_base,fold
peterhead,0.10372507115639952,0.07664108855815317,-0.026039056566439518,0.10695351609830542,0.23148803823331,0.39625,2
falkirk-fc,0.10202713657600125,0.07386374669968482,-0.024871934257586617,0.10414845483372898,0.21989596772839365,0.3855,2
hamilton-academical,0.08539302491868518,0.08330826252030352,-0.05515382363465214,0.09203566300603613,0.21792013796349835,0.31875,2
albion-rovers,0.0733114869884636,0.10045829838877965,-0.10711773251726482,0.08170262006782,0.22548184593679782,0.3095,2
clyde-fc,0.06357845153467419,0.08373079981992014,-0.08348660551260782,0.06837062946852623,0.1922463166437891,0.22925,2
alloa-athletic,0.061684229896014214,0.08074353415101725,-0.08018861602471941,0.06787905120675233,0.1839518294168318,0.2115,2
east-fife,0.05917575417837526,0.08393749658182688,-0.08678004788178151,0.06705646689495029,0.18488146065736527,0.21075,2
kelty-hearts-fc,0.013065736385246303,0.09202891855090692,-0.14760990925425366,0.0191252908935112,0.14866365895172745,0.09675,2
the-spartans-fc,0.003193218556579802,0.10177279422660256,-0.18314987203297947,0.011914205004190562,0.14956300472710443,0.092,2
airdrieonians,0.2706863990011624,0.12551632470560783,0.0920404535171425,0.2584129700026083,0.49600418702368626,0.90625,3
stranraer,0.241735017960014,0.09207472033799516,0.10131656970948387,0.23619248512545374,0.3951888697647095,0.91475,3
annan-athletic,0.23483822515338326,0.08815498534914121,0.09967310740182225,0.230515945140217,0.3892794085252746,0.9125,3
stirling-albion,0.20719332563791,0.0860235321617114,0.07379023187236182,0.20327250115206152,0.35528392251911606,0.8395,3
queen-of-the-south,0.18502154365258053,0.083049723312912,0.055894615288556354,0.18035587538941214,0.3299133774087053,0.776,3
elgin-city,0.1761868413066616,0.08083147167490581,0.049531035347393185,0.17167760057037598,0.3141860696476476,0.7485,3
forfar-athletic,0.15032597955303387,0.08140135917556007,0.021184766372553242,0.1469153683046789,0.28862522520154116,0.61925,3
inverness-caledonian-thistle,0.1485048509903273,0.11519949353938695,-0.02893124174584404,0.1409199055869508,0.34539321424512825,0.58425,3
bonnyrigg-rose,0.14197133106614795,0.07701134916124423,0.016331513289611292,0.13942263426332507,0.2744222578744166,0.5895,3
montrose,0.13759554957278952,0.08020973986377208,0.008569641536166595,0.13623357223849142,0.27373213135735125,0.579,3
dunfermline-athletic,0.130723747004965,0.1034809732141178,-0.03883495367149808,0.13005057514942558,0.30040034738358573,0.53375,3
dumbarton,0.12591696044069503,0.07757564516019845,-0.0004833052057430166,0.1246265122248673,0.2549187595611679,0.50625,3
cove-rangers,0.12121169296630196,0.08074420796753147,-0.015481651774810397,0.12110690072992988,0.25570974300075044,0.4925,3
edinburgh-city-fc,0.10984182668731825,0.07857086009384304,-0.02287812536277137,0.1122058675042566,0.23618381630133917,0.4335,3
peterhead,0.1082836803440293,0.07857598150069882,-0.02580985968575466,0.11005979977140667,0.2343619636659256,0.4275,3
stenhousemuir,0.10814515380667081,0.08015115623021178,-0.02822793975935055,0.1109693613536531,0.2404026725730019,0.417,3
falkirk-fc,0.09627946176416546,0.07681305179815977,-0.031875394325250196,0.09764227351848408,0.22006533198475717,0.36525,3
arbroath,0.0954187510823314,0.11619815161176777,-0.10401781265920274,0.09862893419364262,0.2833603535814566,0.39275,3
hamilton-academical,0.0781681310056085,0.08661219478246557,-0.06936748382476216,0.08008212425098286,0.2142167100732611,0.30325,3
albion-rovers,0.06981379379496162,0.10910742227843828,-0.12251147091319357,0.07815606032549696,0.2368459187999093,0.31075,3
alloa-athletic,0.061095841041781604,0.08272545213795776,-0.08274944364741889,0.06500874188772597,0.19065076872020692,0.2205,3
clyde-fc,0.0529361479241028,0.08423510517121723,-0.0928387046511568,0.05736638565134969,0.18556927998288142,0.18875,3
east-fife,0.04594332466628284,0.08512472510870435,-0.09845286295055816,0.04967349389519861,0.1773124935878607,0.17575,3
kelty-hearts-fc,-0.02143906530763497,0.09593580757196964,-0.18317497304910516,-0.019019799297914683,0.12748912119758482,0.0495,3
the-spartans-fc,-0.023765412616121865,0.1018566254891457,-0.20193963663030431,-0.018280533021541208,0.1320625205566417,0.05725,3
airdrieonians,0.2651927872101637,0.11900839640557405,0.09523525019770385,0.2555690927309068,0.478936092182002,0.90175,4
stranraer,0.2406172667898985,0.09031788106586028,0.10545554719117717,0.2341085148037913,0.39818685550711264,0.91525,4
annan-athletic,0.21815772570912045,0.08231168679381874,0.09438028146416366,0.21208943111034156,0.3604955131089752,0.87675,4
stirling-albion,0.2002509976438808,0.08322649071452824,0.07606974353542323,0.19443116403048616,0.34537592978165216,0.81725,4
queen-of-the-south,0.18682527104588575,0.07934425644560993,0.06689370813878631,0.17987298328835877,0.32425113276323536,0.78125,4
elgin-city,0.180937741168197,0.07952958722589835,0.05782986441475217,0.17496446125350126,0.31669028166634616,0.761,4
forfar-athletic,0.14408296379189023,0.07784729095319724,0.01916935884652945,0.14312336472145262,0.2771400429268864,0.58625,4
bonnyrigg-rose,0.14269792854840568,0.07477913216173748,0.023209495816265243,0.1407824701959254,0.2703290452071566,0.5925,4
dumbarton,0.14214436975065525,0.07595148899740552,0.018076055991853388,0.14072954278949718,0.27314628262985713,0.576,4
montrose,0.14060563692165287,0.07668545677339804,0.01863707840440316,0.13903125806555744,0.2659031347059132,0.569,4
inverness-caledonian-thistle,0.1383353996876051,0.10773954496515048,-0.03539417787126196,0.13488725869737944,0.3230593274961082,0.5435,4
dunfermline-athletic,0.13286205598783912,0.09842983981045794,-0.030472516795383757,0.13275058238431534,0.29611268683682485,0.52275,4
stenhousemuir,0.13280416562479533,0.07556212039689751,0.009783592950042145,0.13140528957432038,0.2585697299606272,0.52725,4
cove-rangers,0.11982432604277617,0.08083499046648909,-0.014634383605707452,0.12010688131640533,0.2548018388836578,0.46975,4
edinburgh-city-fc,0.10818394298881114,0.0759240705859903,-0.020943745917155827,0.1103176792782446,0.23184191262553497,0.41275,4
peterhead,0.10526078657561018,0.07659323916027078,-0.02516244035392462,0.10821562041137033,0.22985003707662774,0.39175,4
falkirk-fc,0.10270852417028269,0.07494433981309742,-0.02468400550602238,0.10595628619889391,0.22104333806581558,0.3865,4
arbroath,0.08850899050082521,0.10585076563018474,-0.09185405041339707,0.09495409644036916,0.2522788606553101,0.354,4
hamilton-academical,0.08305770973678003,0.0820078435859241,-0.06025605357244436,0.0869557514419278,0.2101501091641888,0.29625,4
albion-rovers,0.0769490370965467,0.10246773175446393,-0.10271176251257993,0.0855155925662368,0.23060791630492977,0.3125,4
alloa-athletic,0.07394464430322359,0.07777728672168935,-0.06027246435749198,0.08039176795504355,0.19349373971316589,0.2535,4
east-fife,0.06926806595992628,0.08113621036077222,-0.07179595143298198,0.07315954111068611,0.19548491933727172,0.23925,4
clyde-fc,0.05551965558610649,0.07928596335891788,-0.08080696800486903,0.05965810213586395,0.17848926603174683,0.177,4
the-spartans-fc,-0.003758480458417859,0.09979944519175954,-0.17865365671625477,0.002958409675248269,0.14359459902157212,0.07725,4
kelty-hearts-fc,-0.011356858619065009,0.09556886888267804,-0.17770460569977184,-0.006032534103116931,0.1355585788811276,0.0605,4
airdrieonians,0.27835671854098676,0.11763478438095384,0.1086524585566445,0.2663081518748696,0.48726179265048897,0.924,5
stranraer,0.2533431455517845,0.08986392532974959,0.1173705629121347,0.24766881749196443,0.41161780010345206,0.92375,5
annan-athletic,0.24805505414875104,0.0882579067072348,0.11258032599355398,0.24302838778881353,0.39799253531786205,0.91725,5
stirling-albion,0.19954880559554908,0.081445025977328,0.07185911409296294,0.19771732002426295,0.3366796314773878,0.79175,5
elgin-city,0.19900578913571373,0.08060514322752885,0.07644506166440412,0.19368172259302266,0.34198628626754196,0.80825,5
queen-of-the-south,0.19261161076983935,0.08147994700143132,0.06464628109063462,0.19048796944993757,0.3296192905148727,0.7715,5
montrose,0.16175265660428353,0.07739844301552878,0.03424245277245451,0.15903749951750915,0.2923268136061656,0.6505,5
forfar-athletic,0.15453676721868026,0.07881816339508216,0.02842329476840575,0.1508113194412796,0.28766636394559,0.61225,5
bonnyrigg-rose,0.15426436007059763,0.07719192819743687,0.03177249844880879,0.1508637047593758,0.2856290159937918,0.6105,5
dumbarton,0.14241643971883144,0.07522367341612822,0.01946790383639314,0.14066301606567075,0.26850149340367285,0.55675,5
dunfermline-athletic,0.14061069034442597,0.10178911423652408,-0.02481477299630758,0.13757491599225466,0.31146137352144154,0.53525,5
stenhousemuir,0.12909648784640013,0.07658394412668917,0.001716522980726296,0.12943856571359563,0.2551493885444732,0.48175,5
inverness-caledonian-thistle,0.12419548638327917,0.10662234727993848,-0.04946624684754418,0.12460426778882511,0.30321339049772666,0.46825,5
cove-rangers,0.11766432384200116,0.08229972923320968,-0.020062149464993264,0.12004366170017106,0.24625525976370038,0.4375,5
edinburgh-city-fc,0.11595132210456924,0.07946956985231474,-0.01923137979388195,0.11618215050600776,0.24521772870900108,0.418,5
peterhead,0.11163715134001799,0.07661767027986377,-0.018101086831338094,0.11382935893145918,0.23710894085467557,0.3985,5
falkirk-fc,0.10340416441813599,0.07682409931176391,-0.025551786752931342,0.10581184279556997,0.22538956058593723,0.3595,5
arbroath,0.08762564895247657,0.10719106873572203,-0.10510123121203396,0.096460473483903,0.25310402122375686,0.341,5
hamilton-academical,0.08582510478533649,0.0831101149966812,-0.05995637640287913,0.09214201664050223,0.21603733671902217,0.29325,5
albion-rovers,0.07952247286585906,0.10704754450248856,-0.11074614607819344,0.08900660337444254,0.24287486026324662,0.3095,5
alloa-athletic,0.07911744681618793,0.0795769334649003,-0.056303418861928724,0.08194307926124986,0.20604887529633586,0.25125,5
east-fife,0.06859278757062723,0.08192726055929973,-0.07042032997342149,0.07322532714028818,0.19536407370443457,0.2145,5
clyde-fc,0.06005849888283972,0.08337965586632706,-0.08526173385416436,0.06531158297511813,0.19051028614827017,0.1975,5
the-spartans-fc,0.0019926092115043928,0.09729058854882103,-0.16455313303355193,0.005543993953421825,0.1487643824122648,0.073,5
kelty-hearts-fc,-0.009991552259515368,0.09584500681084411,-0.17428940813719812,-0.006996543081376844,0.13945692583070154,0.05475,5
airdrieonians,0.28934779093655477,0.12578885828761277,0.1029161948436911,0.27855604159638164,0.5171071576506663,0.93425,6
annan-athletic,0.2593216228840015,0.08531585297822676,0.1258407675912038,0.2566928743734129,0.40614963081226774,0.9535,6
stranraer,0.23888154046177373,0.08981115693323782,0.10154820143090104,0.23520213252478628,0.3924333081650938,0.91425,6
elgin-city,0.19992323594499622,0.08212220145076674,0.07155962840971111,0.19775009719925163,0.33677098113853193,0.8355,6
stirling-albion,0.1989630030930013,0.08546858752782902,0.06379424370042143,0.196287621577162,0.34431718289144836,0.8165,6
queen-of-the-south,0.19775408322780497,0.08250008113183524,0.0704927433002829,0.1935977419735763,0.3417972658265666,0.827,6
montrose,0.17873006162583663,0.082079738207343,0.050206457933244505,0.17619249797698217,0.32300154182169083,0.7505,6
forfar-athletic,0.14039486900555265,0.07913492328855581,0.011202175591990922,0.13870617634921592,0.27508597168158294,0.58475,6
bonnyrigg-rose,0.1399851754491447,0.0787132207126292,0.010847461109587597,0.1399959358852152,0.2685196601879997,0.59025,6
dunfermline-athletic,0.13408999362038526,0.10833801220621853,-0.04383273602130053,0.1336838213863743,0.3130080821946432,0.54275,6
dumbarton,0.12623412306443654,0.07835725763742364,-0.0024699703115114617,0.1268274157481968,0.2542400509470718,0.52475,6
cove-rangers,0.11846235321912381,0.08513242958650012,-0.020442701409256303,0.1186372182919364,0.2553752683051009,0.48125,6
edinburgh-city-fc,0.10872311021582186,0.08094303234770357,-0.02928493050210005,0.11080308800622868,0.23892529261042392,0.449,6
peterhead,0.10537550726553792,0.07779261711724095,-0.026034525941136744,0.10653453332482506,0.23145241120739724,0.4255,6
stenhousemuir,0.0989473365016329,0.07926567263662272,-0.03145012388475347,0.09990887873295168,0.23073645239469404,0.37575,6
inverness-caledonian-thistle,0.09564813791841034,0.11090217424694207,-0.09095785444233653,0.09712793184637844,0.27481431163052583,0.407,6
falkirk-fc,0.09498302028520926,0.08286199808451782,-0.04244175463131272,0.0961360106945334,0.2291759063530958,0.36025,6
hamilton-academical,0.07731566985494381,0.08916437065881448,-0.07406241394963045,0.07995808554853065,0.2191650350772188,0.30625,6
east-fife,0.07597815682731666,0.08446563295103643,-0.06568698787571353,0.07911192789639236,0.21025721056589453,0.30475,6
albion-rovers,0.06282606012336117,0.11289478676048671,-0.13945334229922757,0.06978441826502599,0.23900826962361726,0.30375,6
arbroath,0.05465218708011125,0.11728142396011401,-0.14529726604105173,0.059350718820428826,0.23537323701565402,0.281,6
alloa-athletic,0.05323951351356731,0.08158114469441692,-0.08393249091174027,0.056496896711341275,0.18246405850645642,0.19575,6
clyde-fc,0.027627563723430962,0.08649661326414834,-0.12069522114044089,0.030824466673828682,0.16159886173208926,0.13325,6
the-spartans-fc,-0.02144166149225333,0.0999726027903671,-0.18722666554487055,-0.01763008485810697,0.13513189690591204,0.0655,6
kelty-hearts-fc,-0.03454690627040307,0.09040390200730389,-0.18965548190988718,-0.03128488422960185,0.1118926381124108,0.0335,6
airdrieonians,0.2952269387730871,0.1260686701827807,0.10596119605238738,0.28898807959233097,0.516860335337782,0.93425,7
annan-athletic,0.2717422625791537,0.09047802779538174,0.13003436814683794,0.26785484368316453,0.4263894450873545,0.9615,7
stranraer,0.23407422632033092,0.08934521259821725,0.09652452898569197,0.2296918378893571,0.38788170569042774,0.90625,7
stirling-albion,0.2110120730565745,0.08678579862626187,0.07442980259403519,0.2068487067288586,0.3552047259962364,0.85625,7
queen-of-the-south,0.20637519882706898,0.08475317093098571,0.0763866501432887,0.20033096153721427,0.35151179378726854,0.84325,7
elgin-city,0.18837743380025226,0.08047950146161381,0.06561954499475606,0.18488377082806937,0.32619811045098007,0.79,7
montrose,0.16858341886903072,0.08024313906447127,0.04004376693685051,0.1664448093571501,0.3039828219313481,0.72,7
bonnyrigg-rose,0.14310620158377116,0.07936679684721769,0.015437541315896596,0.14153677855674618,0.2749560243826725,0.604,7
forfar-athletic,0.13403354519855976,0.08248687058302362,-0.003518320332518135,0.13329614913341603,0.2751394846032026,0.5525,7
dunfermline-athletic,0.1337863303891267,0.10592284398001878,-0.04006105058870756,0.13330782964883606,0.30618349680888457,0.54875,7
edinburgh-city-fc,0.13097181085256293,0.08324041779439205,-0.005368116720840527,0.13083453114772758,0.2693587412770224,0.548,7
dumbarton,0.11669186802247154,0.07885427180042266,-0.014409428371923869,0.11808186624234471,0.24419708458063843,0.475,7
cove-rangers,0.11613462779024329,0.08331935747909525,-0.019752810742583192,0.11664874572756304,0.25055930248703395,0.467,7
peterhead,0.1078066877977681,0.07942994005479863,-0.025548533872202107,0.11003035967337926,0.2396856833111352,0.42625,7
falkirk-fc,0.09631760178913362,0.08240921252515074,-0.042729175020782606,0.09884946727137507,0.23031730774256287,0.3785,7
stenhousemuir,0.09263569539765362,0.07729123239488397,-0.040736564970799936,0.09410492373220565,0.21771295041188277,0.35575,7
east-fife,0.09061758133845095,0.07974815546058846,-0.04329096447103173,0.09198245444680073,0.2192718418885047,0.3515,7
hamilton-academical,0.07869008756678113,0.0917963838404071,-0.0710476450888615,0.0811300684868694,0.22135561924876448,0.31575,7
inverness-caledonian-thistle,0.07756724830264611,0.11196351849172383,-0.11530285953544832,0.08166038240027398,0.25237348050117003,0.34875,7
albion-rovers,0.06427470862856495,0.11389207024276894,-0.13976744712608927,0.07195906586756624,0.23982000350671226,0.30725,7
alloa-athletic,0.0543721879001639,0.08320119607465203,-0.08628929569681552,0.056114986809763484,0.18824103572276568,0.2045,7
arbroath,0.034592180135163506,0.11571084091163111,-0.17384683958232397,0.04122030819823248,0.20860252687642392,0.21375,7
clyde-fc,0.02902075223665122,0.0865899260328716,-0.11968721770386889,0.03419116593946807,0.162019389100977,0.13725,7
the-spartans-fc,-0.0007285247752597411,0.0962770358437498,-0.16409352535351976,0.004320999430558359,0.14934400085156288,0.0935,7
kelty-hearts-fc,-0.05253449146394921,0.09875651973039179,-0.22237116035631904,-0.048378036481278225,0.10411571262539296,0.025,7
airdrieonians,0.27999633501295307,0.12214369528392907,0.10155366576168427,0.2701019158248085,0.4931668954693751,0.92725,8
annan-athletic,0.2587844162058261,0.08913397176678382,0.11788195066979709,0.25576022823353106,0.41384080399279893,0.94425,8
stranraer,0.22975707079537613,0.08804541663727483,0.09325191704235138,0.22698454896117634,0.3794027063200754,0.89625,8
stirling-albion,0.1969753564325257,0.08196188369107152,0.07209139248473237,0.19307606283146125,0.34070015228655703,0.82125,8
queen-of-the-south,0.19251011805013393,0.08097205147298521,0.0655420570395778,0.18914487543721858,0.32839805473721245,0.8095,8
elgin-city,0.17458894969585498,0.07952437287939076,0.048283957991599624,0.17047051336066874,0.3083307821325346,0.74225,8
montrose,0.16940647554943905,0.07939322903775528,0.040808813746896,0.16615697429565923,0.30462216863624836,0.72875,8
bonnyrigg-rose,0.14629968628506212,0.07559509745523259,0.023967665010568236,0.14423001741460895,0.2725536826690388,0.62325,8
forfar-athletic,0.1390958336926601,0.07805159553056841,0.010155757773734883,0.13836064018095418,0.2680261886777656,0.585,8
dunfermline-athletic,0.13136705189956013,0.10791090886842178,-0.0464687928798926,0.129963950492972,0.3151546299916852,0.53425,8
edinburgh-city-fc,0.12479312122377119,0.07924618412719875,-0.006159968303678075,0.12575863840209733,0.2538211557721283,0.52725,8
peterhead,0.12187205509991378,0.08057061160455133,-0.010271398075871224,0.12194201492628019,0.25400473099465265,0.50075,8
cove-rangers,0.11655706007999254,0.08117997165201321,-0.01595825547984186,0.11831372467319357,0.2480759728763164,0.47775,8
stenhousemuir,0.11020602023167989,0.07605402294870617,-0.016817516752651925,0.11193365854099768,0.23228347505268182,0.43475,8
dumbarton,0.10792420284862328,0.07556571018724796,-0.01777229754190516,0.10969169431187178,0.2285521968526329,0.42925,8
falkirk-fc,0.1003426829114097,0.08179393018237165,-0.039063375997226424,0.10252604252999878,0.23305685676287705,0.397,8
east-fife,0.0946537113496351,0.08021349743773235,-0.03788963248865485,0.09752524239768826,0.22452227074701045,0.3765,8
hamilton-academical,0.07872169168405307,0.08740249804843901,-0.06911551809320031,0.08187491976558658,0.21478521275313886,0.3125,8
inverness-caledonian-thistle,0.0753236026129582,0.10759495470704115,-0.1124838400220193,0.08331291788899428,0.24596195513923905,0.3255,8
albion-rovers,0.06944086484177117,0.1101341251605605,-0.12403397308726069,0.07834769814030454,0.24146242231624604,0.30975,8
alloa-athletic,0.06278973503101684,0.08087986720718834,-0.07475786275888893,0.06780203203446535,0.1868053490220927,0.21725,8
clyde-fc,0.03957038108967593,0.08442507957573753,-0.10209712360368024,0.042592160983411384,0.17178048921207104,0.163,8
arbroath,0.032201926006270414,0.11239539307320175,-0.1681081863691926,0.042433399490545275,0.19985970461209238,0.1945,8
the-spartans-fc,0.008895114629925425,0.09134082839651386,-0.1486079632924428,0.011557241507295729,0.1487885139595628,0.09575,8
kelty-hearts-fc,-0.04311515634631151,0.09658615840537131,-0.20956425416161745,-0.039840958182556896,0.10958784417710173,0.03125,8
airdrieonians,0.2746873175293709,0.12194221969402473,0.09829229950451274,0.2642690623606849,0.4947876273080567,0.92475,9
annan-athletic,0.24678994204392718,0.08458881798164791,0.11333120009257255,0.24153904574632817,0.3955852432728695,0.94975,9
stranraer,0.21562468446473912,0.08589664815249808,0.0845261461368254,0.21134696603547343,0.36494714746276735,0.8755,9
queen-of-the-south,0.19706290462661136,0.08213411534414757,0.06916824901486789,0.19305412949633627,0.33785936735735844,0.8325,9
stirling-albion,0.1955753149287444,0.08245055480772841,0.06837782757062535,0.19223536652391462,0.33652923476628527,0.8235,9
elgin-city,0.17954820995732163,0.07850047379981785,0.055460883721809726,0.17705172947936543,0.3160347151819647,0.783,9
montrose,0.17318653573642978,0.0790227702052493,0.04855571884289807,0.16848817100391383,0.3088630185104062,0.752,9
bonnyrigg-rose,0.1404137891281283,0.07526181873470567,0.020244491078631115,0.13834714350685015,0.2609195276255677,0.61325,9
dunfermline-athletic,0.13120536899257956,0.10041974270099066,-0.031826896011617825,0.13061822300341122,0.2981788028496659,0.5515,9
forfar-athletic,0.12680326562838512,0.07794443696006674,0.0023767635495223747,0.1252559224870789,0.2616523845299362,0.529,9
dumbarton,0.12530887137914984,0.07618597398033432,-0.0009847833083191186,0.12553843095355002,0.2490733151378945,0.5305,9
cove-rangers,0.11786784638321962,0.08067809004584714,-0.016111672759492088,0.11761534598481635,0.2506766344173847,0.493,9
edinburgh-city-fc,0.11328759646698248,0.07973720958554859,-0.016894802324201746,0.11308067372442399,0.24403898325196188,0.46675,9
peterhead,0.11263147746200491,0.07568651674090932,-0.013008345307206032,0.11501519809212715,0.23825494797093216,0.47175,9
stenhousemuir,0.10139095907989691,0.07689543911355785,-0.0270591423078509,0.10224495863689484,0.2257327394344931,0.4065,9
falkirk-fc,0.09630274147495507,0.08024778970229152,-0.04106400192451698,0.09811469883372004,0.22563188120152788,0.38675,9
east-fife,0.08727311209383351,0.07764768122101123,-0.04253245111199524,0.08889644933229715,0.21100185219561074,0.338,9
hamilton-academical,0.07918974667032908,0.08756541696836401,-0.07611416887780487,0.08317431275936457,0.21452746351574137,0.32675,9
inverness-caledonian-thistle,0.07467124727117537,0.10313934049482382,-0.10043178196269463,0.07895618738134454,0.23760453954362087,0.32625,9
albion-rovers,0.06933676942626386,0.10436519812748087,-0.10809925677709124,0.07530651358435718,0.2281285961756585,0.31175,9
alloa-athletic,0.06716641029207425,0.07739783635992376,-0.06463138029988323,0.07019667720806771,0.19045047834036077,0.2475,9
clyde-fc,0.055920862178985106,0.07976943051699749,-0.08274245167605872,0.06041628031565266,0.18098076283380368,0.22375,9
arbroath,0.0048516189036943705,0.1141752909481357,-0.19145740148778487,0.01526245953065819,0.1722369233674672,0.13675,9
the-spartans-fc,-0.004004451624537878,0.09307745001533235,-0.16432783565848147,-4.5489379874461e-5,0.14197272636432412,0.07675,9
kelty-hearts-fc,-0.03811006542524436,0.09483882419237352,-0.20016014226157366,-0.03482568506000361,0.1139512665748424,0.034,9
airdrieonians,0.27835563567375743,0.12429536374959214,0.09733736860137529,0.26699817939755427,0.4992928650055237,0.9275,10
annan-athletic,0.25131291093354036,0.08735846565975393,0.11623388365204079,0.24630895944113546,0.40028183022106806,0.94725,10
stranraer,0.21543517931346473,0.08471512447385063,0.08596067288825641,0.21131560926518056,0.36098151698483677,0.88075,10
stirling-albion,0.1969798798596073,0.08142142721993094,0.07038190607835279,0.19173947908501568,0.3392677729342453,0.84175,10
queen-of-the-south,0.19459191658257424,0.08000306410794668,0.07053993412393607,0.19003186528600455,0.33587273645281157,0.8265,10
elgin-city,0.17887240436988153,0.07781700726031843,0.057072213941404416,0.1753429023404503,0.3149486432315025,0.7725,10
montrose,0.1767879516084084,0.07731211540976668,0.05732915243408078,0.17319802059667627,0.3113152581343835,0.76675,10
bonnyrigg-rose,0.14174218600086272,0.07431019271352363,0.019774214066674088,0.14190015875262282,0.2629619594669113,0.62525,10
