site,max_rhat,min_ess_bulk,min_ess_tail,worst_rhat_fold
ha.γ_base,1.0029479159559291,2546.466245062984,2493.2517743748917,21
ha.γ_team_raw[10],1.004561850251259,4759.27081746802,2493.790874264967,5
ha.γ_team_raw[11],1.003753511605852,4087.173254673029,2471.647187206476,8
ha.γ_team_raw[12],1.0032965255287414,4414.786806698641,2297.7274940806865,10
ha.γ_team_raw[13],1.00465461758117,3462.790889485497,2221.9080016915887,10
ha.γ_team_raw[14],1.00482295897308,3682.526833424538,2261.546638062838,16
ha.γ_team_raw[15],1.0068917176411019,3766.3454413232407,2355.726243539768,2
ha.γ_team_raw[16],1.005088513522933,3235.1587816464535,1975.7494667838832,36
ha.γ_team_raw[17],1.0054875784717336,4236.926101793881,2378.0243371951465,7
ha.γ_team_raw[18],1.0030502899749358,2569.333356787456,1687.0794990733752,7
ha.γ_team_raw[19],1.0035439674567728,3912.5917325072824,1948.1191439105105,16
ha.γ_team_raw[1],1.0039674181939768,2132.324500368854,1967.014375962917,18
ha.γ_team_raw[20],1.0027630720378078,3408.447687447758,2685.679191793863,24
ha.γ_team_raw[21],1.0038720458768156,3790.6934174038615,2166.115583454593,7
ha.γ_team_raw[22],1.0032096267952098,3937.1534635835337,2259.722383856494,16
ha.γ_team_raw[23],1.0047986364340717,3690.90000365,2157.9335142227474,12
ha.γ_team_raw[24],1.0028252344697828,3318.9507647762316,2110.544264244212,13
ha.γ_team_raw[25],1.0031382908017614,3541.4027878814377,1738.3089124381795,11
ha.γ_team_raw[2],1.0047770275978565,3286.614778391091,2184.6759273261887,35
ha.γ_team_raw[3],1.0050549382514908,4335.214577413108,2241.4980658874892,7
ha.γ_team_raw[4],1.0032675215114537,3162.852398410982,1814.9860169759183,24
ha.γ_team_raw[5],1.003862433375893,3847.508380887736,2259.8716534747173,13
ha.γ_team_raw[6],1.002457413137556,3863.5668049696233,2568.6409349334112,9
ha.γ_team_raw[7],1.0034948137935173,3854.3310551432933,2316.7621982005317,27
ha.γ_team_raw[8],1.004788504442397,2927.103612609153,2453.5046483315336,4
ha.γ_team_raw[9],1.0030085928981087,4004.7252560594516,2180.968423473827,28
ha.σ_γ,1.0105534928545619,716.1895821957196,438.8431731470549,2
