model,folds,oos,draws,max_rhat,worst_rhat_fold,min_ess_bulk,min_ess_tail,n_divergent,n_transitions,divergence_rate,treedepth_rate,min_bfmi,passed,strict_rhat_pass,failures,wall_min,run_id,σ_sup_median,σ_smile_median,σ_smile_q05,σ_smile_q95,κ_median,β_median,β_q05,β_q95,β_sd,φ_median,gate_pass,gate_failures
m05_joint_grw_smile_spine_w020,2,39,4000,1.0064751874570133,2,1222.8482300343426,1802.3473858061554,0,8000,0.0,0.0,0.6799211470802063,true,true,,2.8365110635757445,59d3adf2-5bc1-40b1-b89e-8b1934e16335,0.2303404679876803,0.06345875439812816,0.06054201795387143,0.06661756901795138,1.0995512975772108,0.05283235367374674,0.04999483888628718,0.055693915059503656,0.0017322945761865298,0.900/0.949/1.000/1.054/1.111,true,
m05_joint_grw_smile_spine_w040,2,39,4000,1.005057910001527,2,1544.417621302521,1984.5006548098252,0,8000,0.0,0.0,0.7012735877217049,true,true,,3.5203228990236917,ecf43154-8788-4dae-bbdc-5619de431a91,0.2152510361824617,0.062254325852994626,0.06027924527999301,0.06440397811291675,1.0965860953875037,0.052851917793413354,0.05086375028651608,0.054903330034667394,0.00123148738828497,0.900/0.949/1.000/1.054/1.111,true,
