model,fold,β_median,β_q05,β_q95,β_sd,φ_at_median,rhat,ess_bulk,ess_tail
m05_joint_grw_smile_spine_w020,1,0.05282215789531018,0.04989130952683869,0.055684538949917727,0.0017542788470931937,0.9/0.949/1.0/1.054/1.111,0.9998470459516835,4236.06174541644,2444.0763320134383
m05_joint_grw_smile_spine_w020,2,0.0528379176091799,0.05011148136723388,0.05571240412669674,0.0017100828374041269,0.9/0.949/1.0/1.054/1.111,1.001005840705952,4064.5218191196923,2563.710089596872
m05_joint_grw_smile_spine_w040,1,0.05283298938101803,0.050829084538277045,0.05495065936539971,0.00124926407030202,0.9/0.949/1.0/1.054/1.111,1.001124833903233,3836.6612238116063,2199.8688894871884
m05_joint_grw_smile_spine_w040,2,0.05286308263486639,0.050879854168025755,0.05486435992496148,0.0012135528421610838,0.9/0.949/1.0/1.054/1.112,0.9999399538655223,3983.485168846754,2020.889514151655
