parameter,mean_reference,mean_candidate,z,sd_ratio
mu_regular[1],0.13388911170373008,0.1347318442970139,0.538170965611007,0.9825334682570621
ha_regular[1],0.11986284538462948,0.1210062703341469,1.008456477680762,0.9927494523426165
sigma_regular_raw[1],-0.6118560787742817,-0.606871683454615,0.9789412121191701,0.9797204357118614
raw_attack[1],0.7121639999917345,0.7047504210269482,-0.7175394518272219,1.0150222560832585
raw_attack[2],-0.04611856396247,-0.026767093760045258,1.8606378821240275,0.9853635321532358
raw_attack[3],0.5296929112965888,0.5232259160619113,-0.7628332153760751,0.9889892602879796
raw_attack[4],0.4411326916869325,0.4471874663060954,0.7073888606902459,0.9987993919261219
raw_attack[5],-0.42523598307132804,-0.4216279523725676,0.4074527571890989,1.0237730712129638
raw_attack[6],-0.33320847260233316,-0.32294712200235753,1.1713476722319076,1.0124541984106956
raw_attack[7],0.31905190832775815,0.32308113039497266,0.4531773254920718,1.006447111262033
raw_attack[8],0.0672429969939396,0.0776484169205798,1.1873122354594121,0.9868233684711416
raw_attack[9],0.2564864727333436,0.2699493445646369,1.3272279735706596,0.9982384812889297
raw_attack[10],-0.1605051582182287,-0.17177076981529643,-1.310557471578389,1.0216648876423575
raw_attack[11],-0.6612978906977721,-0.6769655456398495,-1.7680656734821036,1.0042699871358232
raw_attack[12],-0.898991311022829,-0.8915889500215523,0.8173936856647325,0.9895442999305321
raw_attack[13],2.1055700723589488,2.1072994521434283,0.2072459181134557,0.9846511711268228
raw_attack[14],-0.7824571778674834,-0.8100895277000733,-3.1168283478186187,1.0171970399512211
raw_attack[15],0.9797092393811937,0.9784117385748073,-0.14997693964453113,0.9809107289773086
raw_attack[16],-0.40271407461238246,-0.39877905102071687,0.44160092094078507,0.9859773853960794
raw_attack[17],0.2478100185309118,0.2544557901206753,0.775674863193801,0.9546153222543635
raw_attack[18],-0.06710642250699997,-0.07546139457698425,-0.9788685078027969,0.9896253912122084
raw_attack[19],-0.27572563105494896,-0.2716214473817828,0.4775132284589173,0.9896567894968024
raw_attack[20],-0.3465580027737104,-0.35681832325551516,-1.1579358284657613,0.9875099590228791
raw_attack[21],-0.42234003050715263,-0.4154802250312692,0.8153204061408614,0.9661041949871676
raw_attack[22],-0.8442263553452389,-0.8453059635275735,-0.1215725640107104,0.9614834844030924
raw_attack[23],0.006551184844736643,0.019334696484259218,1.386724830703783,1.0117914003169843
raw_attack[24],0.017475308600424917,0.009424414001184192,-0.6956408913402913,1.0024980058052888
raw_attack[25],0.004440844360350347,-0.015305110035008623,-1.686019936672417,0.9992866671325005
raw_defence[1],-0.06859403929273152,-0.062969033350934,0.5585790768352082,1.0088106855123957
raw_defence[2],0.01621454974436943,0.01051577096753721,-0.5409825297279509,1.0146438231157147
raw_defence[3],-0.08580528105304316,-0.07895767233783146,0.7863795496239013,1.0038712684448312
raw_defence[4],0.5387323448571617,0.5442333992722026,0.6841086824719732,0.9667706994722122
raw_defence[5],-0.1264588660256862,-0.11899061831508335,0.8595024050599974,0.9614669526954204
raw_defence[6],0.449651529329945,0.45698293939732865,0.8435115692167701,0.9876644649691693
raw_defence[7],0.7447673908712696,0.7505346138839981,0.6563794849367202,0.9580008777575832
raw_defence[8],-0.2267439903485502,-0.22499023493768458,0.19787680200950403,1.0308895161982472
raw_defence[9],-0.6788782848232192,-0.6799472657169628,-0.10202522442890831,0.9863537862294041
raw_defence[10],-0.026775750804492397,-0.013096593370076189,1.5567378525762194,0.9857667984018228
raw_defence[11],1.8973747727003973,1.896326144721639,-0.1178351406235203,0.9731008212511322
raw_defence[12],0.6291839514767614,0.6334852230487895,0.510183469736126,1.0126441704189724
raw_defence[13],-1.2474679683957404,-1.2455849857753363,0.21823330653106507,1.0079965307868943
raw_defence[14],-0.23330031804193987,-0.21626837458849724,1.8108763508804753,0.98896870700997
raw_defence[15],-1.3252320311666412,-1.3313348735172297,-0.6638440005874685,0.9965391779273707
raw_defence[16],0.5121259984154988,0.506582211544032,-0.6458846169373506,0.9893277629626481
raw_defence[17],0.22641339296008686,0.2145447214017204,-1.350979022843022,0.9904788769177885
raw_defence[18],-0.0045895006617765275,0.004628701176414649,1.0466684298453535,1.0045222900858946
raw_defence[19],-0.1137631525339682,-0.11983972397995973,-0.7179314585300208,0.9872024205200662
raw_defence[20],-0.7520098427289902,-0.7512216508010227,0.09000239962627773,1.0058402939330977
raw_defence[21],0.0728096156000107,0.06557792708907158,-0.8378482411286352,1.0223600970870694
raw_defence[22],0.06495924625476227,0.06702574841507095,0.23586311059867804,0.9915576046754727
raw_defence[23],-0.3069607737255661,-0.2990966292498791,0.8952528883489912,0.9961954703742496
raw_defence[24],0.0063044131664149105,0.00019042984170306054,-0.5223619928510342,0.9904389802221328
raw_defence[25],-0.007149726065917408,0.001964929698869286,0.7889636027676229,0.9806463212644676
mu_penalty[1],-1.9744644540317438,-1.9755940428482544,-0.1496123198535733,0.990822591806308
ha_penalty[1],0.026091852053673505,0.027995108250484305,0.487521446255286,0.9846114255727951
mu_own[1],-3.4719782431196045,-3.4653458982657606,0.8547916929755974,1.0201685694260467
conversion_raw[1],1.3593542683000441,1.3542538938076016,-0.49238479342430125,0.9762456510936731
sigma_referee_raw[1],-0.7852895913603444,-0.779935341194866,0.2798180822468835,0.9754924283702583
raw_referee[1],-0.05431731634211095,-0.05312749200045105,0.10995824903392416,0.9688984257380356
raw_referee[2],0.004359928071610087,0.00805555534441923,0.3036825843191894,0.9906253276049956
raw_referee[3],-0.05361424607551418,-0.05497407790431326,-0.11726618073433263,1.0010505858567693
raw_referee[4],-0.1261701353278895,-0.14125112316798294,-1.2927715522816399,1.0071019370919885
raw_referee[5],-0.035072830117260735,-0.032592849857137805,0.20967859410384518,0.9970639162529513
raw_referee[6],0.030732854713533708,0.04623280474896816,1.4015135989132133,1.0129103216536621
raw_referee[7],-0.0017095171906701748,-0.0009307344258276882,0.06703448881756625,0.9917303913562625
raw_referee[8],0.056246128370260065,0.05366029976737169,-0.23235507265625222,0.9833182583727266
raw_referee[9],-0.04637170365839397,-0.04454233528798072,0.16130991001343148,0.9709853999064743
raw_referee[10],-0.023989791260030948,-0.016506888722813758,0.6091042976121097,0.9753633536655268
raw_referee[11],0.2945387345249571,0.3054075491603228,0.8371589938375044,0.9946210536642653
raw_referee[12],-0.018550499299563667,-0.010877948758289157,0.6913835851806499,1.0075286875136054
raw_referee[13],0.04562118503941058,0.03733629794006759,-0.7038099683357502,1.00288002387303
raw_referee[14],0.02077332084630717,0.01238144488519531,-0.7423553895440308,1.0232287297657332
raw_referee[15],0.032230375880454874,0.003338345025094127,-2.579575745950045,1.009955493120018
raw_referee[16],0.10066094218901088,0.09085726571355886,-0.8382100110016023,0.9921859626775918
raw_referee[17],-0.019534167007996924,-0.013380914546465514,0.5506265583825926,0.9731290066726261
raw_referee[18],0.05412737428478084,0.06399460513469034,0.8419639140563839,0.9897880885792847
raw_referee[19],-0.020024504312705436,-0.02825113519211543,-0.7247509438773011,0.9863451117098301
raw_referee[20],0.06107554265911388,0.06579320610883559,0.4021654327119571,1.0185878886555069
raw_referee[21],0.057424070025345275,0.04945039640401343,-0.6949620743660169,0.997847373916199
raw_referee[22],-0.08228581869113602,-0.09760789715883225,-1.3112040506612062,0.9829080891245036
raw_referee[23],-0.0043762275475564905,-0.002345564699892183,0.18054192152072127,0.9943474002334389
raw_referee[24],0.011313623282895612,0.01542893854283452,0.34968073604432176,0.9942306754468584
raw_referee[25],0.007784958442866159,0.002817437842264458,-0.4500497040249268,1.011419462750247
raw_referee[26],-0.021417092068045842,-0.021535976404784687,-0.010906120382643597,0.9989698592184737
raw_referee[27],-0.016568693298273474,-0.018748294316591616,-0.19097145306227775,1.0229039698718028
raw_referee[28],-0.041718451600205514,-0.04305380773317587,-0.11936719221223763,0.9997995418246867
raw_referee[29],0.011291252662576924,0.0046269590962953275,-0.5791600799665161,1.0005243810543907
raw_referee[30],-0.08683411678896126,-0.0950912976070278,-0.7118151565494244,0.9901189160260571
raw_referee[31],-0.0032204863129534182,-0.0022943214509487785,0.07693099775404338,0.9980152018642001
raw_referee[32],-0.038053502955683584,-0.04138634819376513,-0.2925310172561082,0.9884312157516586
