model,config,rep,chain,seed,thread,start_s,stop_s,elapsed_s,status,mean_concurrency,mean_tree_depth,mean_leapfrog,step_size,mean_acceptance,n_divergent
m00_recombined_control,B,1,1,20261911,9,0.0773458480834961,24.360990047454834,24.283644199371338,ok,15.430489008932934,4.716,29.496,0.19408299488153827,0.9407920061959764,0
m00_recombined_control,B,1,2,20261912,2,0.0773458480834961,24.468252897262573,24.390907049179077,ok,15.384598589840273,4.936,30.232,0.18214740496668197,0.948584478986512,0
m00_recombined_control,B,1,3,20261913,8,0.0773458480834961,24.467747926712036,24.39040207862854,ok,15.384834292679406,4.752,29.496,0.19099668490321114,0.9489877052114014,0
m00_recombined_control,B,1,4,20261914,6,0.0773458480834961,22.772085905075073,22.694740056991577,ok,15.77891295409739,4.884,29.976,0.1820711790257383,0.9566467521926937,0
m00_recombined_control,B,2,1,20262911,5,0.0773458480834961,20.519068956375122,20.441723108291626,ok,15.974978668059517,4.014,16.152,0.21821780733025112,0.9283540636555605,0
m00_recombined_control,B,2,2,20262912,7,0.0773458480834961,25.206385850906372,25.129040002822876,ok,15.000531267741836,4.504,31.544,0.20198428761690979,0.9370552287268527,0
m00_recombined_control,B,2,3,20262913,10,0.07734489440917969,25.191730976104736,25.114386081695557,ok,15.008700663401791,4.996,30.936,0.16761641071171585,0.9615074707383136,0
m00_recombined_control,B,2,4,20262914,13,0.07734489440917969,24.1279878616333,24.05064296722412,ok,15.516677404633432,4.374,30.424,0.20645389920893567,0.9462653123707716,0
m00_recombined_control,B,3,1,20263911,15,0.07734489440917969,23.558537006378174,23.481192111968994,ok,15.658294050586727,5.0,31.0,0.16681381289387442,0.9597762700807289,0
m00_recombined_control,B,3,2,20263912,11,0.07734489440917969,24.711277961730957,24.633933067321777,ok,15.262418550421167,5.0,31.0,0.1471916028166482,0.9716640649698319,0
m00_recombined_control,B,3,3,20263913,3,0.0773458480834961,22.911747932434082,22.834402084350586,ok,15.761916291973732,4.18,24.472,0.2076873754548218,0.9486235830833881,0
m00_recombined_control,B,3,4,20263914,4,0.0773458480834961,20.00758981704712,19.930243968963623,ok,16.0,3.998,15.056,0.2282628753028146,0.9294095207954837,1
m00_recombined_control,B,4,1,20264911,12,0.07734489440917969,23.9441339969635,23.86678910255432,ok,15.566877551812844,5.0,31.0,0.14392847577172257,0.9663864751296324,0
m00_recombined_control,B,4,2,20264912,14,0.07734489440917969,24.175285816192627,24.097940921783447,ok,15.501924133079012,5.0,31.0,0.11858127051352224,0.9830563623461908,0
m00_recombined_control,B,4,3,20264913,17,0.07734489440917969,23.558539867401123,23.481194972991943,ok,15.658293483005469,5.0,31.0,0.13055528510162684,0.9792811805992867,0
m00_recombined_control,B,4,4,20264914,16,0.07734489440917969,24.20512104034424,24.12777614593506,ok,15.491411070843347,4.4,30.84,0.20074927055736036,0.9350215118697324,0
