tag,gc_threads,heap_size_hint_gib,queue_wall_s,n_chains,mutator_threads,mutator_cpu_s,mutator_utilisation,other_threads_active,other_cpu_s,other_cpu_share,gc_time_s,gc_wall_share,gc_pauses,gc_full_sweeps,allocated_gib,allocation_gib_per_s,time_to_safepoint_s,mark_time_s,sweep_time_s,max_pause_ms_lifetime,rss_peak_queue_gib,rss_mean_queue_gib,maxrss_process_gib
gcE_default_adfix_20260910,16,0.0,25.20655083656311,16,17,313.30999999999995,0.7768565848999739,15,19.119999999999994,0.05751586800228618,4.240871598,0.16824481959064572,399,5,22.110217697918415,0.8771615696760328,0.051386157,0.538321583,3.701858527,87.794118,2.2914657592773438,2.2030002887432394,2.491363525390625
