arm,match_id,group,line,selection,side,effective_odds,p_model,p_market,edge,risk,score,outcome,net_pnl,fixture
ctx_raw,16362612,1X2,0.0,away,back,4.5,0.3307963937536879,0.21621621621621623,0.11458017753747168,10.403767501809265,7-3,lose,-10.403767501809265,edinburgh-city-fc v stirling-albion
ctx_raw,16362605,1X2,0.0,home,back,2.62,0.4398055795014882,0.3721998512967366,0.06760572820475158,10.223728019599747,2-0,win,16.23119060391656,annan-athletic v elgin-city
ctx_raw,16362607,1X2,0.0,away,back,4.5,0.31923863213436726,0.21741406386320014,0.10182456827116712,9.374944121073163,3-1,lose,-9.374944121073163,stranraer v dumbarton
ctx_raw,16362438,1X2,0.0,away,back,4.5,0.31742711370625076,0.21766784452296822,0.09975926918328254,9.07145792560804,3-1,lose,-9.07145792560804,east-kilbride v peterhead
ctx_raw,16362438,OverUnder,2.5,under_25,back,2.74,0.46866606117593157,0.3583138173302107,0.11035224384572084,7.915708096122249,3-1,lose,-7.915708096122249,east-kilbride v peterhead
ctx_raw,16362605,OverUnder,2.5,under_25,back,2.44,0.469240936327888,0.4058441558441559,0.0633967804837321,7.167120777814522,2-0,win,10.114240841651853,annan-athletic v elgin-city
ctx_raw,16362618,1X2,0.0,away,back,3.85,0.32192464654392755,0.25082164589502454,0.07110300064890301,6.1841326631146005,4-1,lose,-6.1841326631146005,clyde-fc v kelty-hearts-fc
ctx_raw,16362439,1X2,0.0,away,back,3.85,0.3264393088228421,0.2527359074953541,0.07370340132748804,5.947423743577468,2-1,lose,-5.947423743577468,montrose v cove-rangers
ctx_raw,16362607,1X2,0.0,draw,back,4.2,0.25210706299442387,0.23294363985342872,0.019163423140995145,3.409627933722556,3-1,lose,-3.409627933722556,stranraer v dumbarton
ctx_raw,16362438,1X2,0.0,draw,back,4.4,0.24971573708122477,0.22261484098939932,0.02710089609182545,3.0819775597079326,3-1,lose,-3.0819775597079326,east-kilbride v peterhead
ctx_raw,16362607,OverUnder,2.5,under_25,back,2.38,0.4776619072768305,0.41234567901234565,0.06531622826448485,3.022886356015435,3-1,lose,-3.022886356015435,stranraer v dumbarton
ctx_raw,16362612,1X2,0.0,draw,back,4.0,0.2521962234295382,0.24324324324324326,0.008952980186294923,2.9778911960678123,7-3,lose,-2.9778911960678123,edinburgh-city-fc v stirling-albion
ctx_raw,16362612,OverUnder,2.5,under_25,back,2.24,0.47475125160018833,0.4371859296482412,0.03756532195194712,2.8604415642655843,7-3,lose,-2.8604415642655843,edinburgh-city-fc v stirling-albion
ctx_raw,16362437,1X2,0.0,away,back,3.2,0.344151690776861,0.3032960387057756,0.04085565207108538,2.7866453121219483,1-0,lose,-2.7866453121219483,airdrieonians v alloa-athletic
ctx_raw,16362609,1X2,0.0,draw,back,4.0,0.2617685183641839,0.24251272211562527,0.019255796248558638,2.412202980319994,5-1,lose,-2.412202980319994,the-spartans-fc v forfar-athletic
ctx_optB,16362609,OverUnder,2.5,under_25,lay,2.3513513513513513,0.48419965237126894,0.42387921329713263,0.06032043907413631,13.327153829004509,5-1,lose,-13.327153829004509,the-spartans-fc v forfar-athletic
ctx_optB,16362618,OverUnder,2.5,under_25,lay,2.587553579933323,0.4384966719380199,0.383556747839196,0.05493992409882387,10.441825354809003,4-1,lose,-10.441825354809003,clyde-fc v kelty-hearts-fc
ctx_optB,16362438,OverUnder,2.5,under_25,back,2.74,0.4198666292329647,0.3583138173302107,0.06155281190275397,8.522640712989919,3-1,lose,-8.522640712989919,east-kilbride v peterhead
ctx_optB,16362609,1X2,0.0,away,back,5.1,0.2502585273890336,0.19020605656127476,0.06005247082775883,6.320394826786733,5-1,lose,-6.320394826786733,the-spartans-fc v forfar-athletic
ctx_optB,16362438,1X2,0.0,away,back,4.5,0.26392017010457397,0.21766784452296822,0.04625232558160575,4.933856012391144,3-1,lose,-4.933856012391144,east-kilbride v peterhead
ctx_optB,16362605,OverUnder,2.5,under_25,back,2.44,0.4337426734880212,0.4058441558441559,0.027898517643865306,4.534260787639751,2-0,win,6.398748823517217,annan-athletic v elgin-city
ctx_optB,16362612,1X2,0.0,away,back,4.5,0.2610084962645999,0.21621621621621623,0.04479228004838365,4.400712952194838,7-3,lose,-4.400712952194838,edinburgh-city-fc v stirling-albion
ctx_optB,16362607,1X2,0.0,away,back,4.5,0.2599143320649375,0.21741406386320014,0.042500268201737385,4.341825078642354,3-1,lose,-4.341825078642354,stranraer v dumbarton
ctx_optB,16362618,1X2,0.0,away,back,3.85,0.2864906053383545,0.25082164589502454,0.035668959443329984,3.3422359497401493,4-1,lose,-3.3422359497401493,clyde-fc v kelty-hearts-fc
ctx_optB,16362605,1X2,0.0,home,back,2.62,0.398936359949186,0.3721998512967366,0.02673650865244942,3.300355976086651,2-0,win,5.2396451476351675,annan-athletic v elgin-city
ctx_optB,16362607,OverUnder,2.5,under_25,back,2.38,0.44357150386643607,0.41234567901234565,0.031225824854090423,3.083787917653369,3-1,lose,-3.083787917653369,stranraer v dumbarton
ctx_optB,16362439,1X2,0.0,away,back,3.85,0.28368104978023734,0.2527359074953541,0.030945142284883265,2.607181596939544,2-1,lose,-2.607181596939544,montrose v cove-rangers
ctx_optB,16362612,OverUnder,2.5,under_25,back,2.24,0.4572547876186619,0.4371859296482412,0.020068857970420684,1.7726793326841759,7-3,lose,-1.7726793326841759,edinburgh-city-fc v stirling-albion
ctx_optB,16362437,1X2,0.0,away,back,3.2,0.3250502265211061,0.3032960387057756,0.021754187815330506,1.149219099997765,1-0,lose,-1.149219099997765,airdrieonians v alloa-athletic
