tag,gc_threads,heap_size_hint_gib,queue_wall_s,n_chains,mutator_threads,mutator_cpu_s,mutator_utilisation,other_threads_active,other_cpu_s,other_cpu_share,gc_time_s,gc_wall_share,gc_pauses,gc_full_sweeps,allocated_gib,allocation_gib_per_s,time_to_safepoint_s,mark_time_s,sweep_time_s,max_pause_ms_lifetime,rss_peak_queue_gib,rss_mean_queue_gib,maxrss_process_gib
gcC_hint48_gc2_20260910,2,48.0,2028.5769591331482,16,17,13300.609999999999,0.4097888035538105,1,992.55,0.06944230666976373,1230.786213967,0.6067239443027785,53186,3478,11873.073449738324,5.852907574584662,8.954397641,865.688895344,365.056904617,312.313793,3.023334503173828,2.676508031865602,3.2847213745117188
