model,config,rep,chain,seed,thread,start_s,stop_s,elapsed_s,status,mean_concurrency,mean_tree_depth,mean_leapfrog,step_size,mean_acceptance,n_divergent
m00_recombined_control,B,1,1,20261911,5,0.0759739875793457,2008.0041689872742,2007.9281949996948,ok,15.739613112434483,4.784,29.208,0.18560256211685933,0.9490752864042602,0
m00_recombined_control,B,1,2,20261912,6,0.0759739875793457,1939.5848619937897,1939.5088880062103,ok,15.96590712660497,4.278,28.088,0.20401603009346206,0.9343075539713432,0
m00_recombined_control,B,1,3,20261913,7,0.0759739875793457,2004.0372891426086,2003.9613151550293,ok,15.760872382497752,4.998,30.968,0.1633095560000008,0.9677144088973988,0
m00_recombined_control,B,1,4,20261914,9,0.0759739875793457,1874.7217741012573,1874.645800113678,ok,15.999999990842996,4.908,30.232,0.1888858396444701,0.9584702048454289,0
m00_recombined_control,B,2,1,20262911,8,0.0759739875793457,1951.1658911705017,1951.0899171829224,ok,15.948302475652632,5.0,31.0,0.12960306255941587,0.9779439968126926,0
m00_recombined_control,B,2,2,20262912,17,0.07597613334655762,2028.5765120983124,2028.5005359649658,ok,15.607677300333235,5.0,31.0,0.1627261148977902,0.9619774854241573,0
m00_recombined_control,B,2,3,20262913,10,0.07597613334655762,2018.734205007553,2018.6582288742065,ok,15.676684715669474,4.824,29.592,0.18882542370245103,0.9475575848897223,0
m00_recombined_control,B,2,4,20262914,16,0.07597613334655762,2017.6697340011597,2017.593757867813,ok,15.68337286251985,5.0,31.0,0.1450065669762288,0.9748442338557801,0
m00_recombined_control,B,3,1,20263911,13,0.07597613334655762,1972.6150360107422,1972.5390598773956,ok,15.895873140472787,5.0,31.0,0.12095346642887012,0.9824752221918971,0
m00_recombined_control,B,3,2,20263912,15,0.07597613334655762,2023.2050640583038,2023.1290879249573,ok,15.646460974628793,4.838,29.976,0.18582623375607574,0.9481853868054374,0
m00_recombined_control,B,3,3,20263913,3,0.0759739875793457,1938.3245360851288,1938.2485620975494,ok,15.967185437206682,5.0,31.0,0.1651121847705155,0.963278878760036,0
m00_recombined_control,B,3,4,20263914,2,0.0759739875793457,1974.6934871673584,1974.617513179779,ok,15.888614644915176,4.906,30.296,0.18530105652335582,0.9561434711308173,0
m00_recombined_control,B,4,1,20264911,14,0.07597613334655762,2003.9342579841614,2003.8582818508148,ok,15.761374259627067,5.0,31.0,0.15235030845449413,0.9701479602083848,0
m00_recombined_control,B,4,2,20264912,11,0.07597613334655762,1958.3657841682434,1958.2898080348969,ok,15.933786065376905,5.0,31.0,0.15658108572670534,0.9649639907288873,0
m00_recombined_control,B,4,3,20264913,12,0.07597613334655762,1968.1330709457397,1968.0570948123932,ok,15.909300137846461,4.846,30.136,0.18680679260346872,0.9568583627260473,0
m00_recombined_control,B,4,4,20264914,4,0.0759739875793457,1979.631714105606,1979.5557401180267,ok,15.86893559847284,5.0,31.0,0.14286145670761666,0.9782584957668159,0
