arm,passed,max_rhat,min_ess_bulk,min_ess_tail,divergences,wall_min,run_id
g1_grw_all_spfl,true,1.0134568141790818,633.4858991393788,461.00154982142203,0,1.5135957678159078,f00ec78a-28ca-464e-91d4-dd1af384415c
