arm,passed,max_rhat,min_ess_bulk,min_ess_tail,divergences,wall_min,run_id
g1_grw_all_spfl,true,1.0134568141790818,633.4858991393788,461.00154982142203,0,1.5135957678159078,f00ec78a-28ca-464e-91d4-dd1af384415c
g2_grw_all_spfl_cups,true,1.0104962169730076,827.4539785031366,696.8184371045048,0,82.41864873568217,a6f62436-ec8a-461d-8bd5-dc1861a2daaa
g3_grw_joint_all_spfl_cups,true,1.0122677247790894,462.1211080743137,576.8147621318207,0,110.00572269757589,9babf9e9-0a04-43af-855c-619a4b7dac8b
