model,fold,n_matches,n_available,min_home,max_home,min_away,max_away
m04_funnel_hierarchical_kappa,1,720,360,0.12023728919843503,4.460932353485923,0.05,4.053336850675555
m04_funnel_hierarchical_kappa,20,1060,700,0.05,4.460932353485923,0.05,4.053336850675555
m04_funnel_hierarchical_kappa,40,1060,1060,0.05,4.441837078696754,0.05,4.019891992558357
m02_joint_gamma_poisson,1,720,360,0.12023728919843503,4.460932353485923,0.05,4.053336850675555
m02_joint_gamma_poisson,20,1060,700,0.05,4.460932353485923,0.05,4.053336850675555
m02_joint_gamma_poisson,40,1060,1060,0.05,4.441837078696754,0.05,4.019891992558357
m03_funnel_shared_kappa,1,720,360,0.12023728919843503,4.460932353485923,0.05,4.053336850675555
m03_funnel_shared_kappa,20,1060,700,0.05,4.460932353485923,0.05,4.053336850675555
m03_funnel_shared_kappa,40,1060,1060,0.05,4.441837078696754,0.05,4.019891992558357
