model,level,group,n_bets,win_rate_pct,roi_pct,stake_share_pct,edge_mean_pp,odds_mean,capture_ratio
m05_joint_grw_baseline,market,1X2,986,29.817444219066935,12.554800082781327,75.92467434516243,3.9299063921210986,3.950410978850687,1.0252064997366508
m05_joint_grw_baseline,market,totals,261,55.55555555555556,8.905096432423472,24.07532565483747,4.862298417800823,1.963919940317211,1.071091142592532
m05_joint_grw_baseline,family,1X2_away,403,26.550868486352357,7.766783120763535,33.30138157763544,5.4999252252634285,4.3642073873389124,0.9320149648398138
m05_joint_grw_baseline,family,1X2_draw,273,24.175824175824175,3.378298092892948,9.482571930032037,0.5053735058081766,4.206364198918352,1.3168025883200476
m05_joint_grw_baseline,family,1X2_home,310,39.03225806451613,19.991705913709897,33.14072083749506,4.904680225047125,3.1870716830467343,0.953463620344471
m05_joint_grw_baseline,family,O/U 1.5_over_15,64,75.0,1.2518908964222746,4.6676794217061985,3.4678269063137384,1.3161811513696102,1.2791719271142654
m05_joint_grw_baseline,family,O/U 2.5_under_25,197,49.23857868020304,10.745747769600966,19.407646233131267,5.315324695644345,2.1743528463712543,1.1423474339396027
m05_joint_grw_supremacy_w040,market,1X2,983,31.33265513733469,14.620886584716168,71.8185497276674,3.377723915559395,3.918040384618655,0.9583509272941254
m05_joint_grw_supremacy_w040,market,totals,261,55.938697318007655,7.986409822468064,28.18145027233257,5.1769411549750055,1.9769992274212425,1.0378479934409133
m05_joint_grw_supremacy_w040,family,1X2_away,394,26.649746192893403,16.644298738962515,27.41673504662031,4.19689166924349,4.394023270911007,1.0149425651474957
m05_joint_grw_supremacy_w040,family,1X2_draw,250,28.000000000000004,11.05639694153756,8.641655479118766,0.699484071678157,4.220440258996445,0.7054428138370146
m05_joint_grw_supremacy_w040,family,1X2_home,339,39.233038348082594,13.930949402710679,35.760159201928325,4.400755968712124,3.141824379327709,0.84614073980695
m05_joint_grw_supremacy_w040,family,O/U 1.5_over_15,58,75.86206896551724,-0.36398664332534897,4.900392966717554,3.6778462541231685,1.3055512160719076,1.2994396030266326
m05_joint_grw_supremacy_w040,family,O/U 2.5_under_25,203,50.24630541871922,9.744071580398954,23.281057305615036,5.605253983789818,2.1688415163781953,1.0922699151473434
m05_joint_grw_smile_supremacy_w020,market,1X2,988,29.453441295546558,16.992717653520025,84.7884941690399,4.029927396326114,4.0261124522902945,1.052204378293678
m05_joint_grw_smile_supremacy_w020,market,totals,252,51.587301587301596,8.543167987619363,15.211505830960123,2.689538115758406,2.068202158958834,0.9850759385851025
m05_joint_grw_smile_supremacy_w020,family,1X2_away,381,25.984251968503933,18.750174187738892,34.117548492599816,5.724257990964884,4.502621610139961,1.05336790126731
