arm,fill_model,slate,as_of,match_id,home_team,away_team,fold_idx,market_group,market_line,selection,venue_selection,side,leverage,venue_odds,effective_odds,p_model,p_market,edge,bankroll_before,stake_fraction,risk_requested,venue_stake_requested,depth_touch,depth_book,venue_stake_filled,risk_filled,fill_pct,fill_vwap,levels_used,slippage_vs_touch,home_goals,away_goals,outcome,gross_return,commission,net_pnl,entry_prob,close_prob,clv,beat_close,has_close
m05_joint_grw_raw,ladder_sweep_v1,2026-08-01,2026-08-01T13:35:00.0,16362792,stirling-albion,dumbarton,41,1X2,0.0,away,away,back,1.0,2.98,2.98,0.4121935452022377,0.3291910313370937,0.08300251386514401,500.0,0.005676106210937317,2.8380531054686586,2.8380531054686586,2.0,6.0,2.8380531054686586,2.8380531054686586,1.0,2.9680755424131076,2,0.004001495834527659,2,0,LOSE,0.0,0.0,-2.8380531054686586,0.3369186483666716,0.32868042614535353,-0.008238222221318092,false,true
m05_joint_grw_raw,ladder_sweep_v1,2026-08-01,2026-08-01T13:35:00.0,16362792,stirling-albion,dumbarton,41,OverUnder,1.5,over_15,over_15,back,1.0,1.27,1.27,0.8165416558379545,0.7798960138648179,0.03664564197313658,500.0,0.0022302576330978526,1.1151288165489264,1.1151288165489264,3.0,242.71,1.1151288165489264,1.1151288165489264,1.0,1.27,1,0.0,2,0,WIN,1.4162135970171366,0.006021695609364203,0.2950630848588459,0.7874015748031495,0.782312925170068,-0.005088649633081532,false,true
m05_joint_td_raw,ladder_sweep_v1,2026-08-01,2026-08-01T13:35:00.0,16362401,alloa-athletic,east-fife,41,1X2,0.0,home,home,back,1.0,2.22,2.22,0.46398625035650753,0.44771349100772245,0.016272759348785082,500.0,0.0020616820389496907,1.0308410194748454,1.0308410194748454,143.8,178.8,1.0308410194748454,1.0308410194748454,1.0,2.22,1,0.0,0,0,LOSE,0.0,0.0,-1.0308410194748454,0.4504504504504504,0.4494315239621982,-0.001018926488252192,false,true
m05_joint_td_raw,ladder_sweep_v1,2026-08-01,2026-08-01T13:35:00.0,16362404,east-kilbride,queen-of-the-south,41,OverUnder,2.5,under_25,over_25,lay,1.3888888888888888,1.72,2.388888888888889,0.450943491798135,0.4128891316220645,0.0380543601760705,500.0,0.0023209413292065596,1.1604706646032799,1.6117648119489998,6.0,76.5,1.6117648119489998,1.1604706646032799,1.0,1.72,1,0.0,5,1,LOSE,0.0,0.0,-1.1604706646032799,0.4186046511627907,0.40047961630695444,-0.018125034855836275,false,true
m05_joint_td_raw,ladder_sweep_v1,2026-08-01,2026-08-01T13:35:00.0,16362405,montrose,hamilton-academical,41,1X2,0.0,home,home,back,1.0,3.05,3.05,0.37764941464765117,0.3219879572865693,0.055661457361081856,500.0,0.004830957438833426,2.4154787194167127,2.4154787194167127,86.23,90.23,2.4154787194167127,2.4154787194167127,1.0,3.05,1,0.0,0,5,LOSE,0.0,0.0,-2.4154787194167127,0.3278688524590164,0.3131977498918217,-0.014671102567194727,false,true
m05_joint_td_raw,ladder_sweep_v1,2026-08-01,2026-08-01T13:35:00.0,16362582,edinburgh-city-fc,elgin-city,41,1X2,0.0,away,away,back,1.0,3.25,3.25,0.39624895972640656,0.3008279668813248,0.09542099284508176,500.0,0.007015638391128715,3.507819195564357,3.507819195564357,6.22,21.66,3.507819195564357,3.507819195564357,1.0,3.25,1,0.0,0,5,WIN,11.400412385584161,0.1578518638003961,7.734741326219408,0.3076923076923077,0.3101871239565103,0.002494816264202615,true,true
m05_joint_td_raw,ladder_sweep_v1,2026-08-01,2026-08-01T13:35:00.0,16362584,forfar-athletic,kelty-hearts-fc,41,1X2,0.0,draw,draw,back,1.0,3.75,3.75,0.25482395613357706,0.2591195409962627,-0.004295584862685664,500.0,0.004010514390972512,2.005257195486256,2.005257195486256,8.0,35.069900000000004,2.005257195486256,2.005257195486256,1.0,3.75,1,0.0,1,0,LOSE,0.0,0.0,-2.005257195486256,0.26666666666666666,0.2613002580537751,-0.00536640861289156,false,true
m05_joint_td_raw,ladder_sweep_v1,2026-08-01,2026-08-01T13:35:00.0,16362584,forfar-athletic,kelty-hearts-fc,41,1X2,0.0,home,home,back,1.0,3.55,3.55,0.4685211585691668,0.2737178249960522,0.19480333357311463,500.0,0.02080723517317593,10.403617586587965,10.403617586587965,8.53,21.18,8.53,8.53,0.8199071072159191,3.55,1,0.0,1,0,WIN,30.281499999999994,0.4350299999999999,21.316469999999995,0.28169014084507044,0.2738283526179972,-0.00786178822707323,false,true
m05_joint_td_raw,ladder_sweep_v1,2026-08-01,2026-08-01T13:35:00.0,16362584,forfar-athletic,kelty-hearts-fc,41,OverUnder,2.5,under_25,under_25,back,1.0,2.02,2.02,0.5103576771356287,0.48807959451849076,0.022278082617137984,500.0,0.002887031810224551,1.4435159051122755,1.4435159051122755,2.7,10.7,1.4435159051122755,1.4435159051122755,1.0,2.02,1,0.0,1,0,WIN,2.9159021283267963,0.02944772446429042,1.4429384987502307,0.49504950495049505,0.48194271481942713,-0.013106790131067914,false,true
m05_joint_td_raw,ladder_sweep_v1,2026-08-01,2026-08-01T13:35:00.0,16362792,stirling-albion,dumbarton,41,1X2,0.0,away,away,back,1.0,2.98,2.98,0.4005747744623075,0.3291910313370937,0.07138374312521378,500.0,0.004690559703107371,2.3452798515536855,2.3452798515536855,2.0,6.0,2.3452798515536855,2.3452798515536855,1.0,2.9740428786036164,2,0.0019990340256320813,2,0,LOSE,0.0,0.0,-2.3452798515536855,0.3362426302574103,0.32868042614535353,-0.00756220411205677,false,true
m05_wealth_grw_cal_optB,ladder_sweep_v1,2026-08-01,2026-08-01T13:35:00.0,16362401,alloa-athletic,east-fife,41,1X2,0.0,home,home,back,1.0,2.22,2.22,0.4808484907721693,0.44771349100772245,0.03313499976444684,500.0,0.0031438614293217994,1.5719307146608996,1.5719307146608996,143.8,178.8,1.5719307146608996,1.5719307146608996,1.0,2.22,1,0.0,0,0,LOSE,0.0,0.0,-1.5719307146608996,0.4504504504504504,0.4494315239621982,-0.001018926488252192,false,true
m05_wealth_grw_cal_optB,ladder_sweep_v1,2026-08-01,2026-08-01T13:35:00.0,16362582,edinburgh-city-fc,elgin-city,41,1X2,0.0,away,away,back,1.0,3.25,3.25,0.34087123828305693,0.3008279668813248,0.04004327140173214,500.0,0.0021308797883685124,1.0654398941842562,1.0654398941842562,6.22,21.66,1.0654398941842562,1.0654398941842562,1.0,3.25,1,0.0,0,5,WIN,3.4626796560988327,0.04794479523829154,2.3492949666762852,0.3076923076923077,0.3101871239565103,0.002494816264202615,true,true
m05_wealth_grw_cal_optB,ladder_sweep_v1,2026-08-01,2026-08-01T13:35:00.0,16362584,forfar-athletic,kelty-hearts-fc,41,1X2,0.0,home,home,back,1.0,3.55,3.55,0.3817855619645425,0.2737178249960522,0.10806773696849031,500.0,0.010326862061521353,5.163431030760677,5.163431030760677,8.53,21.18,5.163431030760677,5.163431030760677,1.0,3.5499999999999994,1,1.2509555207044018e-16,1,0,WIN,18.330180159200403,0.2633349825687945,12.90341414587093,0.2816901408450705,0.2738283526179972,-0.007861788227073285,false,true
m05_wealth_grw_cal_optB,ladder_sweep_v1,2026-08-01,2026-08-01T13:35:00.0,16362584,forfar-athletic,kelty-hearts-fc,41,OverUnder,2.5,under_25,under_25,back,1.0,2.02,2.02,0.5116698092680966,0.48807959451849076,0.02359021474960582,500.0,0.002105770074491178,1.052885037245589,1.052885037245589,2.7,10.7,1.052885037245589,1.052885037245589,1.0,2.02,1,0.0,1,0,WIN,2.1268277752360896,0.021478854759810012,1.0524638832306907,0.49504950495049505,0.48194271481942713,-0.013106790131067914,false,true
m05_wealth_grw_raw,ladder_sweep_v1,2026-08-01,2026-08-01T13:35:00.0,16362401,alloa-athletic,east-fife,41,1X2,0.0,home,home,back,1.0,2.22,2.22,0.5401272988357233,0.44771349100772245,0.09241380782800085,500.0,0.011499692524082778,5.749846262041389,5.749846262041389,143.8,178.8,5.749846262041389,5.749846262041389,1.0,2.22,1,0.0,0,0,LOSE,0.0,0.0,-5.749846262041389,0.4504504504504504,0.4494315239621982,-0.001018926488252192,false,true
m05_wealth_grw_raw,ladder_sweep_v1,2026-08-01,2026-08-01T13:35:00.0,16362404,east-kilbride,queen-of-the-south,41,OverUnder,2.5,under_25,over_25,lay,1.3888888888888888,1.72,2.388888888888889,0.4526143879270875,0.4128891316220645,0.03972525630502305,500.0,0.0025932917097862243,1.2966458548931121,1.8008970206848778,6.0,76.5,1.8008970206848778,1.2966458548931121,1.0,1.72,1,0.0,5,1,LOSE,0.0,0.0,-1.2966458548931121,0.4186046511627907,0.40047961630695444,-0.018125034855836275,false,true
m05_wealth_grw_raw,ladder_sweep_v1,2026-08-01,2026-08-01T13:35:00.0,16362581,clyde-fc,stranraer,41,OverUnder,2.5,under_25,under_25,back,1.0,2.04,2.04,0.5569903830361417,0.47959183673469385,0.07739854630144782,500.0,0.004136832796913998,2.068416398456999,2.068416398456999,13.0,86.74,2.068416398456999,2.068416398456999,1.0,2.04,1,0.0,3,1,LOSE,0.0,0.0,-2.068416398456999,0.49019607843137253,0.480649188514357,-0.009546889917015522,false,true
m05_wealth_grw_raw,ladder_sweep_v1,2026-08-01,2026-08-01T13:35:00.0,16362582,edinburgh-city-fc,elgin-city,41,1X2,0.0,away,away,back,1.0,3.25,3.25,0.4064955716291877,0.3008279668813248,0.10566760474786291,500.0,0.007302161479569182,3.651080739784591,3.651080739784591,6.22,21.66,3.651080739784591,3.651080739784591,1.0,3.25,1,0.0,0,5,WIN,11.866012404299921,0.1642986332903066,8.050633031225024,0.3076923076923077,0.3101871239565103,0.002494816264202615,true,true
m05_wealth_grw_raw,ladder_sweep_v1,2026-08-01,2026-08-01T13:35:00.0,16362584,forfar-athletic,kelty-hearts-fc,41,1X2,0.0,draw,draw,back,1.0,3.75,3.75,0.2499108742610639,0.2591195409962627,-0.009208666735198823,500.0,0.0041549875462529775,2.0774937731264886,2.0774937731264886,8.0,35.069900000000004,2.0774937731264886,2.0774937731264886,1.0,3.7499999999999996,1,1.1842378929335003e-16,1,0,LOSE,0.0,0.0,-2.0774937731264886,0.2666666666666667,0.2613002580537751,-0.0053664086128916155,false,true
m05_wealth_grw_raw,ladder_sweep_v1,2026-08-01,2026-08-01T13:35:00.0,16362584,forfar-athletic,kelty-hearts-fc,41,1X2,0.0,home,home,back,1.0,3.55,3.55,0.48168994760802064,0.2737178249960522,0.20797212261196846,500.0,0.022163766531043225,11.081883265521613,11.081883265521613,8.53,21.18,8.53,8.53,0.76972476569383,3.55,1,0.0,1,0,WIN,30.281499999999994,0.4350299999999999,21.316469999999995,0.28169014084507044,0.2738283526179972,-0.00786178822707323,false,true
m05_wealth_grw_raw,ladder_sweep_v1,2026-08-01,2026-08-01T13:35:00.0,16362792,stirling-albion,dumbarton,41,1X2,0.0,away,away,back,1.0,2.98,2.98,0.38079641762168037,0.3291910313370937,0.05160538628458666,500.0,0.003103588326384175,1.5517941631920875,1.5517941631920875,2.0,6.0,1.5517941631920875,1.5517941631920875,1.0,2.98,1,0.0,2,0,LOSE,0.0,0.0,-1.5517941631920875,0.33557046979865773,0.32868042614535353,-0.006890043653304201,false,true
m05_wealth_grw_raw,ladder_sweep_v1,2026-08-01,2026-08-01T13:35:00.0,16362792,stirling-albion,dumbarton,41,OverUnder,1.5,over_15,over_15,back,1.0,1.27,1.27,0.8130460357335059,0.7798960138648179,0.033150021868687984,500.0,0.0027227022164220023,1.3613511082110012,1.3613511082110012,3.0,242.71,1.3613511082110012,1.3613511082110012,1.0,1.2700000000000002,1,-1.7483827159451283e-16,2,0,WIN,1.7289159074279716,0.007351295984339408,0.36021350323263096,0.7874015748031494,0.782312925170068,-0.005088649633081421,false,true
m12_hybrid_td_cal_optB,ladder_sweep_v1,2026-08-01,2026-08-01T13:35:00.0,16362584,forfar-athletic,kelty-hearts-fc,41,1X2,0.0,home,home,back,1.0,3.55,3.55,0.37337591160059375,0.2737178249960522,0.09965808660454156,500.0,0.009382587672978232,4.691293836489116,4.691293836489116,8.53,21.18,4.691293836489116,4.691293836489116,1.0,3.55,1,0.0,1,0,WIN,16.654093119536363,0.2392559856609449,11.7235432973863,0.28169014084507044,0.2738283526179972,-0.00786178822707323,false,true
m12_hybrid_td_raw,ladder_sweep_v1,2026-08-01,2026-08-01T13:35:00.0,16362401,alloa-athletic,east-fife,41,1X2,0.0,home,home,back,1.0,2.22,2.22,0.4702052975982933,0.44771349100772245,0.022491806590570873,500.0,0.002306931580572746,1.153465790286373,1.153465790286373,143.8,178.8,1.153465790286373,1.153465790286373,1.0,2.22,1,0.0,0,0,LOSE,0.0,0.0,-1.153465790286373,0.4504504504504504,0.4494315239621982,-0.001018926488252192,false,true
m12_hybrid_td_raw,ladder_sweep_v1,2026-08-01,2026-08-01T13:35:00.0,16362404,east-kilbride,queen-of-the-south,41,1X2,0.0,home,home,back,1.0,1.79,1.79,0.5878954966004564,0.5485170904241441,0.039378406176312275,500.0,0.005252910386974871,2.6264551934874354,2.6264551934874354,5.74,17.740000000000002,2.6264551934874354,2.6264551934874354,1.0,1.7899999999999998,1,1.2404726532124653e-16,5,1,WIN,4.7013547963425095,0.04149799205710148,2.0334016107979727,0.558659217877095,0.6188526857332523,0.0601934678561572,true,true
m12_hybrid_td_raw,ladder_sweep_v1,2026-08-01,2026-08-01T13:35:00.0,16362404,east-kilbride,queen-of-the-south,41,OverUnder,2.5,under_25,over_25,lay,1.3888888888888888,1.72,2.388888888888889,0.4681273933566486,0.4128891316220645,0.055238261734584126,500.0,0.00255577206505748,1.27788603252874,1.7748417118454722,6.0,76.5,1.7748417118454722,1.27788603252874,1.0,1.7199999999999998,1,-1.8589780877444483e-16,5,1,LOSE,0.0,0.0,-1.27788603252874,0.4186046511627906,0.40047961630695444,-0.018125034855836164,false,true
m12_hybrid_td_raw,ladder_sweep_v1,2026-08-01,2026-08-01T13:35:00.0,16362405,montrose,hamilton-academical,41,1X2,0.0,home,home,back,1.0,3.05,3.05,0.37783281967580223,0.3219879572865693,0.05584486238923292,500.0,0.004950312060049673,2.4751560300248365,2.4751560300248365,86.23,90.23,2.4751560300248365,2.4751560300248365,1.0,3.05,1,0.0,0,5,LOSE,0.0,0.0,-2.4751560300248365,0.3278688524590164,0.3131977498918217,-0.014671102567194727,false,true
m12_hybrid_td_raw,ladder_sweep_v1,2026-08-01,2026-08-01T13:35:00.0,16362581,clyde-fc,stranraer,41,1X2,0.0,home,home,back,1.0,2.0,2.0,0.5354157485090173,0.4887218045112782,0.046693943997739074,500.0,0.004176998942671294,2.088499471335647,2.088499471335647,7.74,20.740000000000002,2.088499471335647,2.088499471335647,1.0,2.0,1,0.0,3,1,WIN,4.176998942671294,0.04176998942671294,2.046729481908934,0.5,0.5021834061135371,0.0021834061135370675,true,true
m12_hybrid_td_raw,ladder_sweep_v1,2026-08-01,2026-08-01T13:35:00.0,16362582,edinburgh-city-fc,elgin-city,41,1X2,0.0,away,away,back,1.0,3.25,3.25,0.4069738544387831,0.3008279668813248,0.1061458875574583,500.0,0.008225981098267499,4.112990549133749,4.112990549133749,6.22,21.66,4.112990549133749,4.112990549133749,1.0,3.25,1,0.0,0,5,WIN,13.367219284684683,0.18508457471101872,9.069144160839917,0.3076923076923077,0.3101871239565103,0.002494816264202615,true,true
m12_hybrid_td_raw,ladder_sweep_v1,2026-08-01,2026-08-01T13:35:00.0,16362582,edinburgh-city-fc,elgin-city,41,1X2,0.0,draw,draw,back,1.0,3.9,3.9,0.2523776488935635,0.250689972401104,0.001687676492459489,500.0,0.0022634317444942577,1.1317158722471288,1.1317158722471288,13.0,32.5,1.1317158722471288,1.1317158722471288,1.0,3.9,1,0.0,0,5,LOSE,0.0,0.0,-1.1317158722471288,0.25641025641025644,0.25486712732732375,-0.0015431290829326927,false,true
m12_hybrid_td_raw,ladder_sweep_v1,2026-08-01,2026-08-01T13:35:00.0,16362584,forfar-athletic,kelty-hearts-fc,41,1X2,0.0,draw,draw,back,1.0,3.75,3.75,0.25204223317785307,0.2591195409962627,-0.0070773078184096505,500.0,0.004197746819955102,2.098873409977551,2.098873409977551,8.0,35.069900000000004,2.098873409977551,2.098873409977551,1.0,3.75,1,0.0,1,0,LOSE,0.0,0.0,-2.098873409977551,0.26666666666666666,0.2613002580537751,-0.00536640861289156,false,true
m12_hybrid_td_raw,ladder_sweep_v1,2026-08-01,2026-08-01T13:35:00.0,16362584,forfar-athletic,kelty-hearts-fc,41,1X2,0.0,home,home,back,1.0,3.55,3.55,0.4736917746467526,0.2737178249960522,0.19997394965070042,500.0,0.02159888883618176,10.79944441809088,10.79944441809088,8.53,21.18,8.53,8.53,0.7898554471664134,3.55,1,0.0,1,0,WIN,30.281499999999994,0.4350299999999999,21.316469999999995,0.28169014084507044,0.2738283526179972,-0.00786178822707323,false,true
m12_hybrid_td_raw,ladder_sweep_v1,2026-08-01,2026-08-01T13:35:00.0,16362792,stirling-albion,dumbarton,41,1X2,0.0,away,away,back,1.0,2.98,2.98,0.4089977263083746,0.3291910313370937,0.0798066949712809,500.0,0.005418383778855349,2.7091918894276743,2.7091918894276743,2.0,6.0,2.7091918894276743,2.7091918894276743,1.0,2.96942430509946,2,0.0035488909062214766,2,0,LOSE,0.0,0.0,-2.7091918894276743,0.3367656142245072,0.32868042614535353,-0.008085188079153649,false,true
m05_joint_grw_cal_optB,ladder_sweep_v1,2026-08-08,2026-08-08T13:35:00.0,16362410,hamilton-academical,alloa-athletic,41,1X2,0.0,away,away,back,1.0,6.0,6.0,0.27084219258826847,0.1643835616438356,0.10645863094443286,513.8346317638118,0.009047899601506064,4.649124159975807,4.649124159975807,5.04,16.04,4.649124159975807,4.649124159975807,1.0,6.0,1,0.0,1,0,LOSE,0.0,0.0,-4.649124159975807,0.16666666666666666,0.18009886639112355,0.01343219972445689,true,true
m05_joint_grw_cal_optB,ladder_sweep_v1,2026-08-08,2026-08-08T13:35:00.0,16362410,hamilton-academical,alloa-athletic,41,1X2,0.0,draw,draw,back,1.0,4.5,4.5,0.25525376645556486,0.2191780821917808,0.03607568426378405,513.8346317638118,0.005118242696988755,2.629930351485036,2.629930351485036,44.13,68.13,2.629930351485036,2.629930351485036,1.0,4.5,1,0.0,1,0,LOSE,0.0,0.0,-2.629930351485036,0.2222222222222222,0.24379236791969164,0.02157014569746943,true,true
m05_joint_grw_cal_optB,ladder_sweep_v1,2026-08-08,2026-08-08T13:35:00.0,16362589,elgin-city,forfar-athletic,41,1X2,0.0,away,away,back,1.0,5.0,5.0,0.2456879325149486,0.1975842465656322,0.04810368594931641,513.8346317638118,0.003543844482751279,1.8209500248227195,1.8209500248227195,7.52,52.400000000000006,1.8209500248227195,1.8209500248227195,1.0,5.0,1,0.0,1,1,LOSE,0.0,0.0,-1.8209500248227195,0.2,0.1838838966096365,-0.016116103390363512,false,true
m05_joint_grw_cal_optB,ladder_sweep_v1,2026-08-08,2026-08-08T13:35:00.0,16362589,elgin-city,forfar-athletic,41,OverUnder,2.5,under_25,over_25,lay,1.0638297872340425,1.94,2.0638297872340425,0.49864948468949344,0.4806446431439739,0.018004841545519512,513.8346317638118,0.002124285784292141,1.0915316037328524,1.1612038337583537,4.92,77.82,1.1612038337583537,1.0915316037328524,1.0,1.9400000000000002,1,0.0,1,1,WIN,2.2527354374912063,0.023224076675167075,1.1379797570831867,0.4845360824742268,0.4950124688279302,0.010476386353703404,true,true
m05_joint_grw_raw,ladder_sweep_v1,2026-08-08,2026-08-08T13:35:00.0,16362409,queen-of-the-south,peterhead,41,1X2,0.0,home,home,back,1.0,3.25,3.25,0.3603404993091131,0.3004331323679761,0.05990736694113702,523.2491889733308,0.0065806768168998825,3.4433338073384636,3.4433338073384636,24.37,132.04000000000002,3.4433338073384636,3.4433338073384636,1.0,3.2499999999999996,1,1.3664283380001927e-16,0,1,LOSE,0.0,0.0,-3.4433338073384636,0.3076923076923077,0.33339435512529214,0.02570204743298443,true,true
m05_joint_grw_raw,ladder_sweep_v1,2026-08-08,2026-08-08T13:35:00.0,16362410,hamilton-academical,alloa-athletic,41,1X2,0.0,away,away,back,1.0,6.0,6.0,0.36173665451870507,0.1643835616438356,0.19735309287486946,523.2491889733308,0.016640670859305564,8.707217531103776,8.707217531103776,5.04,16.04,8.707217531103776,8.707217531103776,1.0,5.9574727470590165,2,0.0070878754901639125,1,0,LOSE,0.0,0.0,-8.707217531103776,0.16785641201525645,0.18009886639112355,0.012242454375867101,true,true
m05_joint_grw_raw,ladder_sweep_v1,2026-08-08,2026-08-08T13:35:00.0,16362410,hamilton-academical,alloa-athletic,41,1X2,0.0,draw,draw,back,1.0,4.5,4.5,0.2640774739550502,0.2191780821917808,0.0448993917632694,523.2491889733308,0.00801203345833369,4.192290009100294,4.192290009100294,44.13,68.13,4.192290009100294,4.192290009100294,1.0,4.5,1,0.0,1,0,LOSE,0.0,0.0,-4.192290009100294,0.2222222222222222,0.24379236791969164,0.02157014569746943,true,true
m05_joint_grw_raw,ladder_sweep_v1,2026-08-08,2026-08-08T13:35:00.0,16362579,dumbarton,clyde-fc,41,OverUnder,2.5,under_25,under_25,back,1.0,2.2,2.2,0.4922905154875171,0.4444444444444444,0.0478460710430727,523.2491889733308,0.0027851566841387834,1.4573309761392697,1.4573309761392697,11.0,27.0,1.4573309761392697,1.4573309761392697,1.0,2.2,1,0.0,1,0,WIN,3.2061281475063934,0.034975943427342476,1.7138212279397813,0.45454545454545453,0.4348408628606926,-0.019704591684761907,false,true
m05_joint_grw_raw,ladder_sweep_v1,2026-08-08,2026-08-08T13:35:00.0,16362580,the-spartans-fc,edinburgh-city-fc,41,1X2,0.0,away,away,back,1.0,6.0,6.0,0.20788851197064312,0.1614773969672482,0.046411115003394926,523.2491889733308,0.003081464573662576,1.6123738390189934,1.6123738390189934,26.34,28.39,1.6123738390189934,1.6123738390189934,1.0,6.0,1,0.0,2,2,LOSE,0.0,0.0,-1.6123738390189934,0.16666666666666666,0.15803362417535644,-0.008633042491310222,false,true
