arm,fill_model,slate,as_of,fold_idx,n_fixtures,n_uncovered,n_blocked,n_legs,n_filled,bankroll_before,bankroll_after,risk_requested,venue_stake_requested,venue_stake_filled,risk_filled,net_pnl,slate_return,k_risk,slate_exposure,capped,warning
m05_joint_grw_raw,touch_only,2026-08-01,2026-08-01T13:35:00.0,41,10,2,0,10,10,500.0,524.1545133714465,28.06307385009103,28.083753358097567,24.557114254142423,24.537114254142423,24.15451337144645,0.0483090267428929,0.24380148809386853,0.05927386427655163,false,"split 43 is the most recent trained fold, but the card being priced is the NEXT round of split 41 (matched 8 of 8 fixtures via get_next_matches); conditioning on 41."
m05_joint_grw_raw,touch_only,2026-08-08,2026-08-08T13:35:00.0,41,10,2,0,11,11,524.1545133714465,514.8602389871104,35.84080153749174,36.00231878000476,32.29863821999311,32.137120977480095,-9.294274384336067,-0.017731936189109187,0.3027855240179086,0.07519183828331871,false,"split 43 is the most recent trained fold, but the card being priced is the NEXT round of split 41 (matched 8 of 8 fixtures via get_next_matches); conditioning on 41."
m05_joint_grw_raw,touch_only,2026-08-15,2026-08-15T13:35:00.0,42,9,0,0,14,14,514.8602389871104,539.412259282512,58.00104077298486,64.74761872440766,59.68317529099214,52.93659733956934,24.552020295401523,0.04768676708013606,0.26986059834440485,0.12057088278440592,false,"split 43 is the most recent trained fold, but the card being priced is the NEXT round of split 42 (matched 9 of 9 fixtures via get_next_matches); conditioning on 42."
m05_joint_grw_raw,touch_only,2026-09-05,2026-09-05T13:35:00.0,43,10,0,0,16,16,539.412259282512,550.1494228811853,69.4511043838545,70.70283964097548,69.47821182400791,68.3388840485266,10.737163598673298,0.019905301397775264,0.22669328166010427,0.13595310685661313,false,
m05_joint_grw_raw,ladder_sweep_v1,2026-08-01,2026-08-01T13:35:00.0,41,10,2,0,10,10,500.0,523.2491889733308,28.06307385009103,28.083753358097567,25.463118160264674,25.442438652258136,23.249188973330735,0.04649837794666147,0.24380148809386853,0.05927386427655163,false,"split 43 is the most recent trained fold, but the card being priced is the NEXT round of split 41 (matched 8 of 8 fixtures via get_next_matches); conditioning on 41."
m05_joint_grw_raw,ladder_sweep_v1,2026-08-08,2026-08-08T13:35:00.0,41,10,2,0,11,11,523.2491889733308,510.29045070297195,35.778896982151366,35.94013525062785,35.92336876153013,35.76213049305365,-12.958738270358843,-0.024765902257364667,0.3027855240179086,0.07519183828331871,false,"split 43 is the most recent trained fold, but the card being priced is the NEXT round of split 41 (matched 8 of 8 fixtures via get_next_matches); conditioning on 41."
m05_joint_grw_raw,ladder_sweep_v1,2026-08-15,2026-08-15T13:35:00.0,42,9,0,0,14,14,510.29045070297195,542.5934989051964,57.4862360618779,64.17293284449828,64.17293284449828,57.4862360618779,32.30304820222443,0.06330325828696974,0.26986059834440485,0.12057088278440592,false,"split 43 is the most recent trained fold, but the card being priced is the NEXT round of split 42 (matched 9 of 9 fixtures via get_next_matches); conditioning on 42."
m05_joint_grw_raw,ladder_sweep_v1,2026-09-05,2026-09-05T13:35:00.0,43,10,0,0,16,16,542.5934989051964,552.275206267519,69.86069945942617,71.11981695476763,71.11981695476763,69.86069945942617,9.681707362322621,0.017843389907652097,0.22669328166010427,0.13595310685661313,false,
m05_joint_grw_cal_optB,touch_only,2026-08-01,2026-08-01T13:35:00.0,41,10,2,0,2,2,500.0,513.8346317638118,6.339345180747704,6.339345180747704,6.339345180747704,6.339345180747704,13.834631763811807,0.027669263527623614,0.22776420218110727,0.020126137874981322,false,"split 43 is the most recent trained fold, but the card being priced is the NEXT round of split 41 (matched 8 of 8 fixtures via get_next_matches); conditioning on 41. | calibration scot_lower_t25_inv: 8/8 accepted, 0 refused, 0 absent (100.0% of quoted)"
m05_joint_grw_cal_optB,touch_only,2026-08-08,2026-08-08T13:35:00.0,41,10,2,0,4,4,513.8346317638118,505.8726069846114,10.191536140016416,10.261208370041917,10.261208370041917,10.191536140016416,-7.962024779200377,-0.015495305857196844,0.3070266822376609,0.02810088967105485,false,"split 43 is the most recent trained fold, but the card being priced is the NEXT round of split 41 (matched 8 of 8 fixtures via get_next_matches); conditioning on 41. | calibration scot_lower_t25_inv: 7/8 accepted, 1 refused, 0 absent (87.5% of quoted)"
m05_joint_grw_cal_optB,touch_only,2026-08-15,2026-08-15T13:35:00.0,42,9,0,0,10,10,505.8726069846114,515.2966522215804,22.94008650671127,27.234704938451245,27.234704938451245,22.94008650671127,9.424045236969013,0.018629285529302618,0.2805285435466124,0.04904484153833027,false,"split 43 is the most recent trained fold, but the card being priced is the NEXT round of split 42 (matched 9 of 9 fixtures via get_next_matches); conditioning on 42. | calibration scot_lower_t25_inv: 8/9 accepted, 1 refused, 0 absent (88.9% of quoted)"
m05_joint_grw_cal_optB,touch_only,2026-09-05,2026-09-05T13:35:00.0,43,10,0,0,8,8,515.2966522215804,512.3429981547654,21.145981558467593,21.687154835079035,21.687154835079035,21.145981558467593,-2.9536540668150844,-0.005731948876595838,0.20604946363412005,0.0489215966356878,false,"calibration scot_lower_t25_inv: 10/10 accepted, 0 refused, 0 absent (100.0% of quoted)"
m05_joint_grw_cal_optB,ladder_sweep_v1,2026-08-01,2026-08-01T13:35:00.0,41,10,2,0,2,2,500.0,513.8346317638118,6.339345180747704,6.339345180747704,6.339345180747704,6.339345180747704,13.834631763811807,0.027669263527623614,0.22776420218110727,0.020126137874981322,false,"split 43 is the most recent trained fold, but the card being priced is the NEXT round of split 41 (matched 8 of 8 fixtures via get_next_matches); conditioning on 41. | calibration scot_lower_t25_inv: 8/8 accepted, 0 refused, 0 absent (100.0% of quoted)"
m05_joint_grw_cal_optB,ladder_sweep_v1,2026-08-08,2026-08-08T13:35:00.0,41,10,2,0,4,4,513.8346317638118,505.8726069846114,10.191536140016416,10.261208370041917,10.261208370041917,10.191536140016416,-7.962024779200377,-0.015495305857196844,0.3070266822376609,0.02810088967105485,false,"split 43 is the most recent trained fold, but the card being priced is the NEXT round of split 41 (matched 8 of 8 fixtures via get_next_matches); conditioning on 41. | calibration scot_lower_t25_inv: 7/8 accepted, 1 refused, 0 absent (87.5% of quoted)"
m05_joint_grw_cal_optB,ladder_sweep_v1,2026-08-15,2026-08-15T13:35:00.0,42,9,0,0,10,10,505.8726069846114,515.2966522215804,22.94008650671127,27.234704938451245,27.234704938451245,22.94008650671127,9.424045236969013,0.018629285529302618,0.2805285435466124,0.04904484153833027,false,"split 43 is the most recent trained fold, but the card being priced is the NEXT round of split 42 (matched 9 of 9 fixtures via get_next_matches); conditioning on 42. | calibration scot_lower_t25_inv: 8/9 accepted, 1 refused, 0 absent (88.9% of quoted)"
m05_joint_grw_cal_optB,ladder_sweep_v1,2026-09-05,2026-09-05T13:35:00.0,43,10,0,0,8,8,515.2966522215804,512.3429981547654,21.145981558467593,21.687154835079035,21.687154835079035,21.145981558467593,-2.9536540668150844,-0.005731948876595838,0.20604946363412005,0.0489215966356878,false,"calibration scot_lower_t25_inv: 10/10 accepted, 0 refused, 0 absent (100.0% of quoted)"
m05_wealth_grw_raw,touch_only,2026-08-01,2026-08-01T13:35:00.0,41,10,2,0,8,8,500.0,516.9831200827475,28.83851156522728,29.342762731019047,26.790879465497433,26.286628299705665,16.983120082747575,0.033966240165495154,0.2389567725998507,0.06228050533103573,false,"split 43 is the most recent trained fold, but the card being priced is the NEXT round of split 41 (matched 8 of 8 fixtures via get_next_matches); conditioning on 41."
m05_wealth_grw_raw,touch_only,2026-08-08,2026-08-08T13:35:00.0,41,10,2,0,11,11,516.9831200827475,501.8796513647124,38.76215720166432,38.87481833374442,35.614962168294696,35.5023010362146,-15.103468718035135,-0.029214626418784615,0.2917017166696063,0.08070927219323872,false,"split 43 is the most recent trained fold, but the card being priced is the NEXT round of split 41 (matched 8 of 8 fixtures via get_next_matches); conditioning on 41."
m05_wealth_grw_raw,touch_only,2026-08-15,2026-08-15T13:35:00.0,42,9,0,0,14,14,501.8796513647124,517.0796990601614,61.3902550520648,67.11001372074338,56.35156110059105,50.63180243191246,15.200047695449022,0.030286240245279948,0.26955388467440605,0.1340740368048917,false,"split 43 is the most recent trained fold, but the card being priced is the NEXT round of split 42 (matched 9 of 9 fixtures via get_next_matches); conditioning on 42."
m05_wealth_grw_raw,touch_only,2026-09-05,2026-09-05T13:35:00.0,43,10,0,0,13,13,517.0796990601614,539.655173113391,61.91021803750368,63.03114720576973,59.63868232901574,58.60835008421917,22.575474053229623,0.04365956368865877,0.22789894154586934,0.1327547645849689,false,
m05_wealth_grw_raw,ladder_sweep_v1,2026-08-01,2026-08-01T13:35:00.0,41,10,2,0,8,8,500.0,516.9831200827475,28.83851156522728,29.342762731019047,26.790879465497433,26.286628299705665,16.983120082747575,0.033966240165495154,0.2389567725998507,0.06228050533103573,false,"split 43 is the most recent trained fold, but the card being priced is the NEXT round of split 41 (matched 8 of 8 fixtures via get_next_matches); conditioning on 41."
m05_wealth_grw_raw,ladder_sweep_v1,2026-08-08,2026-08-08T13:35:00.0,41,10,2,0,11,11,516.9831200827475,498.6197951992627,38.76215720166432,38.87481833374442,38.87481833374442,38.76215720166432,-18.36332488348486,-0.03552016336731779,0.2917017166696063,0.08070927219323872,false,"split 43 is the most recent trained fold, but the card being priced is the NEXT round of split 41 (matched 8 of 8 fixtures via get_next_matches); conditioning on 41."
m05_wealth_grw_raw,ladder_sweep_v1,2026-08-15,2026-08-15T13:35:00.0,42,9,0,0,14,14,498.6197951992627,527.8934044158595,60.991507262857105,66.6741144142142,66.50449470334183,60.82188755198474,29.27360921659684,0.05870928009365988,0.26955388467440605,0.1340740368048917,false,"split 43 is the most recent trained fold, but the card being priced is the NEXT round of split 42 (matched 9 of 9 fixtures via get_next_matches); conditioning on 42."
m05_wealth_grw_raw,ladder_sweep_v1,2026-09-05,2026-09-05T13:35:00.0,43,10,0,0,13,13,527.8934044158595,547.5700800965393,63.2049485356869,64.34931973382237,64.34931973382237,63.2049485356869,19.67667568067978,0.03727395628754446,0.22789894154586934,0.1327547645849689,false,
m05_wealth_grw_cal_optB,touch_only,2026-08-01,2026-08-01T13:35:00.0,41,10,2,0,4,4,500.0,514.733242281117,8.85368667685142,8.85368667685142,8.85368667685142,8.85368667685142,14.733242281117004,0.029466484562234007,0.2264414558395998,0.02107822620157776,false,"split 43 is the most recent trained fold, but the card being priced is the NEXT round of split 41 (matched 8 of 8 fixtures via get_next_matches); conditioning on 41. | calibration scot_lower_t25_inv: 8/8 accepted, 0 refused, 0 absent (100.0% of quoted)"
m05_wealth_grw_cal_optB,touch_only,2026-08-08,2026-08-08T13:35:00.0,41,10,2,0,7,7,514.733242281117,502.47884635494125,17.71083317920133,17.846548611810785,17.760820808276044,17.625105375666593,-12.254395926175757,-0.02380727514677035,0.318001358883315,0.03870486563171943,false,"split 43 is the most recent trained fold, but the card being priced is the NEXT round of split 41 (matched 8 of 8 fixtures via get_next_matches); conditioning on 41. | calibration scot_lower_t25_inv: 7/8 accepted, 1 refused, 0 absent (87.5% of quoted)"
m05_wealth_grw_cal_optB,touch_only,2026-08-15,2026-08-15T13:35:00.0,42,9,0,0,9,9,502.47884635494125,507.96134422802817,28.536669349788454,32.266028819463486,29.15848571292079,25.42912624324576,5.482497873086893,0.010910902842692334,0.27518376447533094,0.06745765237922867,false,"split 43 is the most recent trained fold, but the card being priced is the NEXT round of split 42 (matched 9 of 9 fixtures via get_next_matches); conditioning on 42. | calibration scot_lower_t25_inv: 8/9 accepted, 1 refused, 0 absent (88.9% of quoted)"
m05_wealth_grw_cal_optB,touch_only,2026-09-05,2026-09-05T13:35:00.0,43,10,0,0,9,9,507.96134422802817,507.4567886278448,23.616572561792253,24.205792575489863,23.555537471503037,22.975937471503038,-0.5045556001833678,-0.0009932952692495996,0.208947875233931,0.05195368963619459,false,"calibration scot_lower_t25_inv: 10/10 accepted, 0 refused, 0 absent (100.0% of quoted)"
m05_wealth_grw_cal_optB,ladder_sweep_v1,2026-08-01,2026-08-01T13:35:00.0,41,10,2,0,4,4,500.0,514.733242281117,8.85368667685142,8.85368667685142,8.85368667685142,8.85368667685142,14.733242281117004,0.029466484562234007,0.2264414558395998,0.02107822620157776,false,"split 43 is the most recent trained fold, but the card being priced is the NEXT round of split 41 (matched 8 of 8 fixtures via get_next_matches); conditioning on 41. | calibration scot_lower_t25_inv: 8/8 accepted, 0 refused, 0 absent (100.0% of quoted)"
