team,mean,sd,q05,q50,q95,p_above_base,model,fold
forfar-athletic,0.1562397379478682,0.08611003025490606,0.022252611270899517,0.15282681305634063,0.3058844208174895,0.658,m12_joint_hybrid_synergy_grw_hier_ha,1
bonnyrigg-rose,0.14027109737484958,0.08322865905479979,0.005231466606080864,0.13795605388123983,0.28505237168958136,0.5935,m12_joint_hybrid_synergy_grw_hier_ha,1
cove-rangers,0.12919381079739264,0.09000174324690723,-0.015972470197839903,0.12890411838556737,0.2796617507163283,0.54,m12_joint_hybrid_synergy_grw_hier_ha,1
montrose,0.12802820442293755,0.08361295530902774,-0.008824724883570912,0.12870699389296708,0.26509011862351045,0.541,m12_joint_hybrid_synergy_grw_hier_ha,1
dunfermline-athletic,0.12533693392711326,0.10415910020180807,-0.05064895428792791,0.12636366449019945,0.29228129355820315,0.5225,m12_joint_hybrid_synergy_grw_hier_ha,1
dumbarton,0.11638381932621891,0.08242746974563031,-0.019997114075295204,0.11657555312055148,0.25285012486832165,0.47475,m12_joint_hybrid_synergy_grw_hier_ha,1
stenhousemuir,0.10262165984718073,0.08228689473686392,-0.03483953947535522,0.10306655833770323,0.23337808880751176,0.41725,m12_joint_hybrid_synergy_grw_hier_ha,1
edinburgh-city-fc,0.09815752317084954,0.08273576409107261,-0.041313853375847955,0.0991585153056046,0.23113693067393815,0.3965,m12_joint_hybrid_synergy_grw_hier_ha,1
peterhead,0.09333793871699538,0.08569602051137566,-0.04888946254900757,0.09458402429691701,0.2325851537413252,0.37975,m12_joint_hybrid_synergy_grw_hier_ha,1
falkirk-fc,0.09077551481609988,0.07899284321623028,-0.04013550824922939,0.09356143766444464,0.21510963300559535,0.36025,m12_joint_hybrid_synergy_grw_hier_ha,1
hamilton-academical,0.07071833276985244,0.08844573407149527,-0.08386231353671139,0.07539176936892594,0.20834196531841262,0.2875,m12_joint_hybrid_synergy_grw_hier_ha,1
alloa-athletic,0.06281938425525826,0.08720910490408895,-0.08569092536548358,0.0658854821053593,0.19966793132943028,0.2605,m12_joint_hybrid_synergy_grw_hier_ha,1
albion-rovers,0.05803273864885049,0.1148788321817577,-0.1443327369822854,0.06671512447463877,0.23365272569192186,0.2935,m12_joint_hybrid_synergy_grw_hier_ha,1
east-fife,0.045952249426632806,0.08945572018117971,-0.10931019117293858,0.05148225766059719,0.18583781420280987,0.201,m12_joint_hybrid_synergy_grw_hier_ha,1
clyde-fc,0.03322588194127471,0.08987781663449974,-0.12412020046101035,0.037215600974098526,0.16964047696035356,0.17025,m12_joint_hybrid_synergy_grw_hier_ha,1
the-spartans-fc,-0.02351541030336722,0.11038513291795768,-0.21695955696967265,-0.016229126452474076,0.14194010699226148,0.08,m12_joint_hybrid_synergy_grw_hier_ha,1
