model,folds,oos,draws,max_rhat,max_ha_rhat,min_ha_ess_bulk,min_ess_bulk,min_ess_tail,n_divergent,min_bfmi,treedepth_rate,latent_min_sd,wall_min,gate_pass,gate_failures,run_id
m05_joint_production_wealth_hier_ha,2,39,4000,1.0055609669038832,1.004443192021906,1166.0704030399631,1166.0704030399631,1228.1201665648703,0,0.7154218471307889,0.0,0.1068346982054327,0.648920468489329,false,"G1 hierarchical HA adds allocation: Δ = 512, 544 B",6ced7c3c-0a1e-43bc-b7a4-1a0ef9b468f4
m12_joint_hybrid_synergy_hier_ha,2,39,4000,1.0050177306853292,1.0050177306853292,1638.957572565817,1298.688060481089,733.6542026124364,0,0.7952781920814657,0.0,0.09513824003628857,0.45159996350606285,false,"G1 hierarchical HA adds allocation: Δ = 512, 544 B",3b748983-a2e4-4380-ab60-ab8c3c20046e
m12_joint_hybrid_synergy_grw_hier_ha,2,39,4000,1.0086925024143414,1.0041805150809997,878.2798842493097,878.2798842493097,609.5752339702433,0,0.5476919954096701,0.0,0.09587370611364365,0.8186075170834859,false,"G1 hierarchical HA adds allocation: Δ = 512, 544 B",550a0d00-7fa1-4689-9c92-e0c89637564f
