fixture,p_under_ref,p_under_typed,p_under_legacy,p_under_grid,smile_shift
12477128,0.4896852526987491,0.4896852526987492,0.4896852526987492,0.4823684229411153,0.007316829757633758
12477134,0.4564351212023369,0.45643512120233687,0.45643512120233687,0.4490667770537425,0.007368344148594441
12477131,0.405010757588611,0.40501075758861077,0.40501075758861077,0.3976696287984728,0.007341128790138207
12477135,0.45445999467004283,0.4544599946700428,0.4544599946700428,0.44709057244562633,0.0073694222244165
12477132,0.47670834274855256,0.47670834274855217,0.47670834274855217,0.4693645478634634,0.007343794885089183
12476800,0.4373159197387196,0.43731591973871964,0.43731591973871964,0.42994228319463934,0.007373636544080242
12476794,0.44003039699745916,0.44003039699745905,0.44003039699745905,0.4326566396589889,0.007373757338470288
12476797,0.4776904523003982,0.4776904523003983,0.4776904523003983,0.4703491575112922,0.007341294789106001
12476799,0.4709070715144887,0.4709070715144882,0.4709070715144882,0.46355433070193175,0.007352740812556935
12476798,0.4621421521456595,0.4621421521456604,0.4621421521456604,0.45477935805341485,0.007362794092244662
12477129,0.43160052299744506,0.43160052299744484,0.43160052299744484,0.42422912069991286,0.0073714022975321924
12477126,0.5178815306536952,0.5178815306536951,0.5178815306536951,0.5106492624595876,0.007232268194107605
