model,folds,oos,draws,max_rhat,worst_rhat_fold,min_ess_bulk,min_ess_tail,n_divergent,n_transitions,divergence_rate,treedepth_rate,min_bfmi,passed,strict_rhat_pass,failures,wall_min,run_id,σ_sup_median,σ_sup_q05,σ_sup_q95,σ_smile_median,σ_smile_q05,σ_smile_q95,κ_median,φ_median,gate_pass,reused
m05_joint_grw_smile_supremacy_w070,43,769,2000,1.015943633664415,27,503.8642710941773,1182.3189940350705,0,344000,0.0,9.011627906976745e-5,0.6944171210277879,true,false,,438.07812191645303,32d588f1-d666-4112-a7e1-5c9545fbbe3d,0.21019096159361414,0.19380344838698338,0.22679255136292148,0.04921717485659067,0.04691045135600075,0.0523098234327591,1.1136190695565789,0.844/0.976/1.001/1.026/1.069,true,false
