window,spec,team,season,move,from,to,d_theta_vs_new_tier,d_a_vs_new_tier,d_d_vs_new_tier,d_theta_vs_old_tier,own_theta_change,own_a_change,own_d_change
primary,σc=1.0 σs=0.35,hamilton-academical,25/26,relegated,T2,T3,-0.007165571036221174,0.03885116411520423,0.04601673515142557,-0.4278149398543789,-0.07387102800253653,-0.08613846733466063,-0.01226743933212393
primary,σc=1.0 σs=0.35,inverness-caledonian-thistle,24/25,relegated,T2,T3,0.2905185692156519,-0.018244772761422223,-0.308763341977074,-0.018747968178710384,-0.3687937913526824,-0.2003174463819029,0.16847634497077946
primary,σc=1.0 σs=0.35,kelty-hearts-fc,22/23,promoted,T4,T3,-0.14114753083624654,-0.20865669123191388,-0.06750916039566729,0.6555649360163569,-0.5122377934760711,-0.31214394911578697,0.2000938443602841
primary,σc=1.0 σs=0.35,kelty-hearts-fc,26/27,relegated,T3,T4,-0.32526274273858846,0.024205324687081253,0.34946806742566966,-0.5583070229571845,-0.2967014830970829,0.2057002046243555,0.5024016877214383
primary,σc=1.0 σs=0.35,kilmarnock,22/23,promoted,T2,T1,-0.5216347272923199,-0.40506379430509976,0.11657093298721977,0.4848865814210006,-0.3670035901742059,-0.16719210408893093,0.19981148608527488
primary,σc=1.0 σs=0.35,livingston,24/25,relegated,T1,T2,0.7579187312395514,0.28376955408689497,-0.4741491771526566,-0.7360818403966467,0.8948387500202006,0.4226946208777004,-0.47214412914250037
primary,σc=1.0 σs=0.35,livingston,25/26,promoted,T2,T1,-0.6732793906574972,-0.25707719349452063,0.4162021971629766,0.637052302972712,-0.6538773141844769,-0.11512543086079763,0.5387518833236793
primary,σc=1.0 σs=0.35,peterhead,23/24,relegated,T3,T4,0.4017284386636406,0.2511759170411889,-0.15055252162245175,-1.2053182111877558,1.200964578623176,0.7538236279904386,-0.4471409506327375
primary,σc=1.0 σs=0.35,peterhead,25/26,promoted,T4,T3,-0.4278489350606247,-0.03935429262399659,0.38849464243662823,0.2473412673398354,0.05805872500432929,0.17361459068527718,0.11555586568094794
primary,σc=1.0 σs=0.35,queen-of-the-south,22/23,relegated,T2,T3,0.20441511810675772,0.21959239147162218,0.015177273364864574,-0.3642001071886295,-0.10154888265524842,0.1084746170052765,0.21002349966052491
primary,σc=1.0 σs=0.35,queens-park-fc,22/23,promoted,T3,T2,0.10122814864802576,0.17860218035001219,0.07737403170198653,0.2434323493344034,0.44586225894139275,0.461894362341064,0.016032103399671316
primary,σc=1.0 σs=0.35,ross-county,25/26,relegated,T1,T2,-0.22696841358679953,-0.10532420527061803,0.12164420831618139,-0.5785556922585298,-0.49264561041226984,-0.20246137085336757,0.2901842395589024
primary,σc=1.0 σs=0.35,ross-county,26/27,relegated,T2,T3,0.8927754034097496,0.6178598008449477,-0.27491560256480196,-0.2999570373463383,0.6661502529720338,0.5078851819298894,-0.15826507104214438
primary,σc=1.0 σs=0.35,st-johnstone,25/26,relegated,T1,T2,0.8797536365410248,0.3667302622590909,-0.513023374281934,-0.5056668609872088,0.5411876084442335,0.248900957574825,-0.29228665086940864
primary,σc=1.0 σs=0.35,stenhousemuir,24/25,promoted,T4,T3,0.11311959376548375,0.014504045074198113,-0.09861554869128564,0.3866052683378529,-0.006698029091346425,0.12688624272565713,0.1335842718170035
primary,σc=1.0 σs=0.35,stirling-albion,23/24,promoted,T4,T3,-0.43303337653373253,-0.3555622791307318,0.07747109740300079,0.45505796307995044,-0.6270677153267958,-0.467299098840795,0.15976861648600083
primary,σc=1.0 σs=0.35,stirling-albion,24/25,relegated,T3,T4,-0.04952245791005991,0.17440101135086894,0.2239234692609289,-0.42652969842161526,-0.04495286402049831,0.22367056792238307,0.2686234319428814
primary,σc=1.0 σs=0.10,airdrieonians,23/24,promoted,T3,T2,-0.03603010992020206,-0.00779640918825808,0.02823370073194409,0.4076023338398499,0.036241434465813294,-0.0870266811169279,-0.12326811558274131
primary,σc=1.0 σs=0.10,airdrieonians,26/27,relegated,T2,T3,0.33415472564577653,0.1802508447890206,-0.15390388085675594,-0.181571676295188,-0.058532235113003095,-0.020162198554222854,0.03837003655878013
primary,σc=1.0 σs=0.10,annan-athletic,23/24,promoted,T4,T3,-0.3034845698130178,-0.04767086406185567,0.2558137057511622,0.12836191388211332,-0.03471568389101537,-0.0009914305470946072,0.03372425334392076
primary,σc=1.0 σs=0.10,annan-athletic,25/26,relegated,T3,T4,0.049173807734512465,0.12867841965794047,0.07950461192342809,-0.3847541390211566,0.02701593360028598,-3.761454531286956e-5,-0.02705354814559882
primary,σc=1.0 σs=0.10,arbroath,24/25,relegated,T2,T3,0.3501225712312255,0.12275215216719448,-0.22737041906403105,-0.5097861173158292,0.24180997015082972,0.011268098370075641,-0.23054187178075408
primary,σc=1.0 σs=0.10,arbroath,25/26,promoted,T3,T2,-0.09982998871573301,-0.04458928531579731,0.05524070339993559,0.2821404592559881,0.09758023658572079,0.04168887867580284,-0.05589135790991806
primary,σc=1.0 σs=0.10,clyde-fc,23/24,relegated,T3,T4,-0.0891882498196917,0.05018031216518315,0.1393685619848749,-0.5162519558062907,0.001292420249432047,0.04037489098355192,0.039082470734119884
primary,σc=1.0 σs=0.10,cove-rangers,22/23,promoted,T3,T2,-0.4609438454855157,-0.12967278545298339,0.33127106003253237,0.3628083883944607,-0.3399601550657845,-0.13328816617355282,0.20667198889223182
primary,σc=1.0 σs=0.10,cove-rangers,23/24,relegated,T2,T3,0.0463335887634545,0.03914304145517583,-0.007190547308278561,-0.46075454691154394,-0.01859493985870042,-0.01707278958891656,0.0015221502697838618
primary,σc=1.0 σs=0.10,dumbarton,22/23,relegated,T3,T4,0.07850519347212082,0.07043711686099788,-0.008068076611122854,-0.37063687406406076,0.018595122352263183,-0.06781443639904366,-0.08640955875130688
primary,σc=1.0 σs=0.10,dumbarton,24/25,promoted,T4,T3,-0.26242768079741285,-0.027872233496939902,0.2345554473004729,0.1027818378258899,-0.042417116940402844,0.017928001888081524,0.06034511882848442
primary,σc=1.0 σs=0.10,dumbarton,25/26,relegated,T3,T4,-0.02865973356930257,0.0394093693478262,0.06806910291712881,-0.33040979277265026,-0.10516195395203543,-0.11785429153636981,-0.012692337584334412
primary,σc=1.0 σs=0.10,dundee-fc,22/23,relegated,T1,T2,0.5047352653211623,0.3533650655091297,-0.15137019981203248,-0.3932835243578352,0.14872673274868387,0.11721717176600466,-0.031509560982678986
primary,σc=1.0 σs=0.10,dundee-fc,23/24,promoted,T2,T1,-0.2649908645522634,-0.011469924766938977,0.25352093978532464,0.5049245638951341,-0.02566879922197196,-4.623152199645375e-5,0.025622567699975396
primary,σc=1.0 σs=0.10,dundee-united,23/24,relegated,T1,T2,0.7431999219379934,0.32472814736040156,-0.418471774577592,-0.23917255942274984,0.2318286309930877,0.09953470950924126,-0.13229392148384678
primary,σc=1.0 σs=0.10,dundee-united,24/25,promoted,T2,T1,-0.11093729601879598,-0.13969401774318702,-0.028756721724391143,0.6754884996541946,-0.07172057522169428,-0.0742426422875585,-0.0025220670658641087
primary,σc=1.0 σs=0.10,dunfermline-athletic,22/23,relegated,T2,T3,0.6641530041444471,0.1534091972905261,-0.510743806853921,-0.11101875987376264,0.2767839709131703,0.10134934171812893,-0.1754346291950415
primary,σc=1.0 σs=0.10,dunfermline-athletic,23/24,promoted,T3,T2,-0.030055589179803555,-0.12124127480372787,-0.09118568562392415,0.648610438702745,-0.19879214965668335,-0.06311072687784341,0.13568142277884
primary,σc=1.0 σs=0.10,east-fife,22/23,relegated,T3,T4,0.08232380804896733,0.07220550809415807,-0.010118299954809173,-0.4805530137456717,0.13232987661072065,0.10717001199272576,-0.02515986461799491
primary,σc=1.0 σs=0.10,east-fife,25/26,promoted,T4,T3,-0.46867298733039786,-0.1992771029634886,0.2693958843669092,0.2385183368576388,-0.15184193345890762,-0.0788338972146509,0.07300803624425667
primary,σc=1.0 σs=0.10,east-kilbride,26/27,promoted,T4,T3,0.06725898705100863,0.27205058981251523,0.20479160276150665,0.35026480044775726,0.037604541311589634,0.048468072809621954,0.010863531498032375
primary,σc=1.0 σs=0.10,edinburgh-city-fc,22/23,promoted,T4,T3,-0.29467095850407893,-0.07934245303855231,0.21532850546552662,-0.08243472213254299,0.23250650571473358,0.1787654205798002,-0.05374108513493342
primary,σc=1.0 σs=0.10,edinburgh-city-fc,24/25,relegated,T3,T4,0.01325396461552103,0.10017123321571214,0.08691726860019114,-0.6614865402669504,0.25944324311742273,0.045690368660227215,-0.21375287445719549
primary,σc=1.0 σs=0.10,falkirk-fc,24/25,promoted,T3,T2,0.5004152224815821,0.3387917903394889,-0.16162343214209318,0.9354430397951514,0.09157574057583728,0.06944579883726454,-0.022129941738572745
primary,σc=1.0 σs=0.10,falkirk-fc,25/26,promoted,T2,T1,-0.40808444821623113,-0.17729519069700972,0.23078925751922152,0.42795854672514677,-0.04557520549205529,-0.05701646253284198,-0.01144125704078669
primary,σc=1.0 σs=0.10,hamilton-academical,23/24,relegated,T2,T3,0.4372058026844009,0.15126034009434564,-0.2859454625900553,-0.31569183517612975,0.2272145623268318,0.14461903542934323,-0.08259552689748872
primary,σc=1.0 σs=0.10,hamilton-academical,24/25,promoted,T3,T2,-0.2809471745888127,-0.10296874571214143,0.17797842887667126,0.46039050452176444,-0.21473412122117053,-0.08743330090979828,0.12730082031137235
primary,σc=1.0 σs=0.10,hamilton-academical,25/26,relegated,T2,T3,0.1133532949375271,0.04999284816883681,-0.06336044676869046,-0.353403850345248,0.008154006890566667,-0.01717639633318091,-0.02533040322374769
primary,σc=1.0 σs=0.10,inverness-caledonian-thistle,24/25,relegated,T2,T3,0.5030921102158992,0.11819613904295834,-0.384895971172941,0.021251699298548976,-0.1362583074788748,-0.08883070029784623,0.04742760718102845
primary,σc=1.0 σs=0.10,kelty-hearts-fc,22/23,promoted,T4,T3,-0.24100052934222682,-0.21208333073580773,0.02891719860641906,0.4010957490441279,-0.19735353630008523,-0.12547430891823405,0.0718792273818511
primary,σc=1.0 σs=0.10,kelty-hearts-fc,26/27,relegated,T3,T4,0.05340550988017795,0.036628788270454626,-0.01677672160972335,-0.37038814077373644,-0.012706501473817189,0.09532432827339433,0.10803082974721151
primary,σc=1.0 σs=0.10,kilmarnock,22/23,promoted,T2,T1,-0.42109326814555703,-0.27663921590374785,0.14445405224180918,0.4507420850986317,-0.08917174663520888,-0.02525831816805235,0.06391342846715653
primary,σc=1.0 σs=0.10,livingston,24/25,relegated,T1,T2,0.5050987096715835,0.19581493050936194,-0.3092837791622216,-0.5238645126700439,0.2845349456805679,0.13177064843673014,-0.1527642972438379
primary,σc=1.0 σs=0.10,livingston,25/26,promoted,T2,T1,-0.5917655069002106,-0.30991385720695575,0.28185164969325494,0.4326420339151482,-0.23393975136603617,-0.04665826921266103,0.18728148215337515
primary,σc=1.0 σs=0.10,peterhead,23/24,relegated,T3,T4,0.19820436079084947,0.1454991419520661,-0.05270521883878332,-0.6864380352968458,0.4588711103505283,0.24260802648239757,-0.21626308386813076
primary,σc=1.0 σs=0.10,peterhead,25/26,promoted,T4,T3,-0.42776698597536567,-0.136057501959092,0.2917094840162736,0.14722299764192465,-0.01964059288816128,0.04890391045522269,0.06854450334338397
primary,σc=1.0 σs=0.10,queen-of-the-south,22/23,relegated,T2,T3,0.026944138118879857,0.04325532413800748,0.01631118601912762,-0.44547330517581507,-0.025970349810344517,0.06475434805141528,0.0907246978617598
primary,σc=1.0 σs=0.10,queens-park-fc,22/23,promoted,T3,T2,-0.04568440557536424,0.034675602860294474,0.08036000843565871,0.2777016752294762,0.1604059980093515,0.18087793015892628,0.020471932149574767
primary,σc=1.0 σs=0.10,ross-county,25/26,relegated,T1,T2,0.032234075951642405,0.031095774538620335,-0.0011383014130220692,-0.5566671623825563,-0.18712512931241032,-0.07948700750059035,0.10763812181182009
primary,σc=1.0 σs=0.10,ross-county,26/27,relegated,T2,T3,0.8076357640086437,0.41981669055456,-0.3878190734540837,-0.017369870832612655,0.2507469977872887,0.17247882319160412,-0.07826817459568458
primary,σc=1.0 σs=0.10,st-johnstone,25/26,relegated,T1,T2,0.5636353806066419,0.18752013534354317,-0.3761152452630988,-0.44017171230819363,0.22778072526822646,0.11040979927255778,-0.11737092599566878
primary,σc=1.0 σs=0.10,stenhousemuir,24/25,promoted,T4,T3,0.0890341191026619,-0.04652463119717909,-0.13555875029984105,0.3838119336442457,0.028014587141316105,0.06201290487353134,0.03399831773221518
primary,σc=1.0 σs=0.10,stirling-albion,23/24,promoted,T4,T3,-0.41190184000847285,-0.24970862850163744,0.16219321150683547,0.18416591299950785,-0.19893695320386495,-0.16510607755943496,0.03383087564442999
primary,σc=1.0 σs=0.10,stirling-albion,24/25,relegated,T3,T4,-0.009204301719988373,0.11022304164895314,0.11942734336894154,-0.3887171381711093,-0.03578442531392784,0.06943851097786917,0.10522293629179699
primary,independent σc=0.01 σs=1.0,airdrieonians,23/24,promoted,T3,T2,0.13768376392400217,-0.038250575347214544,-0.17593433927121666,0.44302631648800966,-0.1142351148984061,-0.372839391411781,-0.25860427651337503
primary,independent σc=0.01 σs=1.0,airdrieonians,26/27,relegated,T2,T3,-0.0931089989569654,-0.04949548417052048,0.043613514786444985,-0.20554295507439435,-0.028653770125397382,-0.041397031689258984,-0.012743261563861574
primary,independent σc=0.01 σs=1.0,annan-athletic,23/24,promoted,T4,T3,-0.22441826449486704,0.03207363988029998,0.256491904375167,0.15233484993884683,-0.6254972469653781,-0.2768342864876991,0.3486629604776791
primary,independent σc=0.01 σs=1.0,annan-athletic,25/26,relegated,T3,T4,-0.08888372760390442,0.06732492967326936,0.15620865727717384,-0.428622660543271,0.4111742962595102,0.19041225779449789,-0.2207620384650123
primary,independent σc=0.01 σs=1.0,arbroath,24/25,relegated,T2,T3,0.32597725774509256,0.1465356824949377,-0.17944157525015497,-0.7701033938508061,0.5554344150070242,0.06267989206035712,-0.4927545229466671
primary,independent σc=0.01 σs=1.0,arbroath,25/26,promoted,T3,T2,0.11934831857720912,0.07527231160774839,-0.04407600696946079,0.2787283628736189,0.07451148003617913,0.0132095328544585,-0.061301947181720606
primary,independent σc=0.01 σs=1.0,clyde-fc,23/24,relegated,T3,T4,-0.1390696208462908,0.06999736496142273,0.20906698580771357,-0.6060402313823552,0.18747568202528997,0.22567397165826014,0.03819828963297018
primary,independent σc=0.01 σs=1.0,cove-rangers,22/23,promoted,T3,T2,-0.5980493923348431,-0.184050472696524,0.41399891963831903,0.7385013056262808,-0.8931895722301345,-0.34825791918718274,0.5449316530429518
primary,independent σc=0.01 σs=1.0,cove-rangers,23/24,relegated,T2,T3,-0.0834857716527078,0.008673712367292828,0.09215948402000063,-0.6057838240346793,-0.4018115429375404,-0.18025439114611033,0.2215571517914301
primary,independent σc=0.01 σs=1.0,dumbarton,22/23,relegated,T3,T4,0.11988574376104832,-0.024677941237068124,-0.14456368499811645,-0.3632540752166564,0.2632644929220822,-0.11104117217175039,-0.3743056650938326
primary,independent σc=0.01 σs=1.0,dumbarton,24/25,promoted,T4,T3,-0.19830658670024184,0.11384643331656143,0.31215302001680323,0.19908388919332892,-0.4164432295346445,-0.09790197021045541,0.31854125932418914
primary,independent σc=0.01 σs=1.0,dumbarton,25/26,relegated,T3,T4,-0.16650922814596636,-0.057748927084682405,0.10876030106128401,-0.24555548157171553,0.1504816167458928,-0.10661671580448734,-0.2570983325503801
primary,independent σc=0.01 σs=1.0,dundee-fc,22/23,relegated,T1,T2,0.5219878465305375,0.3567580088814823,-0.1652298376490553,-0.630094164191709,0.6308955667748919,0.44469202695188015,-0.18620353982301174
primary,independent σc=0.01 σs=1.0,dundee-fc,23/24,promoted,T2,T1,-0.21355214342079687,0.0760756145692803,0.289627757990077,0.5142534148307013,-0.6710429091910277,-0.2686525282134126,0.40239038097761515
primary,independent σc=0.01 σs=1.0,dundee-united,23/24,relegated,T1,T2,0.9894170175113418,0.346242783291835,-0.6431742342195067,-0.38380413965479765,1.0038982715871898,0.38985892028558555,-0.6140393513016043
primary,independent σc=0.01 σs=1.0,dundee-united,24/25,promoted,T2,T1,-0.017650228456140837,-0.2078688619710275,-0.19021863351488688,0.8879992269031012,-0.2584420846476412,-0.20291228243634607,0.05552980221129511
primary,independent σc=0.01 σs=1.0,dunfermline-athletic,22/23,relegated,T2,T3,1.1324958255858613,0.32959896926227084,-0.8028968563235903,-0.3853616492676327,0.8695413450729852,0.2547962135263721,-0.614745131546613
primary,independent σc=0.01 σs=1.0,dunfermline-athletic,23/24,promoted,T3,T2,-0.11292287535293954,-0.18343816568214233,-0.07051529032920273,0.9885812222904151,-0.9103966599777533,-0.3147991470237891,0.5955975129539641
primary,independent σc=0.01 σs=1.0,east-fife,22/23,relegated,T3,T4,0.08094678323857718,0.09908589597243553,0.018139112733858348,-0.7039001595345424,0.5649716167174971,0.40885385698756815,-0.15611775972992892
primary,independent σc=0.01 σs=1.0,east-fife,25/26,promoted,T4,T3,-0.5699042899571903,-0.19543314124279287,0.3744711487143975,0.4695671580130329,-0.174065978670731,-0.09310654304997948,0.08095943562075153
primary,independent σc=0.01 σs=1.0,east-kilbride,26/27,promoted,T4,T3,0.10283466686806475,0.3597044825062279,0.2568698156381632,0.3176651706337757,-0.12293718361397171,-0.019196822970628913,0.10374036064334277
primary,independent σc=0.01 σs=1.0,edinburgh-city-fc,22/23,promoted,T4,T3,0.17098768273948622,0.2092867701463619,0.038299087406875695,-0.124350465568272,0.3635615295399219,0.36215977200904975,-0.0014017575308721275
primary,independent σc=0.01 σs=1.0,edinburgh-city-fc,24/25,relegated,T3,T4,0.1533200947103669,0.15773115291877374,0.004411058208406829,-0.8938749631932327,0.8468790667063091,0.28282516788284107,-0.564053898823468
primary,independent σc=0.01 σs=1.0,falkirk-fc,24/25,promoted,T3,T2,0.7920757072622623,0.5243331942810163,-0.26774251298124585,1.127636369933792,0.5605589195946301,0.35652041167458537,-0.20403850792004463
primary,independent σc=0.01 σs=1.0,falkirk-fc,25/26,promoted,T2,T1,-0.16626286426188264,-0.04358308182205767,0.1226797824398248,0.6597522159587268,-0.692937336098091,-0.39850864565812777,0.2944286904399631
primary,independent σc=0.01 σs=1.0,hamilton-academical,23/24,relegated,T2,T3,0.7073311858811754,0.24890273906897917,-0.4584284468121962,-0.46381835766690366,0.24703994822856706,0.17413286203827988,-0.07290708619028718
primary,independent σc=0.01 σs=1.0,hamilton-academical,24/25,promoted,T3,T2,-0.2837740673689765,-0.014796362417755171,0.2689777049512213,0.7128857084746713,-0.10054019357748811,0.07276144273572621,0.17330163631321438
primary,independent σc=0.01 σs=1.0,hamilton-academical,25/26,relegated,T2,T3,-0.05857849403311144,0.0336441040653368,0.09222259809844824,-0.41609755867251197,0.0026676989050973265,-0.05512444266719385,-0.05779214157229129
primary,independent σc=0.01 σs=1.0,inverness-caledonian-thistle,24/25,relegated,T2,T3,0.22296880526120194,-0.05706219506560304,-0.280031000326805,-0.012050975160097455,-0.30562645616757506,-0.166589299177893,0.1390371569896821
primary,independent σc=0.01 σs=1.0,kelty-hearts-fc,22/23,promoted,T4,T3,-0.09621836892516994,-0.18759952962236157,-0.09138116069719163,0.6976498394624915,-0.7256448271554977,-0.41258453207441426,0.31306029508108346
primary,independent σc=0.01 σs=1.0,kelty-hearts-fc,26/27,relegated,T3,T4,-0.39213370411601833,0.02606708576114673,0.4182007898771651,-0.5867049231436724,-0.420480493386508,0.18783742894703725,0.6083179223335453
primary,independent σc=0.01 σs=1.0,kilmarnock,22/23,promoted,T2,T1,-0.5399933672782857,-0.4380723900361666,0.10192097724211896,0.483911659377961,-0.922876782623568,-0.4492691350311855,0.47360764759238244
primary,independent σc=0.01 σs=1.0,livingston,24/25,relegated,T1,T2,0.8149332731420701,0.2889549100948175,-0.5259783630472527,-0.7873938578356574,1.5298159582221418,0.7391032131883652,-0.7907127450337766
primary,independent σc=0.01 σs=1.0,livingston,25/26,promoted,T2,T1,-0.6871961525456269,-0.24091156527694796,0.44628458726867887,0.6826097818385346,-1.2367281902616432,-0.3604588449268192,0.876269345334824
primary,independent σc=0.01 σs=1.0,peterhead,23/24,relegated,T3,T4,0.42681520597302713,0.25543810619824936,-0.1713770997747778,-1.3794424302046306,1.5267627076668835,0.988050052731879,-0.5387126549350045
primary,independent σc=0.01 σs=1.0,peterhead,25/26,promoted,T4,T3,-0.41776550289843994,-0.014609251888254127,0.4031562510101859,0.28891322209231807,0.15872674430873418,0.2376232988663559,0.07889655455762173
primary,independent σc=0.01 σs=1.0,queen-of-the-south,22/23,relegated,T2,T3,0.23188089355428415,0.26883638909121643,0.036955495536932226,-0.32439297169307035,-0.09204226453315434,0.1353086413231877,0.22735090585634196
primary,independent σc=0.01 σs=1.0,queens-park-fc,22/23,promoted,T3,T2,0.15340586280266677,0.21649738275884395,0.06309151995617723,0.23122863677291688,0.36553835176073923,0.4466521003893944,0.08111374862865528
primary,independent σc=0.01 σs=1.0,ross-county,25/26,relegated,T1,T2,-0.2903363149042635,-0.14693960742854173,0.14339670747572175,-0.5793957925852229,-0.6161828580441084,-0.26118587705574603,0.35499698098836235
primary,independent σc=0.01 σs=1.0,ross-county,26/27,relegated,T2,T3,0.7140518778302278,0.6263525463316789,-0.08769933149854886,-0.3677803352734844,0.9407444868608859,0.7191337973120658,-0.22161068954881996
primary,independent σc=0.01 σs=1.0,st-johnstone,25/26,relegated,T1,T2,0.9454282000192635,0.40228299162897974,-0.5431452083902837,-0.5100127539618147,0.5501986182560104,0.25006649779038287,-0.30013212046562754
primary,independent σc=0.01 σs=1.0,stenhousemuir,24/25,promoted,T4,T3,0.12184947240868432,0.03151011942741572,-0.09033935298126865,0.3696021406164018,-0.26680542184879125,0.00862733437716362,0.2754327562259548
primary,independent σc=0.01 σs=1.0,stirling-albion,23/24,promoted,T4,T3,-0.4549723756685599,-0.3947736500411366,0.06019872562742329,0.5253538334857442,-1.2290703416859683,-0.7821018929300535,0.44696844875591485
primary,independent σc=0.01 σs=1.0,stirling-albion,24/25,relegated,T3,T4,-0.06829779737846473,0.1817488225898833,0.25004661996834804,-0.449417853075064,0.1808040644993088,0.3762696240228197,0.1954655595235109
long,main σc=1.0 σs=0.20,airdrieonians,10/11,relegated,T2,T3,0.016675405043911073,0.00775452726146636,-0.008920877782444797,-0.33369077764468513,-0.40182560298861925,-0.09547924516165346,0.30634635782696584
long,main σc=1.0 σs=0.20,airdrieonians,12/13,promoted,T3,T2,-0.8199078864382899,-0.23140340493449651,0.5885044815037934,0.24310581201927228,-0.25498262187990905,-0.16419955055498836,0.09078307132492072
long,main σc=1.0 σs=0.20,airdrieonians,13/14,relegated,T2,T3,0.07886618071958151,-0.05290542496103001,-0.13177160568061147,-0.5993447163716955,0.22842356314695156,-0.04325930812535966,-0.2716828712723112
long,main σc=1.0 σs=0.20,airdrieonians,23/24,promoted,T3,T2,3.7113268768429464e-5,-0.047000693729379595,-0.04703780699814819,0.3611538121902239,0.0018687014690561554,-0.221933484479703,-0.2238021859487591
long,main σc=1.0 σs=0.20,airdrieonians,26/27,relegated,T2,T3,0.008833826619752516,0.00884794894622054,1.4122326467858048e-5,-0.2348485800236484,-0.11819720663425048,-0.037358324278462474,0.0808388823557879
long,main σc=1.0 σs=0.20,albion-rovers,11/12,promoted,T4,T3,-0.3830082462979657,-0.2819296460768044,0.10107860022116133,0.13349931035460189,-0.3814043137158247,-0.0893813030611071,0.2920230106547176
long,main σc=1.0 σs=0.20,albion-rovers,13/14,relegated,T3,T4,-0.08460647577628017,-0.23976256934418777,-0.15515609356790752,-0.5318821570422879,0.13199157413100254,-0.12861057261958422,-0.2606021467505868
long,main σc=1.0 σs=0.20,albion-rovers,15/16,promoted,T4,T3,-0.3156709237272911,-0.3258297954070365,-0.01015887167974533,0.346423178191339,-0.26270184384678263,-0.1855121908606349,0.07718965298614772
long,main σc=1.0 σs=0.20,albion-rovers,18/19,relegated,T3,T4,-0.6884486656728377,-0.3755368266136123,0.31291183905922537,-0.3716513648033153,-0.5303002101422302,-0.4846212921519676,0.04567891799026258
long,main σc=1.0 σs=0.20,alloa-athletic,11/12,relegated,T3,T4,0.4983033258526125,0.1645971613049457,-0.3337061645476667,-0.20860329757438295,0.26049669108693746,0.03928655742417597,-0.22121013366276143
long,main σc=1.0 σs=0.20,alloa-athletic,12/13,promoted,T4,T3,0.4085441668764469,0.07998716716283155,-0.3285569997136154,0.43850440848795735,0.1495090667422978,0.04380057226310241,-0.10570849447919539
long,main σc=1.0 σs=0.20,alloa-athletic,13/14,promoted,T3,T2,-0.25714566858786136,-0.31004909694060934,-0.052903428352748194,0.2815273548945312,-0.08583298152305818,-0.1534939800257789,-0.06766099850272078
long,main σc=1.0 σs=0.20,alloa-athletic,16/17,relegated,T2,T3,0.527271733236861,0.27109294270655565,-0.2561787905303055,-0.837957087500927,0.5620687374783331,0.458955872522661,-0.10311286495567207
long,main σc=1.0 σs=0.20,alloa-athletic,18/19,promoted,T3,T2,-0.2637438313843905,-0.0596241150376266,0.20411971634676374,0.20383957849926027,0.1889552731129982,0.14074922242502386,-0.048206050687974455
long,main σc=1.0 σs=0.20,alloa-athletic,21/22,relegated,T2,T3,0.027103433059237347,0.06889607263395259,0.04179263957471535,-0.5493842187452964,0.043599782619876404,-0.012499909647845142,-0.05609969226772149
long,main σc=1.0 σs=0.20,annan-athletic,23/24,promoted,T4,T3,-0.26203265770049144,-0.01992454931799309,0.24210810838249835,0.14327973530672133,-0.12186189216244436,-0.025051730527265836,0.09681016163517846
long,main σc=1.0 σs=0.20,annan-athletic,25/26,relegated,T3,T4,-0.01883878954026863,0.06568818467338822,0.0845269742136569,-0.4108911805857465,0.12603579208584054,0.04128163594066858,-0.08475415614517193
long,main σc=1.0 σs=0.20,arbroath,10/11,relegated,T3,T4,0.2731008780859445,0.31994825534309657,0.0468473772571521,-0.09667895090671491,0.30349136559674794,0.385932244953752,0.08244087935700409
long,main σc=1.0 σs=0.20,arbroath,11/12,promoted,T4,T3,0.27289072629712857,0.16048962408878337,-0.11240110220834529,0.27891619481979496,0.12907777441407653,-0.038453916216978246,-0.16753169063105489
