group,N,mkt_sup_hi,real_gd_hi,err_mean,err_se,t,p,mkt_p_hi,real_hi_win,mkt_p_draw,real_draw,mkt_p_lo,real_upset
all cross-tier,403,1.172997780267811,1.2109181141439207,0.03792033387610952,0.08884576234570701,0.4268108334594285,0.6695171151494994,0.6166654660630276,0.6501240694789082,0.19427538288262272,0.16129032258064516,0.18905915105434962,0.18858560794044665
