tier_delta,N,home_pct,draw_pct,away_pct,mean_gd,se_gd,total_goals,n_shots,d_shots,d_sot,n_pxg,d_pxg,n_mkt,mkt_home_pct,mkt_away_pct
-4,4,25.0,0.0,75.0,-2.25,1.25,3.25,4,-9.75,-3.25,2,-1.2396881653142042,4,6.0010856488099655,83.33055155013125
-3,24,12.5,8.333333333333332,79.16666666666666,-1.7083333333333333,0.3876684611221195,2.875,24,-9.0,-4.25,16,-1.6843876830037308,23,12.417724419560972,70.2825317011561
-2,42,19.047619047619047,9.523809523809524,71.42857142857143,-1.5238095238095237,0.3071696411265988,3.238095238095238,40,-7.0,-3.7,29,-1.3772439971932156,42,17.006023159150814,63.29487471220674
-1,129,25.581395348837212,25.581395348837212,48.837209302325576,-0.5503875968992248,0.14764020743520828,2.86046511627907,125,-2.008,-1.288,83,-0.5387651284248994,127,27.460155340552618,48.85928458961414
0,4173,42.77498202731847,25.35346273664031,31.871555236041218,0.24898154804696862,0.029691621323224983,2.758926431823628,3855,1.435538261997406,0.5735408560311284,2340,0.24501856025904917,4016,42.232954815838696,32.53094374788026
1,145,67.58620689655173,12.413793103448276,20.0,1.2482758620689656,0.18166193036184822,3.2896551724137932,144,5.1875,2.486111111111111,98,0.9460938487300804,140,59.84265194220741,19.171842387010308
2,33,78.78787878787878,12.121212121212121,9.090909090909092,1.393939393939394,0.3283896485105037,3.212121212121212,33,8.212121212121213,3.5757575757575757,19,1.3413737800787748,33,68.71976138206249,14.543275208828648
3,24,87.5,12.5,0.0,2.75,0.3522700709662272,3.4166666666666665,22,10.136363636363637,4.909090909090909,12,1.8267892322602053,24,79.02117900496314,8.046198950130234
4,4,100.0,0.0,0.0,4.0,0.5773502691896257,4.0,4,19.75,7.5,3,2.7290147495616495,4,93.23150556769181,2.4492795671791785
