candidate,z_as_alpha,z_as_theta,pct_clubs_above_as_theta
0.9,9.32180222095932,7.398394984450705,2.799652655600893
0.75,7.539203621080532,5.615796384571918,7.344226857341661
0.65,6.350804554494677,4.4273973179860615,12.638499620388394
0.4,3.3798068880300334,1.4563996515214184,35.338238971148755
0.2,1.0030087548583189,-0.9203984816502961,59.396227208459464
