model,fixture,p_under_ref,p_under_typed,p_under_legacy,p_under_grid,smile_shift
m05_joint_grw_smile_supremacy_w040,12477128,0.4897841192861817,0.4897841192861821,0.4897841192861821,0.48198306037141786,0.007801058914763848
m05_joint_grw_smile_supremacy_w040,12477134,0.4564874394406686,0.45648743944066855,0.45648743944066855,0.4486292968739714,0.007858142566697202
m05_joint_grw_smile_supremacy_w040,12477131,0.4056616749908309,0.4056616749908309,0.4056616749908309,0.3978265983253915,0.007835076665439367
m05_joint_grw_smile_supremacy_w040,12477135,0.4544949208627486,0.4544949208627493,0.4544949208627493,0.4466352821142517,0.007859638748496933
m05_joint_grw_smile_supremacy_w040,12477132,0.4756793382561029,0.47567933825610365,0.47567933825610365,0.4678472914858132,0.007832046770289702
m05_joint_grw_smile_supremacy_w040,12476800,0.4371153755992427,0.4371153755992424,0.4371153755992424,0.42924968883924725,0.007865686759995438
