fold,match_id,match_date,home_team,away_team,home_idx,away_idx,delta_lineup,lineup_home,lineup_away,delta_prod_wealth,sup_ha,sup_team,sup_lineup,sup_wealth,sup_ha_sd,sup_team_sd,sup_lineup_sd,sup_wealth_sd,sup_model,sup_model_sd,mu_total,lambda_mkt_h,lambda_mkt_a,sup_market,mkt_accepted,mkt_sse,p_home_mkt,p_draw_mkt,p_away_mkt,delta_wealth_logsum,wealth_fallback,log_dist_z,dist_miles,sup_model_m05,sup_team_m05,sup_wealth_m05,mu_total_m05,p_home_m12,p_draw_m12,p_away_m12,p_home_m05,p_draw_m05,p_away_m05
1,12476630,2024-08-10,the-spartans-fc,bonnyrigg-rose,23,5,-0.2589027751761868,-0.13324485343952294,0.12565792173666387,0.21760554865479875,0.11503199816680386,0.07129529003381671,-0.12142852963647949,0.033571136924439665,0.03822752863491104,0.13286445134100042,0.01707885477336085,0.013824567128975916,0.09846989548858072,0.13826335630694456,2.382892511039848,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,0.13091671484320422,0.0,-1.9217533855368103,7.969004295254715,0.10905820534432156,-0.05079851974168106,0.03845455702360969,2.4084459733143513,0.4011233993371083,0.2579819989707539,0.3408946016921388,0.40581515842598975,0.25565044577518137,0.33853439579882955
1,12476632,2024-08-10,east-fife,edinburgh-city-fc,10,11,0.03485047414037856,-0.007958359460539828,-0.04280883360091839,0.28736858290256784,0.11503199816680386,0.1856391242076003,0.01634529343735499,0.044333842147143004,0.03822752863491104,0.1637080650816813,0.0022989563793638264,0.0182566404655308,0.36135025795890213,0.16653886161010895,2.5801428888717175,2.545908345042691,0.6644372375740915,1.3433023557896546,1.0,5.921853508137059e-5,0.78069552874379,0.149041873669269,0.07026259758694109,0.017683926789915816,0.0,-1.1368441654936208,17.022091855648114,0.4952050380207641,0.3230200125067397,0.05078285745163149,2.6003611293349973,0.4960065354503531,0.23624676965235752,0.26774669489728953,0.53941653241821,0.22789887823612986,0.23268458934566105
1,12476633,2024-08-10,stirling-albion,elgin-city,21,12,0.021822836941573484,-0.11533917035062592,-0.1371620072921994,-0.278624953612443,0.11503199816680386,0.022726581492744122,0.010235174190421916,-0.04298491709477235,0.03822752863491104,0.13173724413499718,0.001439571524925657,0.017701154216124695,0.10500883675519755,0.13689141124105858,2.342542396776286,1.7054692380682608,1.2179965324856077,0.3366329634229014,1.0,0.00030018655011571874,0.4827523542038539,0.25246113735051084,0.26478650844563517,-0.12887700344340836,0.0,0.895106089298983,108.73891251488963,0.22669764425103703,0.15453318741946948,-0.04923771123082534,2.304328553913069,0.40231615692219086,0.2594471176453077,0.3382367254325023,0.437506070303244,0.2601988875013443,0.30229504219541126
1,12476635,2024-08-10,peterhead,forfar-athletic,18,14,-0.1755619790977961,-0.17586716066807753,-0.00030518157028143044,0.6936996512303004,0.11503199816680386,0.1373094234300492,-0.08234068934722073,0.10702064409594682,0.03822752863491104,0.1306697989467284,0.011581171900125916,0.04407101498589927,0.27702137634557916,0.13840901099723235,2.2574064571778165,1.3287385971866907,0.9334041378318271,0.3531470814295874,1.0,5.386126842939664e-10,0.45800790644233835,0.2792887373550483,0.26270335620261337,0.43655569517819615,0.0,0.4436257634338028,72.45811411058477,0.37468511170089963,0.13069455855182205,0.12258838508668456,2.2480293803921905,0.4516231894905923,0.260861456443651,0.28751535406575673,0.48122601060479925,0.2570857981569494,0.2616881912382526
1,12476636,2024-08-10,clyde-fc,stranraer,6,22,-0.00898455994895056,-0.05163130198822775,-0.04264674203927719,0.6089901704086405,0.11503199816680386,-0.1565558592827166,-0.0042138671680496355,0.09395207301840766,0.03822752863491104,0.12957486138569366,0.000592678060195604,0.03868938794872532,0.048214344734445296,0.13715949988676324,2.3625040651725424,1.7542974045873834,1.0508975589181242,0.5124238204563751,1.0,4.1172783079648324e-5,0.5368664335228845,0.24033992355471284,0.2227936429224027,0.3751820355372839,0.0,0.42779773386215336,71.43165702629376,0.147394818430414,-0.08162614602557174,0.10761879639359284,2.3221337494417003,0.3852478787808284,0.25902741961779474,0.355724701601375,0.41430510979494983,0.2604816198237359,0.32521327038131553
1,12476794,2024-08-10,queen-of-the-south,cove-rangers,19,7,0.3943585459289141,0.04417325678409139,-0.3501852891448227,-0.48169586636920414,0.11503199816680386,0.031244237921593046,0.18495892270424982,-0.07431372033380607,0.03822752863491104,0.14328468215719387,0.026014369023160483,0.030602330140649295,0.25692143845884063,0.13552429443644234,2.4979045698712024,1.4742242421224623,0.9565284227174401,0.43257668910285807,1.0,5.970015462182723e-10,0.491772785226495,0.26326287992324615,0.24496433485025887,-0.3121216018056199,0.0,1.27323337040701,152.58868309559514,0.2855212299350699,0.24924281572840457,-0.08512375385572757,2.549498932519726,0.4584239490380319,0.24500312192681034,0.2965729290351581,0.46759354063869624,0.24366453335537094,0.2887419260059318
1,12476797,2024-08-10,kelty-hearts-fc,stenhousemuir,16,20,-0.8179139200980214,-0.34895973836461736,0.4689541817334041,0.1283704040664837,0.11503199816680386,0.16232005344553793,-0.383611510610979,0.019804368218560745,0.03822752863491104,0.15420347635436765,0.053954744397615134,0.008155422871160924,-0.08645509078007654,0.1506827770219361,2.435759468472737,1.5263291270108934,1.3019078936267978,0.15903479010639443,1.0,0.0010921655094151225,0.41382105471987285,0.276049014333708,0.31012993094641916,0.12117209317085731,0.0,-1.0617698747887927,18.2660242019423,-0.014026603353394057,-0.15811397891088344,0.022685207495096452,2.368997358114984,0.34527959613108417,0.25588365408351565,0.398836749785399,0.36633942217640636,0.25872874727785655,0.37493183054573825
1,12476798,2024-08-10,dumbarton,alloa-athletic,8,3,0.22587481303947526,0.17102113762825527,-0.054853675411219986,0.05199750908495915,0.11503199816680386,-0.026701067682983696,0.1059380163485436,0.008021925488628684,0.03822752863491104,0.13115145670416534,0.014900122743898849,0.0033034224509821595,0.20229087232099247,0.13457260191130468,2.5836292783932038,1.405470327953386,1.5148654664279577,-0.07495463422047416,1.0,0.000527415573388905,0.3428428824951162,0.2648138643174291,0.39234325318745467,-0.005245913669769564,0.0,-0.4415568129252775,32.439694754401245,0.1897572058628311,0.059166204195072625,0.009188833605365557,2.6847099864847666,0.4430154426424474,0.24331425635370948,0.31367030100384435,0.44269661633749374,0.23774478008226171,0.31955860358024357
1,12476799,2024-08-10,arbroath,montrose,0,17,0.5098219767558203,-0.04528650536718638,-0.5551084821230067,-0.13159234161063083,0.11503199816680386,-0.15018725828782764,0.23911266679816073,-0.020301433238847266,0.03822752863491104,0.10527910211238872,0.03363106283953524,0.00836011384590757,0.18365597343828974,0.10843829517110898,2.4339265915190387,1.5131741718397729,1.2887963438315577,0.16050082906245458,1.0,6.969920275984518e-10,0.42529839484154214,0.2509260529565098,0.32377555220194815,-0.11944003686401317,0.0,-1.5085580773902596,11.9503914987861,0.14499212165534417,0.04684453159254004,-0.02325457799958879,2.5051355993275193,0.43248692133935684,0.25043605652729434,0.31707702213334665,0.42084065169735574,0.24980898358018044,0.32935036472246565
1,12476800,2024-08-10,annan-athletic,inverness-caledonian-thistle,4,0,-0.18158093779299528,-0.17063805582827013,0.01094288196472515,-0.5100557812244748,0.11503199816680386,-0.04075254263565787,-0.08516365369668887,-0.07868895152922967,0.03822752863491104,0.0965611638812496,0.011978220256877632,0.03240404682072663,-0.08957314969477252,0.10608666896315802,2.5945050915988896,1.354212238161302,1.2847617279791512,0.05264663576098739,1.0,8.39761591647209e-10,0.3854511692190239,0.26145865035676435,0.35309018042421175,-0.4985088587512365,0.0,1.4378177927297988,176.78979875429596,0.039218933028031325,0.007952192327526236,-0.09013542736188782,2.658178592564211,0.3484262085027332,0.24485915958852617,0.4067146319087409,0.3915122532884747,0.24274874851182623,0.36573899819969957
