model,folds,oos,draws,max_rhat,worst_rhat_fold,min_ess_bulk,min_ess_tail,n_divergent,n_transitions,divergence_rate,treedepth_rate,min_bfmi,passed,strict_rhat_pass,failures,wall_min,run_id,latent_mean_lambda_h,latent_mean_lambda_a,latent_min_sd,gate_pass,gate_failures
m00_baseline_grw,2,39,200,1.0926861456185915,1,16.717152767480524,43.33431865208397,0,400,0.0,0.0,0.8247933793826163,false,false,max R-hat 1.0927 at fold 1 (gate < 1.050); min bulk ESS 16.7 at fold 1 (gate > 400); min tail ESS 43.3 at fold 1 (gate > 400),0.48571663300196327,58b5d6fd-8467-425c-9884-0b79eeb81afd,1.5156254368892832,1.2854692923783826,0.13566436738759652,false,G3 max R̂ 1.0927 (fold 1)
m05_wealth_grw,2,39,200,1.0522391043379016,2,51.495196405692354,52.791922043688366,0,400,0.0,0.0,0.6653614317544049,false,false,max R-hat 1.0522 at fold 2 (gate < 1.050); min bulk ESS 51.5 at fold 1 (gate > 400); min tail ESS 52.8 at fold 1 (gate > 400),0.3364052335421244,8fd4080d-5aa3-4e30-b5cc-9745b6a2d02a,1.4749565249055232,1.3044476561095573,0.08712301028489307,false,G3 max R̂ 1.0522 (fold 2)
m10_lineup_grw,2,39,200,1.1154694700996461,2,37.35544385081572,51.73709891149202,0,400,0.0,0.0,0.8092667002147983,false,false,max R-hat 1.1155 at fold 2 (gate < 1.050); min bulk ESS 37.4 at fold 1 (gate > 400); min tail ESS 51.7 at fold 1 (gate > 400),0.24177714983622234,b3c2e914-a6b3-4a83-a095-2e533a94fdad,1.509721555392914,1.2805839173892535,0.13630750393760407,false,G3 max R̂ 1.1155 (fold 2)
m12_joint_hybrid_synergy_grw,2,39,200,1.1315482111970023,2,29.92254179021075,25.390705965261372,0,400,0.0,0.0,0.6489232534081475,false,false,max R-hat 1.1315 at fold 2 (gate < 1.050); min bulk ESS 29.9 at fold 1 (gate > 400); min tail ESS 25.4 at fold 1 (gate > 400),0.43259356419245404,01a11567-e2e7-43cd-a9c4-97a6929e21f7,1.4704443832776597,1.299272922032031,0.09304590859993865,false,G3 max R̂ 1.1315 (fold 2)
