match_id,match_date,season,home_team,away_team,delta_mkt,delta_goal,delta_lineup,delta_prod_wealth,delta_wealth_logsum,log_dist_z,p_home_mkt,p_away_mkt,sup_model_m05,sup_model,pxg_form_sup,pxg_form_ok,goal_form_sup,delta_rest,delta_ppg,p_fav,n_targets,has_1x2,well_identified,gap
12477123,2024-08-03,24/25,forfar-athletic,clyde-fc,-0.12442209696652534,0.28872882865304456,-0.07959456936685017,-0.8385789345652697,-0.7035991662728627,0.4826511074969292,0.31716797299447835,0.39761747001536346,0.1343970675615215,0.0901367449990307,0.24617386239660521,1.0,0.0507484021264859,0.0,0.0,0.39761747001536346,9,true,true,-0.4131509256195699
12477126,2024-08-03,24/25,elgin-city,east-fife,-0.3960721796474884,-0.21085880072355617,-0.0902778907338003,-0.46973395940745455,-0.3819848404993209,0.8230950438054653,0.2383213448924134,0.4795683050897163,0.010860534414530476,-0.011134552190234842,0.08216715910072792,1.0,-0.4909955950311038,0.0,0.0,0.4795683050897163,7,true,true,-0.18521337892393225
12477128,2024-08-03,24/25,stenhousemuir,arbroath,-0.037747338238625194,0.230777124383078,0.5119686914590161,0.3275648249212626,0.2586552142644045,0.2247731695921181,0.3527166847445295,0.3773260979449575,0.2334930002967298,0.2968451382314095,0.0,0.0,0.0,0.0,0.0,0.3773260979449575,5,true,true,-0.26852446262170315
12477129,2024-08-03,24/25,edinburgh-city-fc,stirling-albion,-0.8655705949491241,-0.2842017859437343,0.05311236986696327,0.11284923970830363,0.15921851002075904,-0.48435108003607574,0.14010198999000736,0.6628790797230236,-0.30867692516719414,-0.03965669271825178,-1.0569638476627543,1.0,-0.9901460394682144,0.0,0.0,0.6628790797230236,5,true,true,-0.5813688090053899
12477131,2024-08-03,24/25,cove-rangers,annan-athletic,0.15402621140450623,0.22321323529790582,-0.17688114470252925,0.3782180097655843,0.29289041755891887,1.2749185991776337,0.43217787861872264,0.3254975080370579,-0.06469170623357773,0.10086220264209235,0.11619842779959377,1.0,-0.0480902545857147,0.0,0.0,0.43217787861872264,9,true,true,-0.06918702389339959
12477132,2024-08-03,24/25,inverness-caledonian-thistle,dumbarton,0.4417550734326246,0.13990008330060758,-0.08920378880167945,0.12610387662738098,0.2684693549234982,0.8911217311466998,0.5179949004294084,0.23096760299088834,0.06161090494544558,0.09938926594440815,0.0,0.0,0.0,0.0,0.0,0.5179949004294084,7,true,true,0.301854990132017
12477133,2024-08-03,24/25,bonnyrigg-rose,peterhead,-0.042731371356608594,0.1237859316842304,0.3228094018386155,-0.09602917795973198,-0.1731731592932544,1.0404491585169617,0.3487794161512202,0.3734943031766333,0.01572050477420761,0.0963477727754615,-0.13270835746732002,1.0,-0.06887310966577664,0.0,0.0,0.3734943031766333,3,true,false,-0.166517303040839
12477134,2024-08-03,24/25,montrose,kelty-hearts-fc,0.32908122278495844,0.3840829487629008,-0.2785888594220034,-0.08160517562913228,-0.10295696719641079,0.10139331372714998,0.4760926839993651,0.26216577673860225,0.16404598620615915,0.06848949500926367,0.0640741190942018,1.0,0.3864864320815562,0.0,0.0,0.4760926839993651,7,true,true,-0.05500172597794234
12477135,2024-08-03,24/25,alloa-athletic,queen-of-the-south,0.23103195762253692,0.29698842674528736,-0.16105123894822518,0.5829632425196642,0.2746283676635315,0.4433885639542629,0.44142748780588914,0.2925665393633191,0.2430676459060409,0.14846299039793207,-0.17480639561743438,1.0,0.31629761989761307,0.0,0.0,0.44142748780588914,7,true,true,-0.06595646912275044
12476632,2024-08-10,24/25,east-fife,edinburgh-city-fc,1.3433023557896546,0.4642155581713695,0.03485047414037856,0.28736858290256784,0.017683926789915816,-1.1368441654936208,0.78069552874379,0.07026259758694109,0.4952050380207641,0.36135025795890213,0.7848412348175293,1.0,1.1022680241649079,0.0,0.0,0.78069552874379,16,true,true,0.8790867976182851
12476633,2024-08-10,24/25,stirling-albion,elgin-city,0.3366329634229014,0.6550808959867002,0.021822836941573484,-0.278624953612443,-0.12887700344340836,0.895106089298983,0.4827523542038539,0.26478650844563517,0.22669764425103703,0.10500883675519755,0.13640139039081234,1.0,0.2403512690719194,0.0,0.0,0.4827523542038539,5,true,true,-0.3184479325637988
