arm,K,student,sigma_obs,sigma_att,sigma_def,nu,spread_att,spread_att_lo,spread_att_hi,spread_def,spread_def_lo,spread_def_hi,n_downweighted
s0_grw1_gauss,0,false,0.09288242372003866,0.02682545572062793,0.028930231271035597,Inf,0.16682071891007283,0.14928428736429253,0.19227962295711631,0.18101695213123686,0.16231211493348296,0.20588877091854169,0
s1_grw1_t,0,true,0.05481737765251976,0.028188966859371407,0.029676733663527827,2.8997448623168705,0.16733541980473202,0.1510438074024144,0.18775007712160452,0.18260339705665743,0.16416607419292384,0.20279964450865387,56
s2_t_goal,3,true,0.053620719747518614,0.021782041224792242,0.02405335467137766,2.784228181079496,0.11291957119901529,0.09792678662087022,0.12922090842432774,0.13052503508027735,0.11430189563916432,0.14792704598559983,73
s3_t_wealth,2,true,0.05529564689468938,0.027753841886886968,0.02912233037763157,2.9389471155505396,0.16787600891493087,0.14785328994310826,0.1991771093347573,0.1836742321856533,0.16069131261978947,0.21226044733637078,53
s4_t_lineup,1,true,0.05473668025199534,0.02813200790592513,0.02950608284408382,2.877526707624326,0.17112157618135393,0.15220203975908053,0.18937859087139797,0.18543002812760365,0.1645656019130282,0.2079389489523326,59
s5_t_pxg,1,true,0.053980220005747356,0.023632791172087206,0.025510742264602038,2.8091069526230825,0.12559505146607058,0.11145332965468234,0.14474023419210524,0.128206793136372,0.10806818644472291,0.14898251084180747,68
s6_t_rest,2,true,0.05417679840926862,0.028196083829179472,0.029371157911777468,2.8840027387751066,0.16813212153048987,0.1512912599744993,0.18963143957237316,0.18297051434148323,0.16584541180405585,0.20680596993044073,61
s7_t_nongoal,6,true,0.053600764797323466,0.02241710934963835,0.024068674221404324,2.7874714933511955,0.12737736430035448,0.10926725782414248,0.1510322208272116,0.12940892916915891,0.10804489201706424,0.15436923266391248,67
s8_t_all,9,true,0.05301635834526003,0.01919810051795153,0.021486547698690527,2.7532006812109397,0.10553172827522872,0.08996439715497477,0.12720778417885412,0.11474240182622182,0.09723561094630132,0.1355186650451215,75
